pid,agent_id,prompt_version,model,run_timestamp,input_text_hash,source_file,raw_response_path,manifest_title,manifest_year,manifest_journal_title,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0034-76122009000300003,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,e682e7d9e9f38da7a0fe70735177a6c7b5637a6adc92faab6a761e2ceb854642,data/processed/fulltext_gold/article_texts_gold.csv,,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,No Error,Public Policy/Administration,TRUE,Describe,single_country,single_region,Brazil,no_survey_data,procure_original_data,FALSE,,,,,,,,FALSE,FALSE,,77,Foram analisados os 77 municípios do estado de Mato Grosso do Sul.,FALSE,FALSE,FALSE,,FALSE,,,,No Mention of Mechanisms/Channels,FALSE,quantitative,explicit,"O artigo ""Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto."
S0034-76122009000600006,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,85d81cc12e414c754a91ff96365db04860866a6968f6c2960fb1dcf7ba552716,data/processed/fulltext_gold/article_texts_gold.csv,,Accountability: já podemos traduzi-la para o português?,2009,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Accountability: já podemos traduzi-la para o português?"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0034-76122011000400011,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,27633bd23c23c6ad4d86a3b8de013eacbe32277247df923f517770938987f165,data/processed/fulltext_gold/article_texts_gold.csv,,A unidade dos contrários: fordismo e pós-fordismo,2011,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""A unidade dos contrários: fordismo e pós-fordismo"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0034-76122014000100004,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,e60134432242192a0ecb661800b36754cb1b1674b0e55a9fc304ffd946fb3c70,data/processed/fulltext_gold/article_texts_gold.csv,,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,multiple_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,FALSE,FALSE,,46,"Ao total, foram entrevistados 46 atores, sendo 16 no Paraná (Curitiba), 15 no Rio Grande do Sul (Porto Alegre) e 15 em Santa Catarina (Florianópolis), entre setembro e novembro de 2010.",,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122014000500011,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,88743debfb8c4236e02d76ae3a76bff64ffc8aa7ecfdc6d1abc27449b4edeb7c,data/processed/fulltext_gold/article_texts_gold.csv,,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122014000600003,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,d52dd4318e8370bf0f51818a4ad5796b2edb2cbc0a43f63508828eb219c53a4a,data/processed/fulltext_gold/article_texts_gold.csv,,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,2014,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,structure_systematize,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122015000300563,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,af6aba3961f625503fd369ac6decb9343a339829b0c0270f7c114255278c3388,data/processed/fulltext_gold/article_texts_gold.csv,,"A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas",2015,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122016000500745,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,c1aedf2684a2b61cb2136b83fe8a6b2122d1f97f3421ab52a1d6b6c1ae4a046e,data/processed/fulltext_gold/article_texts_gold.csv,,A auditoria de custos e preços: eficácia nos serviços contratantes de defesa na Espanha,2016,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,,Spain,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""A auditoria de custos e preços: eficácia nos serviços contratantes de defesa na Espanha"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122016000600959,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,dad4ad22d4a13ad63431e1a7c9ef4b0ae6577dd12574068345feceb6b0691fe1,data/processed/fulltext_gold/article_texts_gold.csv,,"Análise de políticas públicas no Brasil: de uma prática não nomeada à institucionalização do ""campo de públicas""",2016,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Análise de políticas públicas no Brasil: de uma prática não nomeada à institucionalização do ""campo de públicas"""" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122017000500879,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,449e3c37351931c33632f2f8bb552dfb03763098b383fb2108c75789847cf754,data/processed/fulltext_gold/article_texts_gold.csv,,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,No Error,Public Policy/Administration,TRUE,Explain,single_country,single_region,Brazil,no_survey_data,procure_original_data,TRUE,Kitchen Sink Linear Model,,,FALSE,"[{""variable_name"":""Procurement and municipal characteristics"",""variable_description"":""Procurement modality, service type, population, mayoral reelection, partisan alignment and fiscal-management indicators.""}]","[{""variable_name"":""Deadline compliance"",""variable_description"":""Percentage of days delayed in education-sector public works.""},{""variable_name"":""Price compliance"",""variable_description"":""Amount paid above the budgeted value in education-sector public works.""}]","[{""iv_var_name"":""Procurement and municipal characteristics"",""dv_var_name"":""Deadline and price compliance"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]",TRUE,FALSE,FALSE,325,"portanto, o tamanho da amostra deste estudo contou com 325 observações.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,No Mention of Mechanisms/Channels,FALSE,quantitative,explicit,"O artigo ""Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE."
S0034-76122020000100181,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,6a8804d7b1634cebfd9d24b53239fe3b5be8d3fc07fc559225ce2881b8befa21,data/processed/fulltext_gold/article_texts_gold.csv,,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122022000600694,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,fa850ae3701445a2d1abd21f410f03f98db6ec44e814dbfdd459967e74d99481,data/processed/fulltext_gold/article_texts_gold.csv,,O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros,2022,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0034-76122023000500502,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,76d523e6c0b18350f43af37d95a3f7e7eb8754b3948949a40c0cca588d81e8ba,data/processed/fulltext_gold/article_texts_gold.csv,,Estratégia nacional de inovação: uma breve contribuição para sua efetividade sob a perspectiva de acumulação de capacidade tecnológica,2023,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Estratégia nacional de inovação: uma breve contribuição para sua efetividade sob a perspectiva de acumulação de capacidade tecnológica"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0034-76122024000200402,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,7d487e0b5cef8e6f8cff64044709fafcb858afc6031652327deba7d37c7ab212,data/processed/fulltext_gold/article_texts_gold.csv,,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,field_study,TRUE,Other,interview-based qualitative factor analysis,,FALSE,"[{""variable_name"":""Procedural and institutional factors"",""variable_description"":""Factors identified by legal professionals as increasing judicial-process duration.""}]","[{""variable_name"":""Judicial process duration"",""variable_description"":""Time required for civil judicial proceedings in Brazil.""}]",,TRUE,FALSE,FALSE,15,Foram realizadas 15 reuniões entre 2019 e 2020.,,,TRUE,FALSE,,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O artigo ""Fatores que aumentam o tempo do processo judicial no Brasil"" apresenta argumento qualitativo explicativo com linguagem causal ou processual. Como não define estimando nem suposições de identificação, classifiquei o desenho como Other e a quantidade causal como FALSE."
S0101-33002005000200003,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,4e6ae501465565c9f8812a9cbc9fccfad863ed20a758283a058c0ac8e249bead,data/processed/fulltext_gold/article_texts_gold.csv,,Impasses do desenvolvimento,2005,Novos estudos CEBRAP,No Error,International Relations,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Impasses do desenvolvimento"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002006000200016,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,73ed5ead56ed610916ff198119a0f626a6189c612f747b5c27d0da54a62e49b8,data/processed/fulltext_gold/article_texts_gold.csv,,Do sonho ao sonhar,2006,Novos estudos CEBRAP,No Error,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Do sonho ao sonhar"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002007000200016,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,723fb977ca9e275e04616ce5f8a949044b1588be11ca3e8de5705207e37ccbfd,data/processed/fulltext_gold/article_texts_gold.csv,,Teoria social e o racismo no Brasil,2007,Novos estudos CEBRAP,No Error,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Teoria social e o racismo no Brasil"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002011000300004,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,3c1b553c56941f4e31eac838e98b1a9ead828fec7d08adb8b6b11bc237d02f57,data/processed/fulltext_gold/article_texts_gold.csv,,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,No Error,Public Policy/Administration,TRUE,Describe,single_country,,Brazil,uses_public_available_survey,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,,,,No Mention of Mechanisms/Channels,FALSE,quantitative,explicit,"O artigo ""Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto."
S0101-33002013000100006,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,1891243d8dcf27b74f4cc293b78bebd6c40b1f599cebfbf2c8333f6dc10e10ff,data/processed/fulltext_gold/article_texts_gold.csv,,A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora,2013,Novos estudos CEBRAP,No Error,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002014000100004,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,2efdfd90868b2e475979412c560bdc9e4f31f632ddae9fff1416d5ab28f21067,data/processed/fulltext_gold/article_texts_gold.csv,,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,No Error,Public Policy/Administration,TRUE,Describe,single_country,,Brazil,uses_public_available_survey,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,,,,No Mention of Mechanisms/Channels,FALSE,quantitative,explicit,"O artigo ""Escassez de engenheiros no Brasil? uma proposta de sistematização do debate"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto."
S0101-33002014000100010,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,9901f6063c3e50bac7d912c7de17ee557ec1498797e21878cf3f74efa4ab2343,data/processed/fulltext_gold/article_texts_gold.csv,,"O cortiço, romance econômico",2014,Novos estudos CEBRAP,No Error,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""O cortiço, romance econômico"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002015000100117,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,5154ba0be251e7045cf997134f9d584fa2d08b5803189cfe03296e9efb6532df,data/processed/fulltext_gold/article_texts_gold.csv,,QUANTO VALE A ARTE CONTEMPORÂNEA?,2015,Novos estudos CEBRAP,No Error,Other,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""QUANTO VALE A ARTE CONTEMPORÂNEA?"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0101-33002018000200191,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,3eedbc8ad5ee1d7c1f2c122ea44b7747c4f5a9f787d0c83e73f16a7e0e71090a,data/processed/fulltext_gold/article_texts_gold.csv,,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,No Error,Public Policy/Administration,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""BRASIL ANOS 2000: A política social sob regência da financeirização"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002019000100006,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,1a411b2e9dc7208683af65f5b5a705d5ae17257007e1ebc6281379ef87098de7,data/processed/fulltext_gold/article_texts_gold.csv,,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,No Error,Other,TRUE,Describe,single_country,,Brazil,uses_public_available_survey,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,,,,No Mention of Mechanisms/Channels,FALSE,quantitative,explicit,"O artigo ""REVOLUÇÕES NO CAMPO RELIGIOSO"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto."
S0101-33002020000100019,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,49796a7d6e8d7326491722f8deaefc2f318b11a68824b4e5d0e752a21887fc1b,data/processed/fulltext_gold/article_texts_gold.csv,,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,No Error,Other,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0101-33002021000300497,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,2665cca897672cb94bc62f6166697d83cf6929357b7fe0562f79c8fa5e68bec8,data/processed/fulltext_gold/article_texts_gold.csv,,As caixas-pretas de Amós Oz,2021,Novos estudos CEBRAP,No Error,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""As caixas-pretas de Amós Oz"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002022000200231,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,6d8ae1b6a42ca5f43f412c77269d36a9d321dbf3cd5b11e91d2e07262dc06e48,data/processed/fulltext_gold/article_texts_gold.csv,,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,2022,Novos estudos CEBRAP,No Error,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0101-33002024000300409,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,b553d80e09502c9697b055a0545ab25bca0650f990353620f73746b598c1fa00,data/processed/fulltext_gold/article_texts_gold.csv,,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,No Error,Other,TRUE,Describe,single_country,single_region,Mexico,runs_original_survey,original_survey,FALSE,Other,descriptive mixed survey and focus groups,,FALSE,"[{""variable_name"":""Covid-19 pandemic period"",""variable_description"":""Pandemic-related employment, household income and care conditions.""}]","[{""variable_name"":""Paid and care work inequalities"",""variable_description"":""Distribution of paid work, care tasks and household-income conditions.""}]",,TRUE,FALSE,FALSE,2562,"The sample included 2,562 men and women over 18 residing in households of different socioeconomic levels.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,mixed,explicit,"O artigo ""Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE."
S0102-64452005000100007,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,6a9dcc3571ddaa58cdab44e528e4ff6f0a28d53840afb876d53659b4779e81e8,data/processed/fulltext_gold/article_texts_gold.csv,,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,No Error,Political Theory and Philosophy,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""O 18 Brumário, política e pós-modernismo"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0102-64452006000300005,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,0fb780d2d15a5d6365b8ffc003de73c0a3a592e94ff3034ef420ad3af1e40d8e,data/processed/fulltext_gold/article_texts_gold.csv,,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,No Error,Political Theory and Philosophy,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Bobbio na história das idéias democráticas"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0102-64452008000300004,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,c887cd30b6c88ad69ce2848496e85d9e8cabbc0d18f739505b82f68e24ac5a00,data/processed/fulltext_gold/article_texts_gold.csv,,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,No Error,International Relations,FALSE,Describe,,,,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""A revolução russa e o sistema internacional"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0102-64452009000100003,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,9c9aa0be5a40b84fb6286b617cc297e231c9dac12a03ffab730ede2c1198b2f1,data/processed/fulltext_gold/article_texts_gold.csv,,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,No Error,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""As teorias dos movimentos sociais: um balanço do debate"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0102-64452010000100004,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,e2fa057c0634a7ebc0dd88fc4408af656f61bdd5c750b4d7f5ae19e43f206706,data/processed/fulltext_gold/article_texts_gold.csv,,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,No Error,Other,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Memória e historicidade em dois ""comandos"" prisionais"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0102-64452012000300007,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,a891d16c7f3e177ea681d484f119d08e143a961ebee79c387abb360b240150c3,data/processed/fulltext_gold/article_texts_gold.csv,,Direitos e cidadania: reflexões sobre o direito à cidade,2012,Lua Nova: Revista de Cultura e Política,No Error,Political Theory and Philosophy,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Direitos e cidadania: reflexões sobre o direito à cidade"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
