audit_id,audit_sample_group,sample_component,selection_reason,pid,title,title_missing_flag,title_en,authors,year,journal_title,doi,doi_url,source_url,paper_url,source_method,retrieved_at,body_word_count,reference_tail_ratio,reading_log_relative_path,classification_json_relative_path,codex_is_empirical_paper,codex_empirical_evidence_type,codex_is_empirical_quant_paper_torreblanca,codex_is_empirical_qual_paper,codex_quantitative_analysis_type,codex_quantitative_analysis_evidence_quote,codex_has_statistical_inference,codex_statistical_inference_quote,codex_qualitative_analysis_goal,codex_qualitative_goal_clarity,codex_qualitative_goal_quote,codex_causal_or_explanatory_claim_present,codex_causal_or_explanatory_claim_quote,codex_screen_applicable,codex_screen_reason,codex_method_present,codex_method_type,codex_causal_design_quote,codex_main_variables_or_relationship,codex_sample_or_data_source,codex_tough_call,codex_tough_call_reason,codex_brief_justification,manual_is_empirical_paper,manual_empirical_evidence_type,manual_is_empirical_quant_paper_torreblanca,manual_is_empirical_qual_paper,manual_quantitative_analysis_type,manual_has_statistical_inference,manual_qualitative_analysis_goal,manual_qualitative_goal_clarity,manual_causal_or_explanatory_claim_present,manual_screen_applicable,manual_screen_reason,manual_method_present,manual_method_type,manual_main_variables_or_relationship,manual_sample_or_data_source,manual_tough_call,manual_decision,manual_notes,reviewer,audit_date
A022,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,FALSE,THE EGG AND THE CHICKEN ANALOGY: STUDY OF THE FRAMEWORK AND RECEPTION OF JOURNALISTIC COVERAGE IN THE 2014 ELECTIONS,João Feres Júnior; Luciana Fernandes Veiga; Ednaldo Ribeiro,2018,Revista Brasileira de Ciências Sociais,10.1590/339809/2018,https://doi.org/10.1590/339809/2018,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092018000300507&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092018000300507&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:07,8525,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0102-69092018000300507.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0102-69092018000300507.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,Estimamos os modelos de regressão logística multinominal,TRUE,estatisticamente significativa apenas para a categoria positiva,,,,TRUE,a mídia teria um papel importante na formação da avaliação da economia,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",não podemos garantir que os eleitores que originalmente avaliam negativamente a economia e o governo não procurem os veículos de comunicação com as coberturas mais negativas,"Associação entre consumo de veículos específicos de mídia, especialmente Jornal Nacional, Folha de S. Paulo e O Globo, e avaliação retrospectiva da economia e avaliação do governo federal na eleição presidencial de 2014.","Banco quantitativo de cobertura de Folha de S. Paulo, O Estado de S. Paulo, O Globo e Jornal Nacional entre 5 de agosto e 4 de novembro de 2014, e Pesquisa Brasileira de Mídia realizada pelo Ibope em novembro de 2014 com 18.312 pessoas em 848 municípios.",TRUE,"O artigo usa linguagem de influência e impacto, mas também declara que seus dados observacionais não permitem causalidade; por isso a decisão mais adequada é modelagem estatística observacional com claim causal/explanatório sem desenho identificado, não método de credibilidade-revolution.",O artigo é empírico e quantitativo porque apresenta análise de conteúdo com estatísticas descritivas e modelos de regressão logística multinomial usando survey nacional. Há inferência estatística por significância e efeitos estimados. Não há componente qualitativo substantivo nem desenho causal identificado; os próprios autores tratam os achados como associações observacionais.,,,,,,,,,,,,,,,,,,,,
A023,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,FALSE,SOCIAL CLASSES AND FOOD: PATTERNS OF FOOD CONSUMPTION IN BRAZIL TODAY,Edison Bertoncelo,2019,Revista Brasileira de Ciências Sociais,10.1590/3410005/2019,https://doi.org/10.1590/3410005/2019,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000200505&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000200505&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:07,7707,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0102-69092019000200505.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0102-69092019000200505.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"O método principal para análise e interpretação dos dados é a análise de correspondências múltiplas (ACM), por ser uma técnica estatística bastante útil para revelar padrões subjacentes à distribuição de dados categóricos.",FALSE,,,,,TRUE,"A meu ver, a hipótese das homologias permite apreender mais adequadamente os processos empíricos conectando posições sociais e práticas alimentares.",TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]",,"Relação entre posições sociais, volume de capital econômico e cultural, pertencimentos de classe e padrões/regimes de consumo alimentar no Brasil.","Pesquisa de Orçamentos Familiares 2008-2009; subamostra de registro de consumo alimentar com 13.569 domicílios e 34.003 indivíduos, reestruturada para análise de chefes, cônjuges e filhos.",FALSE,,"O artigo é empírico quantitativo porque reanalisa microdados da POF com análise de correspondências múltiplas e classificação hierárquica de clusters para identificar regimes alimentares e sua associação com posição social. Apesar de formular um argumento explicativo sobre classe e alimentação, não apresenta inferência estatística formal nem desenho causal de credibilidade.",,,,,,,,,,,,,,,,,,,,
A024,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,FALSE,ARE THERE SEX PREFERENCES IN BRAZIL?,Raquel Zanatta Coutinho,2019,Revista Brasileira de Ciências Sociais,10.1590/3410110/2019,https://doi.org/10.1590/3410110/2019,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000300509&tlng=en,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092019000300509&tlng=en,articlemeta_fulltexts_html,2026-06-03 23:06:07,8977,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0102-69092019000300509.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0102-69092019000300509.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,These categories became the dependent variable in the multinomial logistic regression models throughout this paper.,TRUE,I performed Chi Square tests to check whether these differences in proportions are significantly different from one year to another.,,,,TRUE,to shed light on the possible influences of socio-demographic variables on reproductive intentions,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","These databases, which are nationally representative and cross-sectional","The paper analyzes how desired family composition or sex preference categories vary by marital status, age, virginity, rural or urban residence, region, religion, church attendance, race, wealth, education, and labor-market participation among Brazilian women.","Brazilian DHS 1996 and PNDS 2006, nationally representative cross-sectional surveys of women aged 15-49; the analysis focuses on women who have never had children but wish to have at least one child.",TRUE,"The article uses explanatory language about influences and social schemas, but the empirical design is cross-sectional observational regression with controls, not a causal identification design.","The article is an empirical quantitative paper because it constructs variables from DHS/PNDS survey data and analyzes them with descriptive statistics, chi-square tests, and multinomial/binomial logistic regression. It has statistical inference and explanatory claims, but no original qualitative evidence and no credibility-revolution causal design.",,,,,,,,,,,,,,,,,,,,
A025,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,FALSE,The determinants of equity in the implementation of the National Social Assistance Policy,Roberta Cardoso Piedras; Luciana Leite Lima; Sergio Simoni Junior,2024,Revista Brasileira de Ciências Sociais,10.1590/39006/2024,https://doi.org/10.1590/39006/2024,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092024000100506&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092024000100506&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:07,5580,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0102-69092024000100506.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0102-69092024000100506.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,As variáveis independentes apresentadas no Quadro 2 foram rodadas em regressões logísticas.,TRUE,"Ademais, como alguns CRAS estão localizados no mesmo município, ajustamos os erros-padrões por município.",,,,TRUE,"buscamos identificar quais fatores, dentre os indicados na literatura, favorecem o atendimento equânime de Povos e Comunidades Tradicionais pelos CRAS.",TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]","ainda que os dados observacionais e o modelo adotado tenham exigências fortes para inferência causal que sabemos que são difíceis de cumprir, sendo mais apropriado aceitarmos que estimamos correlações","Relação entre características dos CRAS, gestores municipais e contexto local e a existência de estratégias específicas de atendimento de Povos e Comunidades Tradicionais, usada como proxy de equidade na implementação da PNAS.","2.084 CRAS que atenderam Povos e Comunidades Tradicionais situados em seus territórios de abrangência, com dados principalmente do Censo SUAS 2018-2019, além do Censo IBGE 2010 e da Secretaria do Tesouro Nacional.",FALSE,,"O artigo é empírico quantitativo porque analisa dados próprios/reanalisados de bases públicas sobre CRAS e municípios usando regressões logísticas e efeitos marginais médios. Não apresenta evidência qualitativa própria. Embora use linguagem explicativa sobre determinantes da equidade, reconhece que os dados observacionais sustentam correlações e não apresenta método causal de credibilidade-revolution.",,,,,,,,,,,,,,,,,,,,
A026,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0034-73292022000100205,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),FALSE,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),Julio Cesar Cossio Rodriguez; Valentina Tâmara Haag,2022,Revista Brasileira de Política Internacional,10.1590/0034-7329202200111,https://doi.org/10.1590/0034-7329202200111,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-73292022000100205&tlng=en,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-73292022000100205&tlng=en,articlemeta_fulltexts_html,2026-06-03 23:06:05,7148,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0034-73292022000100205.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0034-73292022000100205.json,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"""we chose indicators of external powers' relative importance"" and ""we collected data on the levels of investment disbursed to MERCOSUR and UNASUR""",FALSE,,mixed_descriptive_explanatory,clear,"""We perform qualitative and longitudinal comparisons of three regional organizations""",TRUE,"""what are the structural causes of institutional fragmentation that affect regional integration processes in Latin America?""",TRUE,causal_claim_with_quantitative_analysis_screen,FALSE,"[""none_detected""]",,Relationship between Latin American institutional fragmentation and two structural conditions: growing ties to China as an extra-regional power and declining Brazilian engagement as regional paymaster.,"Comparative longitudinal evidence for MERCOSUR, UNASUR, and CELAC from 1991-2019, using export flows to China and the United States, diplomatic ties with China, intra-regional trade, Brazilian annual budget data, and BNDES post-departure disbursements.",TRUE,"The article makes explicit causal claims tied to quantitative indicators, so the credibility-revolution screen is applicable, but the quantitative evidence is descriptive and there is no formal causal design or statistical model.","The article is empirical and mixed-method because it combines qualitative longitudinal case studies of regional organizations and fragmentation events with descriptive quantitative indicators on trade, diplomacy, Brazilian budgetary investment, and BNDES credit. Its quantitative analysis consists of descriptive trends only, with no statistical inference or modeling. It makes causal/explanatory claims about China and Brazil as necessary conditions of fragmentation, but it does not use a credibility-revolution method.",,,,,,,,,,,,,,,,,,,,
A027,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0034-76122014000600003,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,FALSE,The problem of insufficient capacity in daycare: loop matrices and the priorization of complex problems' causes,José Osvaldo De Sordi; Reed Elliot Nelson; Pedro Reis Galindo,2014,Revista de Administração Pública,10.1590/0034-76121655,https://doi.org/10.1590/0034-76121655,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122014000600003&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122014000600003&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:05,6551,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0034-76122014000600003.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0034-76122014000600003.json,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,“calcularam o outdegree ou grau de saída de cada causa” e “obteve-se o índice de influência líquida (IIL)”,FALSE,,mixed_descriptive_explanatory,clear,“os pesquisadores solicitavam aos presentes que indicassem as possíveis causas do problema”,TRUE,“análise de interdependência entre causas” e “causas prioritárias para o problema da falta de vagas em creches”,TRUE,causal_claim_with_quantitative_analysis_screen,FALSE,"[""none_detected""]",,Relações intercausais entre causas percebidas da falta de vagas em creches e priorização dessas causas por índice de influência líquida e total de loops.,"Sessões de trabalho em três prefeituras do estado de São Paulo, com gestores municipais da área de educação e pesquisadores aplicando mapa causal e matriz de loops.",TRUE,"O artigo usa linguagem causal e mapas causais formais, mas esses mapas representam relações percebidas e priorização gerencial, não um desenho de identificação causal da revolução da credibilidade.","O artigo é empírico e misto porque aplica um artefato em três municípios, coleta causas e relações com gestores e calcula indicadores matriciais próprios. A parte quantitativa é descritiva, baseada em contagens, matrizes, outdegree, indegree, IIL e total de loops, sem inferência estatística. Apesar de fazer claims causais sobre causas e interdependências, não apresenta método causal moderno de identificação.",,,,,,,,,,,,,,,,,,,,
A028,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,FALSE,Determinants for compliance with budget and deadline in constructions for education purposes: an analisys of cities in Espírito Santo,Clarissa Vassem Campos; Fábio Moraes da Costa,2017,Revista de Administração Pública,10.1590/0034-7612166302,https://doi.org/10.1590/0034-7612166302,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122017000500879&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122017000500879&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:05,5857,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0034-76122017000500879.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0034-76122017000500879.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"A metodologia utilizada consistiu na aplicação do modelo Tobit, recorrendo-se às variáveis dependentes para capturar os percentuais de dias em atraso e do montante pago acima do valor orçado.",TRUE,"Foram significativas em todas as regressões: Conviteit, Escola_popit, Popit e Escola_prefit.",,,,TRUE,A presente pesquisa tem como objetivo analisar os determinantes que contribuem para explicar o cumprimento dos prazos e preços em obras do setor de educação nos municípios capixabas.,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","Utilizou-se o modelo Tobit, pois as variáveis dependentes (Delta_prazoit e Delta_precoit) estão limitadas devido à restrição aos valores assumidos","Relação entre cumprimento de prazo/preço em obras públicas de educação e modalidades de licitação, características da obra, características socioeconômicas municipais, perfil político do prefeito e índice fiscal municipal.","Obras do setor de educação em municípios capixabas registradas no Geo-Obras, com contratos assinados e concluídos entre 2006 e 2015; após exclusões, 325 observações, complementadas com dados do IBGE, PNUD, TSE e Firjan.",FALSE,,"O artigo é empírico quantitativo porque constrói uma base de obras públicas e estima quatro regressões Tobit para explicar percentuais de atraso e sobrepreço. Relata significância estatística e hipóteses, mas não usa método de credibilidade causal moderno; a análise é regressão observacional com linguagem de determinantes.",,,,,,,,,,,,,,,,,,,,
A029,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-44782013000300008,Os determinantes dos resultados de soma positiva em Minas Gerais e no Rio Grande do Sul,FALSE,The determinants of positive-sum outcomes in the Brazilian state assemblies of Minas Gerais and Rio Grande do Sul,Felipe Nunes,2013,Revista de Sociologia e Política,,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782013000300008&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782013000300008&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:09,10840,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-44782013000300008.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-44782013000300008.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,utilização de um modelo de regressão logística binária para a variável dummy: resultados de soma zero (= 0) e resultados de soma positiva (= 1).,TRUE,"Além de significativo, o efeito que a coalescência tem sobre a probabilidade de obter-se resultados de soma positiva é robusto e negativo.",,,,TRUE,identificação das conexões causais entre os atributos dos governos de coalizão observados e o tipo de resultado legislativo auferido.,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","foi modelada uma regressão logística binária que chegou, no seu melhor ajuste, a explicar 19% da variância da variável dependente.","Relação entre atributos das coalizões governativas e dos governos estaduais, especialmente coalescência ponderada, contiguidade ideológica, contingente legislativo, ativos institucionais e partido do governador, e a probabilidade de proposições do Executivo gerarem resultados legislativos de soma positiva em vez de soma zero.","Todos os Projetos de Lei, Projetos de Emenda Constitucional e Projetos de Lei Complementar apresentados pelo Executivo em Minas Gerais e no Rio Grande do Sul entre 1999 e 2006, combinados com dados sobre secretarias estaduais, gabinetes, cadeiras legislativas, orçamento, cargos comissionados, votações nominais e atributos institucionais.",TRUE,"O artigo é comparativo e contém narrativa institucional sobre dois casos, o que poderia sugerir componente qualitativo. Porém, a evidência efetivamente analisada no teste das hipóteses é composta por indicadores e modelos quantitativos, sem análise qualitativa substantiva independente.","O artigo é empírico e quantitativo porque constrói uma base de proposições legislativas e variáveis de coalizão para MG e RS, apresenta estatísticas descritivas e estima modelos de regressão logística. Ele faz alegações explicativas sobre determinantes de resultados de soma positiva, mas usa regressão observacional sem desenho de identificação de credibilidade, como experimento, DiD, IV, RDD, controle sintético ou matching.",,,,,,,,,,,,,,,,,,,,
A030,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-44782014000100003,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",FALSE,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",Paulo M. d'Avila Filho; Paulo Cesar G. de Cerqueira Lima; Vladimyr Lombardo Jorge,2014,Revista de Sociologia e Política,,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782014000100003&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782014000100003&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:09,8546,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-44782014000100003.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-44782014000100003.json,TRUE,mixed_empirical,TRUE,TRUE,bivariate_tests_or_correlations_only,"""Submetido ao testeχ2 de aderência [...] rejeitou-se (p = 0,0) a hipótese de a distribuição de probabilidades da emissão anual de indicações ser uniforme.""",TRUE,"""O teste χ2 aplicado aos dados da tabela indica a rejeição (p = 0,0) da hipótese de independência""",mixed_descriptive_explanatory,clear,"""As falas transcritas acima sugerem que precisamos de mais pesquisas sobre a relação entre a concepção que o vereador tem da representação política e sua atividade parlamentar efetiva.""",TRUE,"""A hipótese que orienta a análise a seguir é a de que o instrumento legislativo representado pelas indicações pode ser uma importante chave de entendimento das trocas contidas na tríade mencionada em nível local, municipal.""",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,"Relação entre o uso de indicações legislativas municipais e a construção de conexão eleitoral local por vereadores, analisada por ano de emissão, categoria da indicação, zona geográfica, tema, órgão destinatário e autoria.","Produção legislativa da Câmara Municipal do Rio de Janeiro na legislatura 2001-2004, com foco em 21.117 indicações emitidas por vereadores cariocas e dados sobre 42 vereadores eleitos em 2000.",TRUE,"A classificação como mixed_empirical é uma decisão interpretativa: o núcleo do artigo é quantitativo, mas há uso substantivo, ainda que secundário, de evidência documental e citações de vereadores para interpretar concepções de representação.","O artigo é empírico porque analisa dados próprios de produção legislativa municipal, especialmente 21.117 indicações. É quantitativo porque apresenta percentuais, tabelas e cruzamentos, e vai além da descrição ao aplicar testes qui-quadrado com p-valores. Também contém componente qualitativo/documental secundário para interpretar usos e sentidos da representação. Embora formule hipótese explicativa sobre conexão eleitoral local, não emprega desenho causal moderno ou método típico da revolução da credibilidade.",,,,,,,,,,,,,,,,,,,,
A031,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-44782015000200109,"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006",FALSE,"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006",Daniel Carvalho; Gervásio Ferreira dos Santos,2015,Revista de Sociologia e Política,10.1590/1678-987315235407,https://doi.org/10.1590/1678-987315235407,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782015000200109&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782015000200109&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:09,9595,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-44782015000200109.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-44782015000200109.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"""As estimações econométricas foram realizadas utilizando quatro modelos: Modelo Linear Geral; Modelo de Defasagem Espacial (SAR); Modelo de Erro Autorregressivo Espacial (SEM) e o Modelo Espacial Geral (SAC).""",TRUE,"""O p-valor nulo referente à estatística F mostrou que essas variáveis são estatisticamente significantes para o modelo, conjuntamente.""",,,,TRUE,"""O artigo teve como objetivo analisar as interações socioeconômicas, políticas e espaciais que determinaram os resultados das eleições para o cargo de governador do estado da Bahia em 2006.""",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","""não é possível identificar evidências estatísticas de que o PBF teve efeito causal direto nos resultados eleitorais do PT na eleição para governador.""","Relação entre cobertura municipal do Programa Bolsa Família, votação presidencial de Lula em 2006, votação anterior do PT para governador, características socioeconômicas/geográficas municipais e percentual de votos de Jaques Wagner/PT para governador da Bahia em 2006.","Municípios do estado da Bahia, com dados eleitorais do TSE e TRE-BA, coordenadas e dados censitários do IBGE, IFDM da FIRJAN e dados de famílias beneficiadas pelo PBF do MDS.",TRUE,"A principal decisão difícil foi se a contextualização histórica e política das seções II e III deveria contar como componente qualitativo. Como ela se baseia sobretudo em literatura secundária e serve de apoio à análise econométrica, sem método qualitativo próprio sistemático, classifiquei o artigo como quantitativo apenas.","O artigo é empírico e quantitativo porque constrói um banco de dados municipal e realiza análise espacial e econométrica própria com MQO, SAR, SEM e SAC. Há inferência estatística por p-valores, significância, testes LM e máxima verossimilhança. O artigo faz alegações causais sobre PBF e resultados eleitorais, mas usa regressões observacionais espaciais sem desenho causal de credibilidade como experimento, DiD, IV, RDD, matching ou controle sintético.",,,,,,,,,,,,,,,,,,,,
A032,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-44782020000100202,Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa,FALSE,Electoral resilience of Latin American presidents after the crisis of 2008 and the ebb of the pink tide,Diego Sanches Corrêa,2020,Revista de Sociologia e Política,10.1590/1678-987320287303,https://doi.org/10.1590/1678-987320287303,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782020000100202&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782020000100202&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,6056,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-44782020000100202.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-44782020000100202.json,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,"""o método utilizado foi o da análise comparada qualitativa (ACQ; ou QCA na abreviação em inglês)""",FALSE,,mixed_descriptive_explanatory,clear,"""pretendo explicar porque alguns presidentes foram bem-sucedidos eleitoralmente e se mantiveram no poder, enquanto outros não""",TRUE,"""H1 = O controle sobre o Legislativo promove a sobrevivência política do governo.""",TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]",,"Relação entre sobrevivência eleitoral do presidente ou candidato governista e três condições explicativas: controle sobre o Legislativo, controle sobre a sociedade civil e ideologia radical de esquerda.","Trinta e sete eleições presidenciais em dezoito democracias presidencialistas latino-americanas entre 2009 e 2017, com dados de resultados eleitorais oficiais, V-Dem, Banco Mundial, Barômetro das Américas e Baker e Greene.",TRUE,"A principal ambiguidade é como classificar QCA: o autor a define como abordagem qualitativa, mas a análise empírica central usa variáveis binárias, tabelas-verdade e redução booleana. Classifiquei como mixed_empirical e statistical_modeling porque há análise formal de dados codificados além de estatística descritiva, embora sem inferência estatística convencional.","O artigo é empírico porque analisa 37 eleições presidenciais latino-americanas com variáveis codificadas e QCA. Ele é quantitativo em sentido Torreblanca porque apresenta análise própria de dados estruturados em variáveis binárias, tabela-verdade e redução booleana, e também qualitativo porque interpreta comparativamente casos e mecanismos. Faz claims explicativos sobre sobrevivência política, mas não usa métodos da revolução da credibilidade como experimento, DiD, IV, RDD, controle sintético ou matching, nem reporta inferência estatística.",,,,,,,,,,,,,,,,,,,,
