pid,title,year,journal_title,url_scielo,n_pending,fields,first_fields,abstract_pt,abstract_en,brief_justification
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452008000300004&lng=pt,3,method_status; general_goal_of_analysis; effort_to_explore_mechanisms,method_status; general_goal_of_analysis; effort_to_explore_mechanisms,"Tomando-se como ponto de partida a análise de Henry Kissinger sobre o assunto, é concebível, embora raro na prática, distinguir a intensidade revolucionária interna de certo regime da maneira como ele se insere no sistema internacional, dependendo, é claro, de sua maior ou menor tolerância em relação ao elemento revolucionário. É por isso que o exemplo dado por Kissinger de ""política exterior revolucionária"", isto é, da que põe em causa o sistema mesmo, é o da Alemanha nazista, não o da Rússia da Revolução. Essa constatação contraria a percepção que tinham do papel internacional da Revolução Russa tanto seus autores e herdeiros quanto os contemporâneos e sucessores nas democracias parlamentares européias e nos Estados Unidos e que haveria de se prolongar por toda a duração da Guerra Fria. Vale a pena, assim, explorar os motivos históricos da diferença entre percepção e realidade.","Out of Henry Kissinger's analysis about the subject, it is conceivable, though rare in practice, to distinguish the internal revolutionary intensity of a country's political rule from the way it finds a room in the international system - depending, of course, on the level of flexibility that the system itself affords to the revolutionary element. That is why Kissinger gives Nazi Germany as an instance of ""revolutionary external policy"", and not revolutionary Russia. That contradicts the perception of their own protagonists and heirs as well as the contemporary observers, and their successors, of the European parlamentary democracies and the United States - a view resilient enough to persist along all the Cold War era. So that it is worthwhile to explore the historical reasons of the break between perception and reality.","Historical-interpretive essay analyzing the Russian Revolution's insertion into the international system through Kissinger's theoretical framework. No quantitative data, no empirical design. Relies on documentary/archival historical interpretation with only two bibliographic references. Pure qualitative/theoretical analysis in international relations."
S0011-52582010000300002,Construção democrática e modelos de Constituição,2010,Dados,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582010000300002&lng=pt,3,general_goal_of_analysis; single_country_study; effort_to_explore_mechanisms,general_goal_of_analysis; single_country_study; effort_to_explore_mechanisms,"This article makes a theoretical contribution to the comparative analysis of constitutional choices in new democracies, particularly those related to the profile of constitutions, reform and amendment political processes, and legal review and legal interpretation. The constitution itself is viewed as an object of research and analysis. Special attention is dedicated to the case of policy-oriented constitutions and their impact on the submission of government and public policy agendas. The constitutionalization of public policies is viewed as an additional veto point in the political system. Since different constitutional patterns engender distinct decision-making processes, the study examines how the related costs affect government efficiency and jeopardize democratic representation.","This article makes a theoretical contribution to the comparative analysis of constitutional choices in new democracies, particularly those related to the profile of constitutions, reform and amendment political processes, and legal review and legal interpretation. The constitution itself is viewed as an object of research and analysis. Special attention is dedicated to the case of policy-oriented constitutions and their impact on the submission of government and public policy agendas. The constitutionalization of public policies is viewed as an additional veto point in the political system. Since different constitutional patterns engender distinct decision-making processes, the study examines how the related costs affect government efficiency and jeopardize democratic representation.","This is a theoretical-normative article that proposes a conceptual framework for analyzing constitutional models in new democracies. It discusses constitutionalism, policy-oriented constitutions, veto points, amendment processes, and judicial review without any quantitative empirical analysis. There are zero tables, figures, and equations. The 62 references are predominantly theoretical works on constitutionalism and democratic theory. The method is essayistic, relying on conceptual argumentation rather than systematic empirical evidence."
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582013000100006&lng=pt,3,general_goal_of_analysis; uses_original_dataset; effort_to_explore_mechanisms,general_goal_of_analysis; uses_original_dataset; effort_to_explore_mechanisms,"Several ""grandes écoles"" develop programs targeting inner city high schools in order to diversify their recruitment and, more generally, incentivize some students to reevaluate positively their educational ambitions. The impact of these programs cannot be reduced to their mere efficiency in terms of affirmative action. Indeed, the active presence of a grande école in stigmatized urban and educational environments transforms the way students relate to schools by redefining their perception of meritocracy inequalities and discriminations. By analyzing Sciences Po programs in four high schools of the Seine-Saint-Denis, this article intends to shed some light on the way an unprecedented educational offer is perceived, and on the tensions generated by the emergence of educational and social aspirations associated with an acute perception of inequalities.","Several ""grandes écoles"" develop programs targeting inner city high schools in order to diversify their recruitment and, more generally, incentivize some students to reevaluate positively their educational ambitions. The impact of these programs cannot be reduced to their mere efficiency in terms of affirmative action. Indeed, the active presence of a grande école in stigmatized urban and educational environments transforms the way students relate to schools by redefining their perception of meritocracy inequalities and discriminations. By analyzing Sciences Po programs in four high schools of the Seine-Saint-Denis, this article intends to shed some light on the way an unprecedented educational offer is perceived, and on the tensions generated by the emergence of educational and social aspirations associated with an acute perception of inequalities.","Qualitative sociological study using ethnographic fieldwork in four high schools in Seine-Saint-Denis to analyze how Sciences Po outreach programs affect students' perceptions of meritocracy and inequality. No quantitative analysis, no statistical models, no causal inference design. The article draws on the French sociology of education tradition (Dubet, Van Zanten, Oberti) and employs qualitative methods to examine reception mechanisms of an unprecedented educational offer in stigmatized urban environments."
S1519-60892014000300452,O Irã e atores religiosos xiitas transnacionais: Limites da influência política,2014,Civitas - Revista de Ciências Sociais,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000300452&lng=pt,3,general_goal_of_analysis; single_region; effort_to_explore_mechanisms,general_goal_of_analysis; single_region; effort_to_explore_mechanisms,"Resumo: Este trabalho tem vários objetivos. Primeiro, ele analisa brevemente a natureza e as características dos atores religiosos transnacionais contemporâneas e, em segundo lugar, identifica o conceito de &#8220;soft power religioso transnacional&#8221;, que, em minha opinião, esses atores devem ter em conta a fim de alcançarem seus objetivos. Em terceiro lugar, eu me concentro em redes xiitas transnacionais no contexto da atual tentativa do Irã de adquirir maior influência política externa no Iraque. O artigo argumenta que as redes xiitas transnacionais no Irã e Iraque têm uma capacidade relativamente limitada para forjar e perseguir metas religiosas coletivas porque elas são significativamente perpassadas por preocupações nacionalistas e estatistas. Não estou argumentando que o nacionalismo e o estatismo necessariamente sobrepassam metas religiosas transnacionais &#8211; embora no caso deste estudo isso seja realmente o caso.","Abstract This paper has several objectives. First, it briefly examines the nature and characteristics of contemporary transnational religious actors and, second, identifies the concept of &#8216;transnational religious soft power&#8217;, which, I argue, such actors must have in order to achieve their objectives. Third, I focus on transnational Shia networks in the context of Iran's current attempt to acquire increased foreign policy influence in Iraq. The paper argues that transnational Shia networks in Iran and Iraq have relatively limited capacity to forge and pursue religious collective goals, as they are significantly undermined by nationalist and statist concerns. This is not to allege that nationalism and statism necessarily trump transnational religious goals &#8211; although in our case study this is indeed the case.","This is a qualitative case study in international relations examining Iran's transnational Shia networks and their limited political influence in Iraq. The paper uses no quantitative data, no tables, no figures, and no statistical analysis. It develops the concept of 'transnational religious soft power' and applies it to the Iran-Iraq case, relying on secondary sources and analytical argumentation rather than systematic empirical methods."
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582015000200461&lng=pt,3,general_goal_of_analysis; single_country_study; effort_to_explore_mechanisms,general_goal_of_analysis; single_country_study; effort_to_explore_mechanisms,"O presente artigo analisa a evolução do programa político do Banco Mundial entre os anos de 1989 e 2014, com base na documentação da própria instituição, considerada a partir da sua condição singular de emprestador, formulador e articulador de políticas e veiculador de ideias e prescrições sobre o que fazer em matéria de desenvolvimento capitalista, em clave anglo-saxônica. Argumenta-se que tal programa se reciclou, se expandiu e se diversificou, uma vez que, além da liberalização, da privatização e do ajuste macroeconômico, passou a impulsionar a reconstrução abrangente da economia, da relação sociedade-natureza, do Estado, da sociedade civil e do próprio self,em chave liberal, nos países clientes. Destaca-se a importância da incorporação do neo-institucionalismo para tal expansão e reciclagem e ressalta-se como esse processo foi concomitante ao alargamento contínuo do mandato do Banco Mundial.","This article analyzes the evolution of the political agenda of the World Bank between the years 1989 and 2014, based on documents produced by institution itself, considered from its unique positions as a lender, formulator and articulator of policies and also as a champion of ideas and prescriptions as to what measured should be taken for capitalist development in its Anglo-Saxon definition. It is argued that this agenda was recycled, expanded and diversified to the extent that, in addition to liberalization, privatization and macroeconomic adjustment, it also became the driving force of the broad reconstruction of the economy, the relationship between society and nature, and even the self,from the liberal perspective in client countries. The importance of the incorporation of neo-institutionalism in this expansion and recycling of the agenda is highlighted. The article also points out how this process occurred in tandem with continuous enlargement of the World Bank's mandate.","This is a theoretical-analytical essay that traces the evolution of the World Bank's political program from the Washington Consensus era (1989) through 2014. It relies on documentary analysis of the Bank's own publications and secondary literature, with no quantitative data, statistical analysis, or empirical testing. The article argues the Bank's agenda was 'recycled' rather than fundamentally changed, incorporating neo-institutionalist ideas to expand its liberal reform prescriptions across economy, state, civil society, and individual subjectivity in client countries. There are zero tables, figures, or equations (confirmed by counts in XML metadata). The 86 references are predominantly books and critical political economy journals. The method is interpretive-historical and essayistic throughout."
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292016000100313&lng=pt,3,method_status; general_goal_of_analysis; effort_to_explore_mechanisms,method_status; general_goal_of_analysis; effort_to_explore_mechanisms,"Abstract This paper proposes an explanation to the domestic coalitions organised in Brazil around the FTAA negotiations, which stand as a hard case for the existing theories on political cleavages: industrialists and trade unions, albeit having shared common interests in the negotiations, did not adopt a joint strategy to foster their positions. The hypothesis to explain the political alignments in the FTAA is that the opening of the Brazilian market, which had advanced a lot in the years of negotiations, altered the priorities of workers and employers, as well as their preferences in foreign trade policy, hindering the reconciliation of class interests. Both agreed that the U.S. proposal for the FTAA was undesirable, but they completely disagreed on other issues that emerged in the political agenda during the reforms period, such as the role of the State in an open economy, the scope of labour and social rights and the social security system, the structure of taxation, etc. Some of the controversial issues were not new, but the international trade liberalisation intensified the dispute over them.","Abstract This paper proposes an explanation to the domestic coalitions organised in Brazil around the FTAA negotiations, which stand as a hard case for the existing theories on political cleavages: industrialists and trade unions, albeit having shared common interests in the negotiations, did not adopt a joint strategy to foster their positions. The hypothesis to explain the political alignments in the FTAA is that the opening of the Brazilian market, which had advanced a lot in the years of negotiations, altered the priorities of workers and employers, as well as their preferences in foreign trade policy, hindering the reconciliation of class interests. Both agreed that the U.S. proposal for the FTAA was undesirable, but they completely disagreed on other issues that emerged in the political agenda during the reforms period, such as the role of the State in an open economy, the scope of labour and social rights and the social security system, the structure of taxation, etc. Some of the controversial issues were not new, but the international trade liberalisation intensified the dispute over them.","This is a qualitative single-country case study of domestic coalitions in Brazil during FTAA negotiations. It uses historical and process-tracing analysis drawing on political economy theories (Rogowski, Katzenstein, Milner) to explain why industrialists and trade unions failed to align despite convergent trade policy preferences. The paper contains no quantitative data analysis, no tables, no figures, and no equations. It makes an implicit causal argument that trade liberalization altered the priorities of labor and capital, preventing coalition formation, but does so through qualitative narrative rather than statistical methods."
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582018000200463&lng=pt,3,general_goal_of_analysis; single_region; effort_to_explore_mechanisms,general_goal_of_analysis; single_region; effort_to_explore_mechanisms,"RESUMO A função protetora do seguro social mostrou-se fundamental em estabilizar as expectativas dos assalariados quanto à manutenção das condições de sua independência social, constituindo-se numa propriedade para a segurança das coletividades fortemente imbricada à ideia de pertencimento coletivo. Por portar tais características, o seguro social desempenhou um importante papel em sociedades estruturalmente desiguais e caracterizadas por certa rarefação de organizações coletivas vinculadas ao trabalho. Este estudo demonstra como a regulação do mercado de trabalho brasileiro, desde sua origem, dependeu dos benefícios do seguro social para fixar as expectativas do trabalhador em torno da sua inscrição no assalariamento formal. A hipótese a ser aventada, neste estudo, é que as elites estatais brasileiras, responsáveis por implementar a política social e trabalhista nas décadas de 1930 e de 1940, se utilizaram deliberadamente desses benefícios como estratégia de indução institucional para adensar a base de organização dos sindicatos e ampliar o alcance da legislação social.","ABSTRACT The protective function of social insurance has proved to be fundamental in stabilizing the expectations of the wage-earners as to the maintenance of the conditions of their social independence, constituting a property for the security of the collectivities strongly imbricated to the idea of ??collective belonging. Because it has such characteristics, social insurance has played an important role in societies structurally unequal and characterized by a certain rarefaction of collective organizations linked to work. This study demonstrates how the regulation of the Brazilian labor market, from its origin, depended on the benefits of social insurance to set the expectations of the worker around their enrollment in formal employment. The hypothesis to be put forward in this study is that Brazilian state elites, responsible for implementing social and labor policy in the 1930s and 1940s, have deliberately used these benefits as an institutional induction strategy to broaden the organization base of unions and expand the scope of social legislation.","Historical-analytical study of social insurance and labor protection in Brazil during the Vargas era (1930s-1940s). Uses archival and documentary sources (legislation, government magazines like Cultura Politica, secondary historiography) to argue that state elites deliberately deployed social insurance benefits to strengthen union organization and expand social legislation. No quantitative data, no tables, no figures, no equations. The method is essayistic historical analysis grounded in primary documents."
S0011-52582022000100401,"Por uma Abordagem Interdisciplinar, Estrutural e Interseccional de Usuárias(os) do Estado: Comentário Crítico ao Artigo &#8220;Categorizando Usuários &#8216;Fáceis&#8217; e &#8216;Difíceis&#8217;...&#8221; de Gabriela Spanghero Lotta e Roberto Rocha Coelho Pires",2022,Dados,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582022000100401&lng=pt,3,method_status; general_goal_of_analysis; effort_to_explore_mechanisms,method_status; general_goal_of_analysis; effort_to_explore_mechanisms,"RESUMO O texto avalia a contribuição da pesquisa Categorizando usuários &#8220; fáceis &#8221; e &#8220; difíceis &#8221;, de Gabriela Spanghero Lotta e Roberto Rocha Coelho Pires, aos estudos sobre políticas públicas e suas interfaces com as desigualdades. Também apresenta questões para o avanço dessa agenda pelas Ciências Sociais, propondo uma perspectiva de análise interdisciplinar, estrutural e interseccional dos grupos governados pelo Estado, especialmente, as(os) consideradas(os) beneficiárias(os) de políticas públicas sociais.","ABSTRACT The text assesses the contribution of the study Categorizing &#8220;easy&#8221; and &#8220;difficult&#8221; users , by Gabriela Spanghero Lotta and Roberto Rocha Coelho Pires, to the field of public policies and its relation to inequalities. In addition, it presents questions to advance on the agenda by the Social Sciences, proposing an interdisciplinary, structural and intersectional analytical perspective of groups governed by the State which are considered beneficiaries of social public policies.","This is a critical commentary (Comentário Crítico) on another article, not an independent empirical study. It proposes a theoretical framework — interdisciplinary, structural, and intersectional — for analyzing state-governed populations and public policy beneficiaries. It contains no data analysis, no tables, no figures, no equations, and only 14 references, consistent with a short commentary piece rather than an empirical or even qualitative research article."
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-38212009000100011&lng=pt,2,uses_original_dataset; effort_to_explore_mechanisms,uses_original_dataset; effort_to_explore_mechanisms,"Abstract We focus here on a new theme among studies on the Social Sciences in Brazil, namely, the presence of social scientists in high-level office in the federal government, whether as directors or advisers. In general, studies on the social sciences in Brazil are devoted to examining the academic profile of their founders, the contents prioritized in the disciplines, processes of institutionalization and methodologies adopted, among other aspects. However, there has never been an examination of the place of the social scientist in the division of labour of the state bureaucracy, in the market and close to those in power. By means of empirical research, we have ascertained that individuals with this academic background have a notable presence in the Lula da Silva government (2003-2006; 2007-). Our hypothesis is that this presence cannot be explained chiefly by the specificity of the knowledge produced by this set of disciplines. Instead, one has to look at other variables, especially social scientists&#8217; link with the public service.","Abstract We focus here on a new theme among studies on the Social Sciences in Brazil, namely, the presence of social scientists in high-level office in the federal government, whether as directors or advisers. In general, studies on the social sciences in Brazil are devoted to examining the academic profile of their founders, the contents prioritized in the disciplines, processes of institutionalization and methodologies adopted, among other aspects. However, there has never been an examination of the place of the social scientist in the division of labour of the state bureaucracy, in the market and close to those in power. By means of empirical research, we have ascertained that individuals with this academic background have a notable presence in the Lula da Silva government (2003-2006; 2007-). Our hypothesis is that this presence cannot be explained chiefly by the specificity of the knowledge produced by this set of disciplines. Instead, one has to look at other variables, especially social scientists&#8217; link with the public service.","This article examines the presence of social scientists in high-level federal government positions during the Lula da Silva administration in Brazil. While the authors mention 'empirical research' in the abstract, the paper is fundamentally a descriptive, qualitative study of elite composition and academic backgrounds in public administration. It does not employ quantitative statistical methods, regression models, or causal inference designs. The hypothesis offered — that social scientists' presence is explained more by links to public service than by disciplinary knowledge — is framed discursively rather than tested with formal quantitative methods. The paper fits Public Policy/Administration given its focus on bureaucratic elites and government staffing."
S0011-52582010000200002,O contextualismo linguístico na história do pensamento político: Quentin Skinner e o debate metodológico contemporâneo,2010,Dados,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582010000200002&lng=pt,2,general_goal_of_analysis; effort_to_explore_mechanisms,general_goal_of_analysis; effort_to_explore_mechanisms,"This article aims to map and investigate the methodological debate spearheaded by the Cambridge School of history of political thought in the last four decades, focusing on the formulations of Quentin Skinner and the main objections raised by his critics. After a brief presentation of the prescriptions in Skinner's methods, the article discusses how his linguistic contextualism has been criticized for: a) his epistemological commitments (denounced alternately as relativist and positivist); b) his adherence to intentionalism; and c) his tendency towards ""antiquarianism"". The article concludes that of these three modalities of objections, the attribution of ""antiquarianism"" was the one that most compromised Skinner's original methodological formulations, recently leading him to virtually abandon his original antipresentist thrust.","This article aims to map and investigate the methodological debate spearheaded by the Cambridge School of history of political thought in the last four decades, focusing on the formulations of Quentin Skinner and the main objections raised by his critics. After a brief presentation of the prescriptions in Skinner's methods, the article discusses how his linguistic contextualism has been criticized for: a) his epistemological commitments (denounced alternately as relativist and positivist); b) his adherence to intentionalism; and c) his tendency towards ""antiquarianism"". The article concludes that of these three modalities of objections, the attribution of ""antiquarianism"" was the one that most compromised Skinner's original methodological formulations, recently leading him to virtually abandon his original antipresentist thrust.","This is a purely theoretical-normative essay on the methodology of the history of political thought. It critically reviews Quentin Skinner's linguistic contextualism and the objections raised by his critics (epistemological, intentionalist, and antiquarianist). There is no empirical data, no quantitative analysis, and no causal claims. The method is essayistic, relying on interpretive analysis of scholarly arguments and texts."
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452010000100004&lng=pt,2,method_status; effort_to_explore_mechanisms,method_status; effort_to_explore_mechanisms,"O artigo apresenta um embate fictício (o que não quer dizer que seja irreal) entre um prisioneiro relacionado ao Primeiro Comando da Capital (PCC) e outro, ligado ao Comando Revolucionário Brasileiro da Criminalidade (CRBC). O intuito é mapear diferentes historicidades acerca dos “comandos” prisionais em São Paulo. O diálogo tenso e violento entre esses prisioneiros opera um choque de seus pontos de vista, significativamente opostos. Nesse exercício, revelam-se realidades distintas & porém não contraditórias &, constituídas a partir de diferentes memoriais sobre as “guerras” que envolveram os citados “comandos”.","This article presents a fictional encounter (which does not mean it's not real) from a prisoner related to the Primeiro Comando da Capital (PCC & First Capital Command) and other, linked to the Comando Revolucionário Brasileiro da Criminalidade (CRBC & Brazilian Revolutionary Command Crime). The motif is to map different historicities about prison's “commands” in São Paulo. The tense and violent dialogue between them operates a shock of their viewpoints, significantly opposite. This exercise reveal different realities & but not contradictory &, formed from different memorials on the “wars” involving the aforementioned “commands”.","This is a qualitative anthropological study that constructs a fictional dialogue between prisoners affiliated with two São Paulo prison commands (PCC and CRBC) to map different historicities and memories about prison 'wars'. It draws on ethnographic fieldwork and uses no quantitative methods, statistical analysis, or causal inference. The authors employ ethnographic/participant observation methodology grounded in anthropological theory (Lévi-Strauss, Viveiros de Castro, Deleuze & Guattari) to explore competing narratives and viewpoints among prisoners."
S1519-60892014000300419,Globalização e religião: Efeitos do pluralismo global no campo religioso contemporâneo,2014,Civitas - Revista de Ciências Sociais,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000300419&lng=pt,2,general_goal_of_analysis; effort_to_explore_mechanisms,general_goal_of_analysis; effort_to_explore_mechanisms,"Resumo Neste artigo discute-se alguns dos efeitos da globalização sobre a religião. São abordados as relações entre globalização e tradição e o efeito destradiciona-lizante deste processo ao favorecer a pluralização religiosa e, consequentemente, uma grande autonomia identitária dos indivíduos em busca de bens religiosos. Para tanto, são analisados dois casos reveladores de dinâmicas distintas frente a esses processos todos.","Abstract In this article are discussed some of the effects of the globalization on religion, such as the relation between globalization and tradition, and the detraditionalizationing effect that globalization has by promoting religious pluralization and, consequently, leading to an autonomy of identities of those individuals who search for religious goods. For that, I analyze two cases with distinct features regarding all these processes.","This is a theoretical essay in the sociology of religion that discusses the effects of globalization on religious pluralization and identity autonomy. It analyzes two illustrative cases but employs no quantitative methods, no statistical analysis, no formal research design, and no systematic data collection. All 35 references are books. The article is structured as a conceptual discussion drawing on sociological theory (Giddens, Bauman, Berger, Hervieu-Léger) rather than empirical testing of hypotheses."
S1519-60892014000200285,Narrar &#8211; mostrar &#8211; ver: Como analisar um álbum de fotos de família em conexão com uma entrevista narrativa,2014,Civitas - Revista de Ciências Sociais,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000200285&lng=pt,2,single_country_study; effort_to_explore_mechanisms,single_country_study; effort_to_explore_mechanisms,"Resumo: Álbuns de fotos de família são lugares onde memórias são criadas e fixadas (Chalfen, 1987). Eles consistem principalmente de fotografias e outros tipos de material visual (cartões postais, bilhetes ou ingressos etc.), bem como de legendas e comentários mais ou menos extensos. Tradicionalmente, os retratos são organizados em um livreto, isto é, em uma ordem sequencial que se baseia implicitamente em uma estrutura pictórica e narrativa de apresentação e criação de uma &#8220;moldura familiar&#8221; (Hirsch, 1997[2002]). Como emerge uma imagem específica de &#8220;família&#8221;, fundamentada em experiências e convenções, quando se cria e olha um álbum de fotos de família? Enfocando esta pergunta geral, neste artigo se apresenta a análise de um álbum de família. Com isso, tornar-se-á visível a maneira metodológica de interpretar uma autoapresentação pictórica. Os resultados desta análise são combinados e contextualizados por uma entrevista narrativa biográfica.","Abstract: Family photo albums are places where memories are created and fixed (Chalfen, 1987). They consist mainly of photographs and other kind of visual material (postcards, tickets, etc.), as well as more or less extensive captions and comments. Traditionally, the pictures are organized in a booklet, that is in a sequential order which implicitly is based on a pictorial as well as narrative structure of presenting and creating a &#8216;family frame&#8217; (Hirsch, 1997/2002). How a specific image of &#8216;family&#8217; emerges, grounded in experience and conventions, when creating and looking at a family photo album? Focusing on this general question, in this article the analysis of a family album is presented. Hereby the methodical way of interpreting a pictorial self-presentation will be made visible. The results of this analysis are combined and contextualized by a biographic-narrative interview.","This is a sociology article (not political science) presenting a qualitative methodology for analyzing family photo albums in connection with narrative biographical interviews. The author, based at the University of Vienna's Institute of Sociology, demonstrates a method of pictorial interpretation (segment analysis) applied to a single family album case study. There is no quantitative analysis, no causal claims, no statistical methods, and no focus on political science topics. The paper is methodological in nature, falling outside standard political science subfields."
S0011-52582015000401131,Organizar a Desordem: Raízes do Brasil em 1936,2015,Dados,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582015000401131&lng=pt,2,general_goal_of_analysis; effort_to_explore_mechanisms,general_goal_of_analysis; effort_to_explore_mechanisms,"Este artigo procura reconstruir o dilema político enfrentado por Sergio Buarque de Holanda na primeira edição de Raízes do Brasil. Sustenta-se que, na montagem do argumento de seu livro de estreia, o autor entabulou diálogos intelectuais com dois importantes pensadores brasileiros, Oliveira Vianna e Gilberto Freyre. O engajamento com a obra desses autores ajudou Sergio Buarque a enunciar os aspectos negativos e positivos do tipo de sociabilidade legado pela colônia &#8211; a &#8220;cordialidade&#8221; &#8211;, a diagnosticar a incompatibilidade entre doutrinas políticas e realidade nacional e a procurar uma forma de superar essa disjunção. A ideia da &#8220;organização da desordem&#8221; reflete a dificuldade de fundar-se um Estado respeitável em uma sociedade eivada de elementos anárquicos sem reprimir o substrato cultural tradicional de sua população.","ABSTRACT This article seeks to reconstruct the political dilemma faced by Sergio Buarque de Holanda in the first edition of his work Raízes do Brasil. It argues that in the construction of the arguments contained in his debut, the author dialogued intellectually with two important Brazilian thinkers, Oliveira Vianna and Gilberto Freyre. The engagement with the works of these authors helped Sérgio Buarque delineate the negative and positive aspect of the type of sociability passed down from Brazil&#8217;s colonial past &#8211; &#8220;cordiality&#8221; &#8211; and to diagnose the incompatibility between political doctrines and national reality, and also seeking how to overcome this disjunction. The idea of &#8220;organizing disorder&#8221; reflects the difficulty in founding a respectable state in a society engrained with anarchical elements without repressing the traditional cultural substrate of its population.","This is a work of Brazilian political thought/intellectual history. The author reconstructs the arguments of Sergio Buarque de Holanda's Raízes do Brasil (1936), tracing his intellectual dialogue with Oliveira Vianna and Gilberto Freyre around concepts of cordiality, political doctrines vs. national reality, and the idea of 'organizing disorder.' There is no quantitative data, no empirical hypothesis testing, and no causal research design. The method is interpretive-hermeneutic essay based on close reading of primary texts."
S1981-38212007000200010,Transnational Social Movements and the Globalization Agenda: A Methodological Approach Based on the Analysis of the World Social Forum,2007,Brazilian Political Science Review,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-38212007000200010&lng=pt,1,effort_to_explore_mechanisms,effort_to_explore_mechanisms,"Abstract Globalization is not merely a competition for market shares and well-timed economic growth initiatives; neither is it just a matter of trade opportunities and liberalization. It has also evolved into a social and political struggle for imposing cultural values and individual preferences. Based on this broader context, this paper adopts the following assumption: transnational networks of social movements are the expression of a new social subject and have shifted their scale of political intervention since the 1990s in order to make their fight for social justice a politically pertinent action. Global social justice has become the motto of transnational social movements in world politics, where political decisions no longer rely exclusively on nation-states. In pursuance of developing this assumption, this paper approaches the discussion in two general parts: firstly, it presents a theoretical and methodological approach for analysing transnational social movements; secondly, it looks into the World Social Forum as one of their key political expressions.","Abstract Globalization is not merely a competition for market shares and well-timed economic growth initiatives; neither is it just a matter of trade opportunities and liberalization. It has also evolved into a social and political struggle for imposing cultural values and individual preferences. Based on this broader context, this paper adopts the following assumption: transnational networks of social movements are the expression of a new social subject and have shifted their scale of political intervention since the 1990s in order to make their fight for social justice a politically pertinent action. Global social justice has become the motto of transnational social movements in world politics, where political decisions no longer rely exclusively on nation-states. In pursuance of developing this assumption, this paper approaches the discussion in two general parts: firstly, it presents a theoretical and methodological approach for analysing transnational social movements; secondly, it looks into the World Social Forum as one of their key political expressions.","This is a theoretical paper that proposes a conceptual and methodological framework for analyzing transnational social movements, using the World Social Forum as an illustrative case. It contains no quantitative data, no statistical analysis, no tables or figures, and relies entirely on theoretical argumentation drawing from political theory (Habermas, Rawls, Arendt, Touraine) and social movement literature. The paper discusses globalization as a political and cultural struggle and argues that transnational social movements represent a new form of political subject. It fits International Relations given its focus on transnational politics and world governance beyond nation-states."
