decision_status,decision_value,decision_note,reviewer,review_date,pid,field,issn,journal_title,excluded_by_journal,excluded_by_article,excluded_from_analysis,exclusion_reason,queue_source,local_allowed_values,allowed_values,value_allowed_strict,sheet_allowed_values_mismatch,pending_blocks_main_analysis,pending_dispensed_by_exclusion,strict_codebook_issue,requires_substantive_json,review_date_issue,review_date_invalid_format,review_date_outside_window,has_structured_override,structured_override_value_valid,structured_override_metadata_valid,structured_override_valid,structured_override_json,structured_override_note,structured_override_by,structured_override_date,validation_issue,old_value,new_value,reason,decision_hint,confidence,title,authors,year,language,url_scielo,abstract_pt,abstract_en,subfield,evidence_type_current,method_status_current,countries_of_focus,main_causal_research_design,brief_justification,old_json,new_json,file,issue_rule,action
done,<NULL>,Editorial sobre isue especial do journal,Manoel,2026-06-01,S0102-85292023000200904,single_country_study,0102-8529,Contexto Internacional,FALSE,TRUE,TRUE,non_research_editorial,excluded_article_queue,single_country | multiple_countries | <NULL>,single_country | multiple_countries | <NULL>,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,Cannot infer single vs multiple countries safely.,Use single_country para um país focal; multiple_countries para comparação cross-country; <NULL> se não aplicável.,none,Novas direções para a Análise de Política Externa': reconfigurando o campo,Carolina Salgado; Maíra Siman; Stefano Guzzini,2023,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292023000200904&lng=pt,"Resumo Esta edição especial (vol. 45 (2) e vol. 46 (2)) apresenta (algumas) novas direções de pesquisa para a Análise de Política Externa (APE) e Estudos Diplomáticos. Ela é orientada pelo duplo objetivo de explorar os debates contemporâneos que têm alimentado abordagens interpretativas para a política externa e diplomacia e de engajar, através desse mesmo prisma, com dois públicos mais amplos no Brasil. Por um lado, busca conectar essas novas direções de pesquisa com acadêmicos que trabalham dentro da tradição analítica predominante de política externa no país. Por outro lado, tenta também engajar as tradições pós-positivistas nas Relações Internacionais (RI) brasileiras, que tradicionalmente negligenciaram os campos de APE ou Estudos Diplomáticos. Em resumo, a edição especial parte do pressuposto de que a APE é um campo não necessariamente ligado a uma única tradição metodológica. Pesquisas interpretativistas podem informar a APE, e a APE pode informar pesquisas interpretativistas.","Abstract This special issue (vol. 45 (2) and vol. 46(2)) presents (some) new research directions for Foreign Policy Analysis (FPA) and Diplomatic Studies. It is driven by the dual aim of exploring contemporary debates that have nourished interpretivist approaches to foreign policy and diplomacy and engaging, through this very prism, with two broader audiences in Brazil. On the one hand, it wishes to connect these recent research directions to scholars working within the prevalent analytical tradition of foreign policy in the country. On the other hand, it also tries to engage post-positivist traditions in Brazilian International Relations (IR) that have traditionally neglected the fields of FPA or Diplomatic Studies. In short, the SI starts from the premise that FPA is a field not necessarily connected to one methodological tradition. Interpretivist research can inform FPA, and FPA can inform interpretivist research.",International Relations,theoretical-normative,not_applicable,,,"This is an editorial introduction to a special issue on new directions for Foreign Policy Analysis. It is a purely theoretical and programmatic essay that discusses interpretivist and post-positivist approaches to FPA and Diplomatic Studies, with no empirical quantitative analysis, no dataset, no statistical methods, and no causal claims. It frames contributions to the special issue and argues for methodological pluralism in FPA.",FALSE,FALSE,S0102-85292023000200904.json,single_country_study_invalid,no_change_manual
done,<NULL>,Ensaístico ou Teoria Política,Manoel,2026-06-01,S0102-85292023000200904,effort_to_explore_mechanisms,0102-8529,Contexto Internacional,FALSE,TRUE,TRUE,non_research_editorial,excluded_article_queue,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,Mechanism-exploration level cannot be inferred safely from a logical value.,Marque No Mention se não houver mecanismos; Mentioned But Not Explored se só menciona; Substantial Exploration se analisa mecanismos.,none,Novas direções para a Análise de Política Externa': reconfigurando o campo,Carolina Salgado; Maíra Siman; Stefano Guzzini,2023,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292023000200904&lng=pt,"Resumo Esta edição especial (vol. 45 (2) e vol. 46 (2)) apresenta (algumas) novas direções de pesquisa para a Análise de Política Externa (APE) e Estudos Diplomáticos. Ela é orientada pelo duplo objetivo de explorar os debates contemporâneos que têm alimentado abordagens interpretativas para a política externa e diplomacia e de engajar, através desse mesmo prisma, com dois públicos mais amplos no Brasil. Por um lado, busca conectar essas novas direções de pesquisa com acadêmicos que trabalham dentro da tradição analítica predominante de política externa no país. Por outro lado, tenta também engajar as tradições pós-positivistas nas Relações Internacionais (RI) brasileiras, que tradicionalmente negligenciaram os campos de APE ou Estudos Diplomáticos. Em resumo, a edição especial parte do pressuposto de que a APE é um campo não necessariamente ligado a uma única tradição metodológica. Pesquisas interpretativistas podem informar a APE, e a APE pode informar pesquisas interpretativistas.","Abstract This special issue (vol. 45 (2) and vol. 46(2)) presents (some) new research directions for Foreign Policy Analysis (FPA) and Diplomatic Studies. It is driven by the dual aim of exploring contemporary debates that have nourished interpretivist approaches to foreign policy and diplomacy and engaging, through this very prism, with two broader audiences in Brazil. On the one hand, it wishes to connect these recent research directions to scholars working within the prevalent analytical tradition of foreign policy in the country. On the other hand, it also tries to engage post-positivist traditions in Brazilian International Relations (IR) that have traditionally neglected the fields of FPA or Diplomatic Studies. In short, the SI starts from the premise that FPA is a field not necessarily connected to one methodological tradition. Interpretivist research can inform FPA, and FPA can inform interpretivist research.",International Relations,theoretical-normative,not_applicable,,,"This is an editorial introduction to a special issue on new directions for Foreign Policy Analysis. It is a purely theoretical and programmatic essay that discusses interpretivist and post-positivist approaches to FPA and Diplomatic Studies, with no empirical quantitative analysis, no dataset, no statistical methods, and no causal claims. It frames contributions to the special issue and argues for methodological pluralism in FPA.",FALSE,FALSE,S0102-85292023000200904.json,effort_to_explore_mechanisms_invalid,no_change_manual
pending,,,,,S1519-60892014000200285,single_country_study,1519-6089,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,single_country | multiple_countries | <NULL>,single_country | multiple_countries | <NULL>,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,Cannot infer single vs multiple countries safely.,Use single_country para um país focal; multiple_countries para comparação cross-country; <NULL> se não aplicável.,none,Narrar &#8211; mostrar &#8211; ver: Como analisar um álbum de fotos de família em conexão com uma entrevista narrativa,Roswitha Breckner,2014,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000200285&lng=pt,"Resumo: Álbuns de fotos de família são lugares onde memórias são criadas e fixadas (Chalfen, 1987). Eles consistem principalmente de fotografias e outros tipos de material visual (cartões postais, bilhetes ou ingressos etc.), bem como de legendas e comentários mais ou menos extensos. Tradicionalmente, os retratos são organizados em um livreto, isto é, em uma ordem sequencial que se baseia implicitamente em uma estrutura pictórica e narrativa de apresentação e criação de uma &#8220;moldura familiar&#8221; (Hirsch, 1997[2002]). Como emerge uma imagem específica de &#8220;família&#8221;, fundamentada em experiências e convenções, quando se cria e olha um álbum de fotos de família? Enfocando esta pergunta geral, neste artigo se apresenta a análise de um álbum de família. Com isso, tornar-se-á visível a maneira metodológica de interpretar uma autoapresentação pictórica. Os resultados desta análise são combinados e contextualizados por uma entrevista narrativa biográfica.","Abstract: Family photo albums are places where memories are created and fixed (Chalfen, 1987). They consist mainly of photographs and other kind of visual material (postcards, tickets, etc.), as well as more or less extensive captions and comments. Traditionally, the pictures are organized in a booklet, that is in a sequential order which implicitly is based on a pictorial as well as narrative structure of presenting and creating a &#8216;family frame&#8217; (Hirsch, 1997/2002). How a specific image of &#8216;family&#8217; emerges, grounded in experience and conventions, when creating and looking at a family photo album? Focusing on this general question, in this article the analysis of a family album is presented. Hereby the methodical way of interpreting a pictorial self-presentation will be made visible. The results of this analysis are combined and contextualized by a biographic-narrative interview.",Other,qualitative,explicit,,,"This is a sociology article (not political science) presenting a qualitative methodology for analyzing family photo albums in connection with narrative biographical interviews. The author, based at the University of Vienna's Institute of Sociology, demonstrates a method of pictorial interpretation (segment analysis) applied to a single family album case study. There is no quantitative analysis, no causal claims, no statistical methods, and no focus on political science topics. The paper is methodological in nature, falling outside standard political science subfields.",FALSE,FALSE,S1519-60892014000200285.json,single_country_study_invalid,no_change_manual
pending,,,,,S1519-60892014000200285,effort_to_explore_mechanisms,1519-6089,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,Mechanism-exploration level cannot be inferred safely from a logical value.,Marque No Mention se não houver mecanismos; Mentioned But Not Explored se só menciona; Substantial Exploration se analisa mecanismos.,none,Narrar &#8211; mostrar &#8211; ver: Como analisar um álbum de fotos de família em conexão com uma entrevista narrativa,Roswitha Breckner,2014,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000200285&lng=pt,"Resumo: Álbuns de fotos de família são lugares onde memórias são criadas e fixadas (Chalfen, 1987). Eles consistem principalmente de fotografias e outros tipos de material visual (cartões postais, bilhetes ou ingressos etc.), bem como de legendas e comentários mais ou menos extensos. Tradicionalmente, os retratos são organizados em um livreto, isto é, em uma ordem sequencial que se baseia implicitamente em uma estrutura pictórica e narrativa de apresentação e criação de uma &#8220;moldura familiar&#8221; (Hirsch, 1997[2002]). Como emerge uma imagem específica de &#8220;família&#8221;, fundamentada em experiências e convenções, quando se cria e olha um álbum de fotos de família? Enfocando esta pergunta geral, neste artigo se apresenta a análise de um álbum de família. Com isso, tornar-se-á visível a maneira metodológica de interpretar uma autoapresentação pictórica. Os resultados desta análise são combinados e contextualizados por uma entrevista narrativa biográfica.","Abstract: Family photo albums are places where memories are created and fixed (Chalfen, 1987). They consist mainly of photographs and other kind of visual material (postcards, tickets, etc.), as well as more or less extensive captions and comments. Traditionally, the pictures are organized in a booklet, that is in a sequential order which implicitly is based on a pictorial as well as narrative structure of presenting and creating a &#8216;family frame&#8217; (Hirsch, 1997/2002). How a specific image of &#8216;family&#8217; emerges, grounded in experience and conventions, when creating and looking at a family photo album? Focusing on this general question, in this article the analysis of a family album is presented. Hereby the methodical way of interpreting a pictorial self-presentation will be made visible. The results of this analysis are combined and contextualized by a biographic-narrative interview.",Other,qualitative,explicit,,,"This is a sociology article (not political science) presenting a qualitative methodology for analyzing family photo albums in connection with narrative biographical interviews. The author, based at the University of Vienna's Institute of Sociology, demonstrates a method of pictorial interpretation (segment analysis) applied to a single family album case study. There is no quantitative analysis, no causal claims, no statistical methods, and no focus on political science topics. The paper is methodological in nature, falling outside standard political science subfields.",FALSE,FALSE,S1519-60892014000200285.json,effort_to_explore_mechanisms_invalid,no_change_manual
done,field_study,Pesquisa de campo quali,Manoel,2016-06-02,S1519-60892014000200341,uses_original_dataset,1519-6089,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,original_survey | field_experiment | field_study | structure_systematize | procure_original_data | other_original_data | not_original | <NULL>,original_survey | field_experiment | field_study | structure_systematize | procure_original_data | other_original_data | not_original | <NULL>,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,review_date_outside_expected_window,Qualitative fieldwork data (narratives from elderly participants in an extension project),Qualitative fieldwork data (narratives from elderly participants in an extension project),Original-data category cannot be inferred safely.,Decida tipo de dado original; use not_original se não há dados originais; <NULL> se não aplicável.,none,Memória de idosos: As narrativas em diferentes espaços de interação social,Ana Keila Mosca Pinezi; Marilda Aparecida de Menezes; Alexandre Soares Cavalcante,2014,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000200341&lng=pt,"Resumo: Este artigo tem como objetivo analisar as narrativas de memória construídas por idosos que residem nos bairros Bangu e Santa Terezinha, onde situa-se a Universidade Federal do ABC, campus Santo André, SP. Esses idosos participaram de um projeto de extensão desenvolvido por uma equipe dessa universidade, cujo objetivo foi de propiciar um espaço de construção de memória por meio de conversas e do acesso a tecnologias informacionais e comunicacionais. Pretendemos analisar como, nesses espaços interativos, emergem diferentes conteúdos e formas de narrar, bem como expressões do corpo e do imaginário diante dos equipamentos digitais e de sua manipulação. Por entre fotografias de filhos e netos, da mocidade e da idade &#8220;madura&#8221;, do café e quitutes caseiros no ambiente universitário, esses idosos tornaram os equipamentos de informática em uma experiência de inclusão digital e de expressão da memória, e os espaços interativos foram uma experiência de aproximação entre a memória dos sujeitos que ocupam um dos bairros mais antigos da cidade, Santa Terezinha, e a memória dos jovens universitários.","Abstract: This article aims to analyze narratives built by the memory work of elderlies who live in Bangu and Santa Terezinha neighborhoods, in Santo André campus, São Paulo, where the Federal University of ABC has a campus. These elderlies take part on an extension project which had the aim of offering a memory building space through conversations and access to communication and information technologies. This article intends to analyze the different contents and forms of narration, as well as expressions of body and imaginary arise in these interactive space in front of digital equipments. Among photographs of children and grandchildren, of their youth and in the &#8220;mature&#8221; age, coffee and homemade delicacies in the university environment, these seniors transformed the contact experience with the computer equipment in digital inclusion and expression spaces for the memory. These interactive experience approached the memory of the inhabitants of the oldest neighborhoods of the city, Santa Terezinha, and the memory of the young students.",Other,qualitative,essayistic,Brazil,,"This is a qualitative sociology/anthropology article analyzing memory narratives of elderly residents in Santo André (SP, Brazil) who participated in a university extension project involving digital inclusion. It uses oral history and narrative analysis methods drawing on Halbwachs, Bosi, Pollak, Goffman, and Bourdieu. There is no quantitative component, no causal inference framework, and no statistical analysis. The article falls outside political science subfields, belonging more to social sciences/sociology/gerontology.","""Qualitative fieldwork data (narratives from elderly participants in an extension project)""","""Qualitative fieldwork data (narratives from elderly participants in an extension project)""",S1519-60892014000200341.json,uses_original_dataset_invalid,no_change_manual
done,<NULL>,Ensaístico. Até dfiícil classificar,Manoel,2026-06-01,S1519-60892014000300419,general_goal_of_analysis,1984-7289,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,Describe | Predict | Explain | <NULL>,Describe | Predict | Explain | <NULL>,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,"Discuss the effects of globalization on religion, focusing on detraditionalization, religious pluralization, and identity autonomy, through the analysis of two illustrative cases",<NULL>,Free-text goal cannot be mapped safely to Describe/Predict/Explain.,Escolha Describe/Predict/Explain só se o objetivo analítico estiver claro; caso contrário use <NULL>.,none,Globalização e religião: Efeitos do pluralismo global no campo religioso contemporâneo,Airton Luiz Jungblut,2014,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000300419&lng=pt,"Resumo Neste artigo discute-se alguns dos efeitos da globalização sobre a religião. São abordados as relações entre globalização e tradição e o efeito destradiciona-lizante deste processo ao favorecer a pluralização religiosa e, consequentemente, uma grande autonomia identitária dos indivíduos em busca de bens religiosos. Para tanto, são analisados dois casos reveladores de dinâmicas distintas frente a esses processos todos.","Abstract In this article are discussed some of the effects of the globalization on religion, such as the relation between globalization and tradition, and the detraditionalizationing effect that globalization has by promoting religious pluralization and, consequently, leading to an autonomy of identities of those individuals who search for religious goods. For that, I analyze two cases with distinct features regarding all these processes.",Other,theoretical-normative,essayistic,,,"This is a theoretical essay in the sociology of religion that discusses the effects of globalization on religious pluralization and identity autonomy. It analyzes two illustrative cases but employs no quantitative methods, no statistical analysis, no formal research design, and no systematic data collection. All 35 references are books. The article is structured as a conceptual discussion drawing on sociological theory (Giddens, Bauman, Berger, Hervieu-Léger) rather than empirical testing of hypotheses.","""Discuss the effects of globalization on religion, focusing on detraditionalization, religious pluralization, and identity autonomy, through the analysis of two illustrative cases""",null,S1519-60892014000300419.json,general_goal_of_analysis_invalid,text_to_null_manual
done,<NULL>,Ensaístico ou Teoria Política,Manoel,2026-06-01,S1519-60892014000300419,effort_to_explore_mechanisms,1984-7289,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,Mechanism-exploration level cannot be inferred safely from a logical value.,Marque No Mention se não houver mecanismos; Mentioned But Not Explored se só menciona; Substantial Exploration se analisa mecanismos.,none,Globalização e religião: Efeitos do pluralismo global no campo religioso contemporâneo,Airton Luiz Jungblut,2014,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000300419&lng=pt,"Resumo Neste artigo discute-se alguns dos efeitos da globalização sobre a religião. São abordados as relações entre globalização e tradição e o efeito destradiciona-lizante deste processo ao favorecer a pluralização religiosa e, consequentemente, uma grande autonomia identitária dos indivíduos em busca de bens religiosos. Para tanto, são analisados dois casos reveladores de dinâmicas distintas frente a esses processos todos.","Abstract In this article are discussed some of the effects of the globalization on religion, such as the relation between globalization and tradition, and the detraditionalizationing effect that globalization has by promoting religious pluralization and, consequently, leading to an autonomy of identities of those individuals who search for religious goods. For that, I analyze two cases with distinct features regarding all these processes.",Other,theoretical-normative,essayistic,,,"This is a theoretical essay in the sociology of religion that discusses the effects of globalization on religious pluralization and identity autonomy. It analyzes two illustrative cases but employs no quantitative methods, no statistical analysis, no formal research design, and no systematic data collection. All 35 references are books. The article is structured as a conceptual discussion drawing on sociological theory (Giddens, Bauman, Berger, Hervieu-Léger) rather than empirical testing of hypotheses.",FALSE,FALSE,S1519-60892014000300419.json,effort_to_explore_mechanisms_invalid,no_change_manual
pending,,,,,S1519-60892014000300452,general_goal_of_analysis,1519-6089,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,Describe | Predict | Explain | <NULL>,Describe | Predict | Explain | <NULL>,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,"Examines transnational Shia religious networks and the limits of Iran's political influence in Iraq, arguing that nationalism and statism undermine transnational religious colle...",<NULL>,Free-text goal cannot be mapped safely to Describe/Predict/Explain.,Escolha Describe/Predict/Explain só se o objetivo analítico estiver claro; caso contrário use <NULL>.,none,O Irã e atores religiosos xiitas transnacionais: Limites da influência política,Jeffrey Haynes,2014,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000300452&lng=pt,"Resumo: Este trabalho tem vários objetivos. Primeiro, ele analisa brevemente a natureza e as características dos atores religiosos transnacionais contemporâneas e, em segundo lugar, identifica o conceito de &#8220;soft power religioso transnacional&#8221;, que, em minha opinião, esses atores devem ter em conta a fim de alcançarem seus objetivos. Em terceiro lugar, eu me concentro em redes xiitas transnacionais no contexto da atual tentativa do Irã de adquirir maior influência política externa no Iraque. O artigo argumenta que as redes xiitas transnacionais no Irã e Iraque têm uma capacidade relativamente limitada para forjar e perseguir metas religiosas coletivas porque elas são significativamente perpassadas por preocupações nacionalistas e estatistas. Não estou argumentando que o nacionalismo e o estatismo necessariamente sobrepassam metas religiosas transnacionais &#8211; embora no caso deste estudo isso seja realmente o caso.","Abstract This paper has several objectives. First, it briefly examines the nature and characteristics of contemporary transnational religious actors and, second, identifies the concept of &#8216;transnational religious soft power&#8217;, which, I argue, such actors must have in order to achieve their objectives. Third, I focus on transnational Shia networks in the context of Iran's current attempt to acquire increased foreign policy influence in Iraq. The paper argues that transnational Shia networks in Iran and Iraq have relatively limited capacity to forge and pursue religious collective goals, as they are significantly undermined by nationalist and statist concerns. This is not to allege that nationalism and statism necessarily trump transnational religious goals &#8211; although in our case study this is indeed the case.",International Relations,qualitative,essayistic,Iran; Iraq,,"This is a qualitative case study in international relations examining Iran's transnational Shia networks and their limited political influence in Iraq. The paper uses no quantitative data, no tables, no figures, and no statistical analysis. It develops the concept of 'transnational religious soft power' and applies it to the Iran-Iraq case, relying on secondary sources and analytical argumentation rather than systematic empirical methods.","""Examines transnational Shia religious networks and the limits of Iran's political influence in Iraq, arguing that nationalism and statism undermine transnational religious collective goals""",null,S1519-60892014000300452.json,general_goal_of_analysis_invalid,text_to_null_manual
pending,,,,,S1519-60892014000300452,single_region,1519-6089,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,single_region | multiple_region | <NULL>,single_region | multiple_region | <NULL>,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Middle East,Middle East,Cannot infer regional scope safely from this value.,Use single_region/multiple_region apenas para escopo regional claro; <NULL> se não aplicável.,none,O Irã e atores religiosos xiitas transnacionais: Limites da influência política,Jeffrey Haynes,2014,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000300452&lng=pt,"Resumo: Este trabalho tem vários objetivos. Primeiro, ele analisa brevemente a natureza e as características dos atores religiosos transnacionais contemporâneas e, em segundo lugar, identifica o conceito de &#8220;soft power religioso transnacional&#8221;, que, em minha opinião, esses atores devem ter em conta a fim de alcançarem seus objetivos. Em terceiro lugar, eu me concentro em redes xiitas transnacionais no contexto da atual tentativa do Irã de adquirir maior influência política externa no Iraque. O artigo argumenta que as redes xiitas transnacionais no Irã e Iraque têm uma capacidade relativamente limitada para forjar e perseguir metas religiosas coletivas porque elas são significativamente perpassadas por preocupações nacionalistas e estatistas. Não estou argumentando que o nacionalismo e o estatismo necessariamente sobrepassam metas religiosas transnacionais &#8211; embora no caso deste estudo isso seja realmente o caso.","Abstract This paper has several objectives. First, it briefly examines the nature and characteristics of contemporary transnational religious actors and, second, identifies the concept of &#8216;transnational religious soft power&#8217;, which, I argue, such actors must have in order to achieve their objectives. Third, I focus on transnational Shia networks in the context of Iran's current attempt to acquire increased foreign policy influence in Iraq. The paper argues that transnational Shia networks in Iran and Iraq have relatively limited capacity to forge and pursue religious collective goals, as they are significantly undermined by nationalist and statist concerns. This is not to allege that nationalism and statism necessarily trump transnational religious goals &#8211; although in our case study this is indeed the case.",International Relations,qualitative,essayistic,Iran; Iraq,,"This is a qualitative case study in international relations examining Iran's transnational Shia networks and their limited political influence in Iraq. The paper uses no quantitative data, no tables, no figures, and no statistical analysis. It develops the concept of 'transnational religious soft power' and applies it to the Iran-Iraq case, relying on secondary sources and analytical argumentation rather than systematic empirical methods.","""Middle East""","""Middle East""",S1519-60892014000300452.json,single_region_invalid,no_change_manual
pending,,,,,S1519-60892014000300452,effort_to_explore_mechanisms,1519-6089,Civitas - Revista de Ciências Sociais,TRUE,FALSE,TRUE,out_of_scope_social_sciences,excluded_journal_queue,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,No Mention of Mechanisms/Channels | Mechanisms/Channels Mentioned But Not Explored | Mechanisms/Channels Mentioned With Substantial Exploration | <NULL>,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,TRUE,Mechanism-exploration level cannot be inferred safely from a logical value.,Marque No Mention se não houver mecanismos; Mentioned But Not Explored se só menciona; Substantial Exploration se analisa mecanismos.,none,O Irã e atores religiosos xiitas transnacionais: Limites da influência política,Jeffrey Haynes,2014,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-60892014000300452&lng=pt,"Resumo: Este trabalho tem vários objetivos. Primeiro, ele analisa brevemente a natureza e as características dos atores religiosos transnacionais contemporâneas e, em segundo lugar, identifica o conceito de &#8220;soft power religioso transnacional&#8221;, que, em minha opinião, esses atores devem ter em conta a fim de alcançarem seus objetivos. Em terceiro lugar, eu me concentro em redes xiitas transnacionais no contexto da atual tentativa do Irã de adquirir maior influência política externa no Iraque. O artigo argumenta que as redes xiitas transnacionais no Irã e Iraque têm uma capacidade relativamente limitada para forjar e perseguir metas religiosas coletivas porque elas são significativamente perpassadas por preocupações nacionalistas e estatistas. Não estou argumentando que o nacionalismo e o estatismo necessariamente sobrepassam metas religiosas transnacionais &#8211; embora no caso deste estudo isso seja realmente o caso.","Abstract This paper has several objectives. First, it briefly examines the nature and characteristics of contemporary transnational religious actors and, second, identifies the concept of &#8216;transnational religious soft power&#8217;, which, I argue, such actors must have in order to achieve their objectives. Third, I focus on transnational Shia networks in the context of Iran's current attempt to acquire increased foreign policy influence in Iraq. The paper argues that transnational Shia networks in Iran and Iraq have relatively limited capacity to forge and pursue religious collective goals, as they are significantly undermined by nationalist and statist concerns. This is not to allege that nationalism and statism necessarily trump transnational religious goals &#8211; although in our case study this is indeed the case.",International Relations,qualitative,essayistic,Iran; Iraq,,"This is a qualitative case study in international relations examining Iran's transnational Shia networks and their limited political influence in Iraq. The paper uses no quantitative data, no tables, no figures, and no statistical analysis. It develops the concept of 'transnational religious soft power' and applies it to the Iran-Iraq case, relying on secondary sources and analytical argumentation rather than systematic empirical methods.",TRUE,TRUE,S1519-60892014000300452.json,effort_to_explore_mechanisms_invalid,no_change_manual
