pid,agent_id,prompt_version,model,run_timestamp,input_text_hash,source_file,raw_response_path,manifest_title,manifest_year,manifest_journal_title,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0034-76122011000400011,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,6b53bb253b91fb3f09b0f02462ae2701c6450d376dc099765524c9c506ad25c3,data/processed/sample_xmls/S0034-76122011000400011.xml,,A unidade dos contrários: fordismo e pós-fordismo,2011,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo propõe uma tese conceitual sobre fordismo e pós-fordismo. Classifiquei como ensaio teórico, sem dados próprios ou método empírico declarado."
S0034-76122014000100004,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,bf362a3bb3fadac61f7772f08818c31376251bff51f338c965adc5ebceb84054,data/processed/sample_xmls/S0034-76122014000100004.xml,,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,single_region,Brazil,no_survey_data,structure_systematize,FALSE,,,,,"[{""variable_name"":""justificatory logics"",""variable_description"":""Lógicas usadas nos discursos de atores das OSC.""}]","[{""variable_name"":""legitimacy dimensions"",""variable_description"":""Dimensões pragmática e moral da legitimidade das OSC.""}]",,FALSE,TRUE,FALSE,46,análise de conteúdo do discurso de 46 atores representativos do campo das OSC na região Sul do Brasil,,,,,,,,,,,qualitative,explicit,"O XML não contém corpo integral; o resumo declara análise de conteúdo do discurso de 46 atores de OSCs da região Sul. Classifiquei como estudo qualitativo explícito, com hipóteses interpretativas, mas sem desenho causal clássico."
S0034-76122014000500011,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,9273403f0ef5b05ca42889d2cf5ac0397c685cf218185de21c6b176ebb659dc3,data/processed/sample_xmls/S0034-76122014000500011.xml,,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,,,,,,,,,,,,,,,,qualitative,explicit,O XML não contém corpo integral; o resumo define estudo exploratório-descritivo qualitativo sobre acesso de microempresas a crédito público em Chapecó. Não há análise quantitativa nem desenho causal sustentados pelo resumo.
S0034-76122014000600003,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,306dcfcc6a9b015ee8f9793861444bb93e4e2e680370e15de6aca5ac05523a27,data/processed/sample_xmls/S0034-76122014000600003.xml,,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,2014,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,multiple_region,Brazil,no_survey_data,field_study,FALSE,Other,Design science com mapa causal e matriz de loops,,,,,,FALSE,TRUE,FALSE,3,O artefato proposto foi testado junto a três municípios brasileiros,,,,,,,,,Mechanisms/Channels Mentioned With Substantial Exploration,,qualitative,explicit,"O XML não contém corpo integral; o resumo informa aplicação de mapa causal e matriz de loops em três municípios. Classifiquei como estudo qualitativo-metodológico de política pública, usando “Other” porque o desenho é design science, não experimento ou regressão."
S0034-76122015000300563,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,52135dd874e10e3534a4f7905ad0bf6c361b077efd9e57b53d63fb048ac95d84,data/processed/sample_xmls/S0034-76122015000300563.xml,,"A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas",2015,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,structure_systematize,FALSE,,,,,,,,,,,,,,,,,,,,,,,qualitative,explicit,O XML não contém corpo integral; o resumo declara descrição baseada em documentação oficial da estrutura governamental de políticas de esporte no Brasil. Classifiquei como estudo qualitativo descritivo de administração pública.
S0034-76122016000500745,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,d138d4f93c8f2e0caa3b4205d1a738d551472e12dd886abc1abc1025170f0ec5,data/processed/sample_xmls/S0034-76122016000500745.xml,,A auditoria de custos e preços: eficácia nos serviços contratantes de defesa na Espanha,2016,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Describe,single_country,,Spain,no_survey_data,,FALSE,,,,,,,,,,,,,,,,,,,,,,,qualitative,essayistic,"O XML não contém corpo integral; o resumo analisa auditoria de custos e preços em contratos de defesa na Espanha e menciona resultados financeiros. Como o resumo não detalha base ou modelo quantitativo, mantive evidência qualitativa e método ensaístico."
S0034-76122016000600959,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,936c4ddb625d2a779551539fa243c67fa37e6e4215ec79c723963a71d1207a8b,data/processed/sample_xmls/S0034-76122016000600959.xml,,"Análise de políticas públicas no Brasil: de uma prática não nomeada à institucionalização do ""campo de públicas""",2016,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,,,,,,,,,,,,,,,,qualitative,explicit,"O XML não contém corpo integral; o resumo identifica pesquisa bibliográfica sobre trajetória da análise de políticas públicas no Brasil. Classifiquei como estudo qualitativo explícito, sem análise quantitativa própria."
S0034-76122017000500879,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,3edc078b0df2c97038d501b3dc21e0b8b1e8ea57d5852d6131814d24ef19037c,data/processed/sample_xmls/S0034-76122017000500879.xml,,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,TRUE,Explain,single_country,single_region,Brazil,no_survey_data,not_original,TRUE,Kitchen Sink Linear Model,,,,"[{""variable_name"":""procurement and municipal characteristics"",""variable_description"":""Modalidade de licitação, tipo de serviço, população, reeleição do governante e alinhamento partidário.""}]","[{""variable_name"":""deadline and price compliance"",""variable_description"":""Cumprimento de prazo e preço em obras de educação nos municípios capixabas.""}]",,FALSE,TRUE,FALSE,,,,,TRUE,,,,,,No Mention of Mechanisms/Channels,,quantitative,explicit,"O XML não contém corpo integral; o resumo busca determinantes do cumprimento de prazo e preço em obras educacionais. Classifiquei como análise quantitativa explicativa com modelo observacional comum, sem inferir identificação causal forte."
S0034-76122020000100181,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,37ef77bdc7c03be1a273cffee82ebf4d9222c191850a1df17c54d4795ac9ab3c,data/processed/sample_xmls/S0034-76122020000100181.xml,,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,,,,,,,,,,,,,,,,qualitative,explicit,O XML não contém corpo integral; o resumo propõe abordagem pragmatista para cartografia de ecossistema de inovação social aplicada em Florianópolis. A co-construção de plataforma e observação de atores sustentam classificação qualitativa explícita.
S0034-76122022000600694,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,0f565823c210fa1d6a383785c14c3ead943c5813af90d8d75c300f7ea8463160,data/processed/sample_xmls/S0034-76122022000600694.xml,,O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros,2022,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,TRUE,Describe,single_country,,Brazil,no_survey_data,structure_systematize,FALSE,,,,,,,,,,,,,,,,,,,,,,,quantitative,explicit,"O XML não contém corpo integral; o resumo declara estatística descritiva por análise de frequência em editais de concursos públicos. Classifiquei como análise quantitativa descritiva, sem claim causal."
S0034-76122023000500502,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,4a4a30d7a7214cfe85cfe48366c31d51cdcf91d5ab75d8dbd0b07cc6b9a005a3,data/processed/sample_xmls/S0034-76122023000500502.xml,,Estratégia nacional de inovação: uma breve contribuição para sua efetividade sob a perspectiva de acumulação de capacidade tecnológica,2023,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo apresenta contribuição analítica para estratégia nacional de inovação. Não há análise empírica própria declarada, então classifiquei como ensaio de política pública."
S0034-76122024000200402,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,5a4d80a13e0c76b91051112c63a01783ad0a402837592cd232b28067726f1645,data/processed/sample_xmls/S0034-76122024000200402.xml,,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,field_study,TRUE,Other,Análise de conteúdo de entrevistas com atores-chave,,,,,,TRUE,FALSE,FALSE,15,entrevistas com 15 atores-chave do sistema brasileiro de Justiça,,,TRUE,,,,,,Mechanisms/Channels Mentioned But Not Explored,,qualitative,explicit,"O XML não contém corpo integral; o resumo declara análise de conteúdo de entrevistas com 15 atores-chave para identificar fatores que aumentam a morosidade judicial. Classifiquei como qualitativo explicativo, com desenho “Other” por não se enquadrar nos desenhos causais quantitativos listados."
S0101-33002005000200003,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,d4e0ba8229b538aed49902553b2571f97887e47ff18083676f14aee48eec05c5,data/processed/sample_xmls/S0101-33002005000200003.xml,,Impasses do desenvolvimento,2005,Novos estudos CEBRAP,Missing/Corrupt,International Relations,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo oferece panorama dos impasses de industrialização e comércio internacional nos países em desenvolvimento. Não há método empírico próprio declarado, então classifiquei como ensaio de economia política internacional."
S0101-33002006000200016,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,432deaad11ca849f33c343c7cfdd37a5592d709f7777f7ecd836e62f8bd322ee,data/processed/sample_xmls/S0101-33002006000200016.xml,,Do sonho ao sonhar,2006,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,O XML não contém corpo integral nem resumo; o título “Do sonho ao sonhar” não sustenta classificação metodológica substantiva. Mantive os campos empíricos como nulos ou falsos e usei categoria residual.
S0101-33002007000200016,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,4f4c8ecdd977bec0c908f66ade9b3ee7681a9238d3d8ac92d1df1262d2b22c66,data/processed/sample_xmls/S0101-33002007000200016.xml,,Teoria social e o racismo no Brasil,2007,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral nem resumo; o título indica discussão sobre teoria social e racismo no Brasil. Sem resumo ou corpo, classifiquei conservadoramente como não empírico e deixei campos metodológicos finos nulos."
S0101-33002011000300004,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,e32311ef0f5932fd909f963c3bdfe579796b9a155c2fe85f850dbeaf8795a58e,data/processed/sample_xmls/S0101-33002011000300004.xml,,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,,FALSE,,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,qualitative,essayistic,"O XML não contém corpo integral; o resumo discute a relação entre ensino superior, trabalho e mercado de trabalho no Brasil. O resumo sustenta análise qualitativa interpretativa, mas não declara base ou método quantitativo."
S0101-33002013000100006,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,5c711bafedbf105540db4df6aeeea3bf29d6084cda0b90b112964d59c6b6a909,data/processed/sample_xmls/S0101-33002013000100006.xml,,A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora,2013,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,O XML não contém corpo integral; o resumo é uma discussão conceitual e histórico-cultural sobre o gosto. Não há análise de dados própria nem método empírico declarado.
S0101-33002014000100004,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,2e6d2efc60eaa502f95ce31eb5a858a38d86f1a4727ed3700367557003493012,data/processed/sample_xmls/S0101-33002014000100004.xml,,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,Missing/Corrupt,Public Policy/Administration,TRUE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,,,,,,,,,,,,,,,,quantitative,explicit,"O XML não contém corpo integral; o resumo diz que os autores organizam hipóteses e usam argumentos baseados em dados sobre escassez de engenheiros no Brasil. Classifiquei como análise quantitativa descritiva, sem desenho causal."
S0101-33002014000100010,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,72dce3317fc45a95510aa33ed3fb355530bcbce8bd454b47e5fdae6c260ac3a6,data/processed/sample_xmls/S0101-33002014000100010.xml,,"O cortiço, romance econômico",2014,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo interpreta O cortiço como romance econômico. Classifiquei como ensaio de análise literária/social, sem evidência empírica própria."
S0101-33002015000100117,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,2f0e09fc7a11f2271222a8a1035164259bc5d20da2780fc4042a2155a7bb7e15,data/processed/sample_xmls/S0101-33002015000100117.xml,,QUANTO VALE A ARTE CONTEMPORÂNEA?,2015,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,qualitative,essayistic,"O XML não contém corpo integral; o resumo analisa o mercado de arte contemporânea no Brasil à luz da financeirização. Como não há método ou base de dados declarados, mantive classificação qualitativa ensaística."
S0101-33002018000200191,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,7a9c14f756a44be3d4f22017d555a4429e282e05a5c2f2940256c94268bef9db,data/processed/sample_xmls/S0101-33002018000200191.xml,,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,qualitative,essayistic,"O XML não contém corpo integral; o resumo analisa a política social brasileira sob financeirização em previdência, saúde e educação superior. Classifiquei como análise qualitativa de política pública, sem método explícito no resumo."
S0101-33002019000100006,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,7c613ddb6043d74cec5c4d46c187a44d88f2d15053716406f7513b69adac0ca9,data/processed/sample_xmls/S0101-33002019000100006.xml,,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo descreve transformações no campo religioso. Não há dados próprios ou procedimento metodológico no resumo, então classifiquei como ensaio sociológico."
S0101-33002020000100019,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,3457df72226718b41295715e1b20427e3b88ee2ed757349ecf3c3cc8ff39b004,data/processed/sample_xmls/S0101-33002020000100019.xml,,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo problematiza conceitos de periferia e sujeitos periféricos. Trata-se de contribuição conceitual, não de análise empírica quantitativa."
S0101-33002021000300497,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,1cb5d848cd5652100ac6015428e44b09539d5a60e811fa7ef0e10c6944058d2f,data/processed/sample_xmls/S0101-33002021000300497.xml,,As caixas-pretas de Amós Oz,2021,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,single_country,,Israel,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo interpreta uma obra de Amós Oz para discutir a sociedade israelense. Classifiquei como ensaio de análise literária/social, sem dados próprios."
S0101-33002022000200231,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,35ff429caa5b402fffd775fea59747e17e070d8c2c47486c88aa420c0398a52d,data/processed/sample_xmls/S0101-33002022000200231.xml,,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,2022,Novos estudos CEBRAP,Missing/Corrupt,Political Theory and Philosophy,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo discute Fernando Henrique Cardoso e histórias do marxismo no Brasil. Classifiquei como pensamento político brasileiro, sem análise empírica própria."
S0101-33002024000300409,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,03f63984b585d1173b53c51bdfe6f633299b2451f9548771e25468ad58188956,data/processed/sample_xmls/S0101-33002024000300409.xml,,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,Explain,single_country,single_region,Mexico,no_survey_data,field_study,FALSE,,,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,qualitative,explicit,"O XML não contém corpo integral; o resumo declara pesquisa original e grupos focais sobre trabalho remunerado e cuidados na Cidade do México. Classifiquei como estudo qualitativo explícito sobre efeitos sociais da pandemia, sem quantificação própria no resumo."
S0102-64452005000100007,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,429d937e2aa4a82ef70d4f3121daa83eb54f3fb5f8601236b29040e16c3feb93,data/processed/sample_xmls/S0102-64452005000100007.xml,,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo interpreta O 18 Brumário e debates sobre economia, política e pós-modernismo. Não há análise de dados própria, então classifiquei como ensaio de teoria política."
S0102-64452006000300005,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,11eeefacbed519f92615f40ff764ceda1cd53bd9bce5d67f3b6c0ffdcc9962f6,data/processed/sample_xmls/S0102-64452006000300005.xml,,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,O XML não contém corpo integral; o resumo situa Norberto Bobbio em tradições de teoria democrática. Classifiquei como ensaio de história das ideias democráticas.
S0102-64452008000300004,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,c94f160a8d213819be03e13c901a7726e0013d0772c19f5d0a6af896ce901146,data/processed/sample_xmls/S0102-64452008000300004.xml,,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,International Relations,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,O XML não contém corpo integral; o resumo discute a Revolução Russa no sistema internacional a partir de Kissinger. Classifiquei como ensaio histórico-teórico de Relações Internacionais.
S0102-64452009000100003,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,175a47ba645e8ba4e06931cd8eef92bed73b68cbc0be1d9c729571534f88be78,data/processed/sample_xmls/S0102-64452009000100003.xml,,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Other,FALSE,,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo apresenta balanço de teorias dos movimentos sociais. Não há análise empírica própria, então classifiquei como revisão teórica."
S0102-64452010000100004,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,dafce05bc0bbe3cfeb49e9b2d028ecb96a9937e393baf88255be84f670e1c8bc,data/processed/sample_xmls/S0102-64452010000100004.xml,,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Other,FALSE,,single_country,single_region,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo apresenta um embate fictício para mapear historicidades de comandos prisionais em São Paulo. Por ser exercício interpretativo sem coleta empírica declarada, mantive como ensaio teórico."
S0102-64452012000300007,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,9a51bdb70cbb1462c7b69a19ea820d70d114291a68df3898bf8eb8db2159eafd,data/processed/sample_xmls/S0102-64452012000300007.xml,,Direitos e cidadania: reflexões sobre o direito à cidade,2012,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral; o resumo discute direito à cidade a partir de perspectivas jurídico-institucional e teórica. Classifiquei como ensaio de teoria política e direitos, sem análise empírica própria."
S0102-64452013000100013,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,df0a99192bffd05f7691e265e4acd8a9b1d6b8009eb7040e1ea765b7e420c8c8,data/processed/sample_xmls/S0102-64452013000100013.xml,,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Brazilian Politics,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,theoretical-normative,essayistic,"O XML não contém corpo integral nem resumo; o título indica tema sobre STF e agenda pública nacional. Sem texto substantivo, mantive classificação conservadora e não inferi método empírico."
S0102-64452014000200007,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,0faf544f14b12cba659bc3c7afdbd71904aea4a33865d467a2f4ffdeb7290946,data/processed/sample_xmls/S0102-64452014000200007.xml,,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,2014,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Brazilian Politics,FALSE,Describe,single_country,,Brazil,no_survey_data,structure_systematize,FALSE,,,,,,,,,,,,,,,,,,,,,,,qualitative,explicit,"O XML não contém corpo integral; o resumo declara mapeamento de autores, periódicos, associações, grupos de pesquisa e produção bibliográfica. Classifiquei como estudo qualitativo explícito sobre política, direito e constitucionalistas no Brasil."
S0102-64452015000100006,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,38ef9b229132677044616690628b487e4f2023a16bd7c8bb20ad316dd8204e96,data/processed/sample_xmls/S0102-64452015000100006.xml,,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,International Relations,FALSE,Explain,single_country,,Mexico,no_survey_data,not_original,FALSE,,,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,Mechanisms/Channels Mentioned But Not Explored,,qualitative,essayistic,"O XML não contém corpo integral; o resumo pergunta como e por que normas interamericanas impactaram direitos humanos no México. Classifiquei como estudo qualitativo explicativo em RI/direitos humanos, mas sem desenho causal formal declarado."
S0102-64452016000200021,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,8bda8354ed7756a84d437946d352f411d53858f3ebe60eaf1be562bd8e6b824f,data/processed/sample_xmls/S0102-64452016000200021.xml,,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,2016,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,,,,no_survey_data,,,,,,,,,,,,,,,,,,,,,,,,,qualitative,essayistic,"O XML não contém corpo integral; o resumo analisa a epidemia de Zika por uma visão crítica da saúde global em quatro eixos. Classifiquei como análise qualitativa de política de saúde global, sem dados próprios declarados."
S0102-64452018000300003,agent_a,agent_a_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:55:47Z,20a367d45ae5b903cc325d7bcd07dd70fc2da8894b400e4dad13b7d6dc08fdcc,data/processed/sample_xmls/S0102-64452018000300003.xml,,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,,,,3,"aplicamos esse esquema analítico a três movimentos sociais - o de criança e adolescente, o de direitos humanos e o movimento sanitarista",,,,,,,,,,,qualitative,explicit,"O XML não contém corpo integral; o resumo propõe e aplica esquema analítico a três movimentos sociais para reconstruir origens movimentistas de políticas públicas. Classifiquei como qualitativo explícito, sem inferir desenho causal quantitativo."
