pid,agent_id,prompt_version,model,run_timestamp,input_text_hash,source_file,raw_response_path,manifest_title,manifest_year,manifest_journal_title,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0034-76122023000500502,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,4a4a30d7a7214cfe85cfe48366c31d51cdcf91d5ab75d8dbd0b07cc6b9a005a3,data/processed/sample_xmls/S0034-76122023000500502.xml,,Estratégia nacional de inovação: uma breve contribuição para sua efetividade sob a perspectiva de acumulação de capacidade tecnológica,2023,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,,,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,FALSE,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0034-76122024000200402,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,5a4d80a13e0c76b91051112c63a01783ad0a402837592cd232b28067726f1645,data/processed/sample_xmls/S0034-76122024000200402.xml,,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,field_study,TRUE,Other,Qualitative content analysis of expert interviews,,FALSE,,,,TRUE,FALSE,FALSE,15,15 key players,,FALSE,,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência qualitative e método explicit; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0101-33002005000200003,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,d4e0ba8229b538aed49902553b2571f97887e47ff18083676f14aee48eec05c5,data/processed/sample_xmls/S0101-33002005000200003.xml,,Impasses do desenvolvimento,2005,Novos estudos CEBRAP,Missing/Corrupt,International Relations,FALSE,Describe,multiple_countries,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em International Relations, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002006000200016,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,432deaad11ca849f33c343c7cfdd37a5592d709f7777f7ecd836e62f8bd322ee,data/processed/sample_xmls/S0101-33002006000200016.xml,,Do sonho ao sonhar,2006,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Como o texto disponível é mínimo, não há base para inferir método, variáveis, amostra ou desenho causal. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002007000200016,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,4f4c8ecdd977bec0c908f66ade9b3ee7681a9238d3d8ac92d1df1262d2b22c66,data/processed/sample_xmls/S0101-33002007000200016.xml,,Teoria social e o racismo no Brasil,2007,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Como o texto disponível é mínimo, não há base para inferir método, variáveis, amostra ou desenho causal. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002011000300004,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,e32311ef0f5932fd909f963c3bdfe579796b9a155c2fe85f850dbeaf8795a58e,data/processed/sample_xmls/S0101-33002011000300004.xml,,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,,,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,FALSE,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0101-33002013000100006,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,5c711bafedbf105540db4df6aeeea3bf29d6084cda0b90b112964d59c6b6a909,data/processed/sample_xmls/S0101-33002013000100006.xml,,A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora,2013,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,Describe,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002014000100004,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,2e6d2efc60eaa502f95ce31eb5a858a38d86f1a4727ed3700367557003493012,data/processed/sample_xmls/S0101-33002014000100004.xml,,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,Missing/Corrupt,Public Policy/Administration,TRUE,Explain,single_country,,Brazil,no_survey_data,not_original,TRUE,,,,,,,,FALSE,FALSE,,,,TRUE,FALSE,FALSE,,FALSE,,,,No Mention of Mechanisms/Channels,FALSE,quantitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência quantitative e método explicit; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002014000100010,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,72dce3317fc45a95510aa33ed3fb355530bcbce8bd454b47e5fdae6c260ac3a6,data/processed/sample_xmls/S0101-33002014000100010.xml,,"O cortiço, romance econômico",2014,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,Describe,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002015000100117,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,2f0e09fc7a11f2271222a8a1035164259bc5d20da2780fc4042a2155a7bb7e15,data/processed/sample_xmls/S0101-33002015000100117.xml,,QUANTO VALE A ARTE CONTEMPORÂNEA?,2015,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,Explain,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002018000200191,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,7a9c14f756a44be3d4f22017d555a4429e282e05a5c2f2940256c94268bef9db,data/processed/sample_xmls/S0101-33002018000200191.xml,,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,structure_systematize,TRUE,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,qualitative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência qualitative e método essayistic; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002019000100006,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,7c613ddb6043d74cec5c4d46c187a44d88f2d15053716406f7513b69adac0ca9,data/processed/sample_xmls/S0101-33002019000100006.xml,,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,Describe,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002020000100019,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,3457df72226718b41295715e1b20427e3b88ee2ed757349ecf3c3cc8ff39b004,data/processed/sample_xmls/S0101-33002020000100019.xml,,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,Describe,single_country,,Brazil,no_survey_data,field_study,FALSE,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,qualitative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência qualitative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002021000300497,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,1cb5d848cd5652100ac6015428e44b09539d5a60e811fa7ef0e10c6944058d2f,data/processed/sample_xmls/S0101-33002021000300497.xml,,As caixas-pretas de Amós Oz,2021,Novos estudos CEBRAP,Missing/Corrupt,Other,FALSE,Describe,single_country,,Israel,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002022000200231,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,35ff429caa5b402fffd775fea59747e17e070d8c2c47486c88aa420c0398a52d,data/processed/sample_xmls/S0101-33002022000200231.xml,,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,2022,Novos estudos CEBRAP,Missing/Corrupt,Political Theory and Philosophy,FALSE,Explain,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Political Theory and Philosophy, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0101-33002024000300409,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,03f63984b585d1173b53c51bdfe6f633299b2451f9548771e25468ad58188956,data/processed/sample_xmls/S0101-33002024000300409.xml,,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,Missing/Corrupt,Public Policy/Administration,TRUE,Explain,single_country,single_region,Mexico,no_survey_data,field_study,TRUE,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,mixed,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência mixed e método explicit; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0102-64452005000100007,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,429d937e2aa4a82ef70d4f3121daa83eb54f3fb5f8601236b29040e16c3feb93,data/processed/sample_xmls/S0102-64452005000100007.xml,,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,Explain,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Political Theory and Philosophy, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452006000300005,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,11eeefacbed519f92615f40ff764ceda1cd53bd9bce5d67f3b6c0ffdcc9962f6,data/processed/sample_xmls/S0102-64452006000300005.xml,,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,Describe,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Political Theory and Philosophy, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452008000300004,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,c94f160a8d213819be03e13c901a7726e0013d0772c19f5d0a6af896ce901146,data/processed/sample_xmls/S0102-64452008000300004.xml,,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,International Relations,FALSE,Explain,single_country,,Russia,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em International Relations, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452009000100003,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,175a47ba645e8ba4e06931cd8eef92bed73b68cbc0be1d9c729571534f88be78,data/processed/sample_xmls/S0102-64452009000100003.xml,,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,Describe,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Political Theory and Philosophy, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452010000100004,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,dafce05bc0bbe3cfeb49e9b2d028ecb96a9937e393baf88255be84f670e1c8bc,data/processed/sample_xmls/S0102-64452010000100004.xml,,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Other,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452012000300007,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,9a51bdb70cbb1462c7b69a19ea820d70d114291a68df3898bf8eb8db2159eafd,data/processed/sample_xmls/S0102-64452012000300007.xml,,Direitos e cidadania: reflexões sobre o direito à cidade,2012,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,Describe,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Political Theory and Philosophy, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452013000100013,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,df0a99192bffd05f7691e265e4acd8a9b1d6b8009eb7040e1ea765b7e420c8c8,data/processed/sample_xmls/S0102-64452013000100013.xml,,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Brazilian Politics,FALSE,,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Brazilian Politics, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como não aplicável/indefinido. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452014000200007,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,0faf544f14b12cba659bc3c7afdbd71904aea4a33865d467a2f4ffdeb7290946,data/processed/sample_xmls/S0102-64452014000200007.xml,,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,2014,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Brazilian Politics,FALSE,Describe,single_country,,Brazil,no_survey_data,structure_systematize,FALSE,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,qualitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Brazilian Politics, com evidência qualitative e método explicit; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452015000100006,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,38ef9b229132677044616690628b487e4f2023a16bd7c8bb20ad316dd8204e96,data/processed/sample_xmls/S0102-64452015000100006.xml,,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,International Relations,FALSE,Explain,single_country,,Mexico,no_survey_data,structure_systematize,TRUE,Other,Qualitative case study of international norm effects,,FALSE,,,,TRUE,FALSE,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em International Relations, com evidência qualitative e método explicit; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0102-64452016000200021,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,8bda8354ed7756a84d437946d352f411d53858f3ebe60eaf1be562bd8e6b824f,data/processed/sample_xmls/S0102-64452016000200021.xml,,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,2016,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,multiple_countries,,Uganda; Brazil,no_survey_data,structure_systematize,TRUE,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência qualitative e método explicit; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0102-64452018000300003,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,20a367d45ae5b903cc325d7bcd07dd70fc2da8894b400e4dad13b7d6dc08fdcc,data/processed/sample_xmls/S0102-64452018000300003.xml,,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,structure_systematize,TRUE,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência qualitative e método explicit; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0102-64452018000300005,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,f22675149b5b529ad75a216a262b429b8124a0af0584f21127a27f3467713c9a,data/processed/sample_xmls/S0102-64452018000300005.xml,,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,,Brazil,no_survey_data,structure_systematize,TRUE,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Public Policy/Administration, com evidência qualitative e método explicit; o objetivo analítico principal foi tratado como Explain. Há linguagem causal no resumo, mas não há quantidade causal clara nem suposições de identificação explicitadas no texto disponível."
S0102-64452020000200099,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,c2eddd80f044090431b85523fd0c1508ab9147ce6e6f4f52113dc914c6508d82,data/processed/sample_xmls/S0102-64452020000200099.xml,,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Other,TRUE,Describe,single_country,,Brazil,no_survey_data,procure_original_data,FALSE,,,,,,,,FALSE,FALSE,,,,,FALSE,,,FALSE,,,,No Mention of Mechanisms/Channels,FALSE,quantitative,explicit,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Other, com evidência quantitative e método explicit; o objetivo analítico principal foi tratado como Describe. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
S0102-64452022000100299,agent_b,agent_b_v1+common_schema_v1,codex_subagent_inherited,2026-06-03T20:54:35Z,6d1ac7a30ef5e17fd416b1d210ae29ecced783de6fca2d9a4531d02f8b904fb4,data/processed/sample_xmls/S0102-64452022000100299.xml,,"DUAS INTERPRETAÇÕES DO EMPRESÁRIO INDUSTRIAL E DESENVOLVIMENTO ECONÔMICO, DE FERNANDO HENRIQUE CARDOSO",2022,Lua Nova: Revista de Cultura e Política,Missing/Corrupt,Political Theory and Philosophy,FALSE,Explain,single_country,,Brazil,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,FALSE,,,,,,,No Mention of Mechanisms/Channels,FALSE,theoretical-normative,essayistic,"O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Political Theory and Philosophy, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte."
