pid,title,journal_title,classification_input_text_hash,is_empirical_paper,empirical_evidence_type,is_empirical_quant_paper_torreblanca,is_empirical_qual_paper,quantitative_analysis_type,quantitative_analysis_evidence_quote,has_statistical_inference,statistical_inference_quote,qualitative_analysis_goal,qualitative_goal_clarity,qualitative_goal_quote,causal_or_explanatory_claim_present,causal_or_explanatory_claim_quote,credibility_revolution_screen_applicable,credibility_revolution_screen_reason,credibility_revolution_method_present,credibility_revolution_method_type,causal_design_quote,main_variables_or_relationship,sample_or_data_source,tough_call,tough_call_reason,brief_justification,sample_or_data_source_present,manifest_input_text_hash,eligible_order,year,period_3,journal_area,manifest_journal_title,document_type,language,body_word_count,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,strict_design_method,diagnostic_not_design,other_modern_causal_method,inclusive_design_or_other_modern
S2236-57102025000101002,INTERSECÇÕES ENTRE GOVERNO ABERTO E EDUCAÇÃO POLÍTICA,Cadernos Gestão Pública e Cidadania,77a0ac86fee60348871a12b117bcc4e09b04e3a6ca3e5d326034a5579af86c4f,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"O levantamento realizado a partir da leitura de 112 Planos de Ação submetidos por 105 membros locais da OGP, entre 2016 e 2023, resultou... na identificação de 16 iniciativas de educação política, entre 450 compromissos, o que corresponde a 3,5% do total.",FALSE,NA,mixed_descriptive_explanatory,clear,Trata-se de uma pesquisa descritivo-explanatória... Os procedimentos empregados foram pesquisa bibliográfica... e pesquisa documental... a partir da sistematização e examinação dos Planos de Ação criados pelos governos locais da OGP.,TRUE,"A partir da aproximação de ambos os campos, argumenta-se que as práticas de educação política dão maior estofo aos cidadãos para contribuírem com a efetivação da reforma de Governo Aberto.",FALSE,descriptive_quantitative_only,NA,NA,NA,"Relação entre Governo Aberto, educação política e compromissos subnacionais da OGP voltados a aprimorar participação cidadã; empiricamente, presença de iniciativas de educação política nos Planos de Ação locais da OGP.","112 Planos de Ação submetidos por 105 membros locais da OGP entre 2016 e 2023, contendo 450 compromissos, disponíveis no site da parceria.",FALSE,NA,"O artigo é empírico porque realiza pesquisa documental própria sobre Planos de Ação locais da OGP e identifica compromissos de educação política. É misto porque combina exame qualitativo/documental e interpretação conceitual com contagens e percentual descritivo próprios. A análise quantitativa não vai além de estatísticas descritivas, não há inferência estatística e não há desenho causal ou método de credibilidade.",TRUE,77a0ac86fee60348871a12b117bcc4e09b04e3a6ca3e5d326034a5579af86c4f,351,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,4027,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101003,COCRIAÇÃO E PARTICIPAÇÃO SOCIAL: ANÁLISE DOS SEIS PLANOS DE AÇÃO DA PARCERIA PARA O GOVERNO ABERTO NO BRASIL (2011-2023),Cadernos Gestão Pública e Cidadania,67620eb811aa8caccfa7dc1c4f994f0d5800221efbfc8cb35b8039b716b9607d,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"""O olhar sobre os compromissos assumidos revelou também uma diminuição progressiva quantitativa, com mais compromissos assumidos nos dois primeiros Planos e redução nos demais.""",FALSE,NA,descriptive_reconstruction,clear,"""O estudo, de caráter descritivo e exploratório e abordagem qualitativa, envolveu o levantamento e análise documental e bibliográfica""",FALSE,NA,FALSE,descriptive_quantitative_only,NA,NA,NA,"Comparação dos seis Planos de Ação da OGP no Brasil quanto a processos de cocriação, atores participantes, participação social e compromissos resultantes.","Documentos e repositórios da OGP, sites do Governo Federal brasileiro, sites de organizações da sociedade civil, literatura acadêmica e os seis Planos de Ação brasileiros de Governo Aberto entre 2011 e 2023.",TRUE,"A introdução declara abordagem qualitativa, mas o corpo do artigo apresenta contagens, percentuais e tabelas comparativas próprias sobre compromissos e atores. Por isso, a classificação mais adequada é mixed_empirical com análise quantitativa descritiva apenas.","O artigo é empírico porque analisa documentos, planos, atores e compromissos da OGP no Brasil. Usa análise qualitativa documental e de conteúdo para reconstruir os processos de cocriação e também apresenta estatísticas descritivas simples sobre compromissos, instituições, participantes e votos. Não há inferência estatística, modelagem ou desenho causal de credibilidade.",TRUE,67620eb811aa8caccfa7dc1c4f994f0d5800221efbfc8cb35b8039b716b9607d,352,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,7186,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101004,"TRANSPARÊNCIA ATIVA, DADOS ABERTOS E DESEMPENHO ACADÊMICO: ANÁLISE DAS UNIVERSIDADES FEDERAIS BRASILEIRAS",Cadernos Gestão Pública e Cidadania,764b1d3d1c03b5c6cf6e985d9a113f1784f2d2e19b0e8927af8f63c737e4008e,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"foram estimados dois modelos de regressão por mínimos quadrados ordinários, visando identificar a relação entre desempenho e as variáveis de transparência nas universidades",TRUE,"O teste mostrou-se significativo no nível de significância de 5%, com médias de TA para universidades com PDA de 85,80% e sem PDA de 69,78%.",NA,NA,NA,TRUE,"buscamos identificar se compromisso institucional de universidades federais com políticas de transparência, medido pela disponibilidade ativa de informações e da existência de planos de dados abertos (PDAs), possui efeito no desempenho acadêmico dessas instituições",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","foram estimados dois modelos de regressão por mínimos quadrados ordinários, visando identificar a relação entre desempenho e as variáveis de transparência nas universidades","Relação entre compromisso institucional com transparência, medido por taxa de transparência ativa e existência de Plano de Dados Abertos, e desempenho acadêmico das universidades federais, medido por IGC e TSG, com controles de gestão, perfil burocrático e perfil acadêmico.","Dados de 61 universidades públicas federais brasileiras, com informações dos painéis da CGU sobre LAI/transparência ativa e dados abertos, indicadores do TCU e MEC, coletados entre agosto e dezembro de 2022.",TRUE,"O artigo usa linguagem de efeito e relações causais e estima regressões OLS, mas também se autodefine como pesquisa descritiva quantitativa e não apresenta estratégia de identificação causal; por isso deve ser triado, mas não classificado como método de credibilidade-revolução.","O artigo é empírico quantitativo porque analisa dados de universidades federais com estatísticas descritivas, teste t e regressões lineares múltiplas. Há inferência estatística e claims causais/explanatórios sobre transparência e desempenho, mas o desenho é regressão observacional com controles, sem método de credibilidade-revolução ou evidência qualitativa substantiva.",TRUE,764b1d3d1c03b5c6cf6e985d9a113f1784f2d2e19b0e8927af8f63c737e4008e,353,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,5212,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S2236-57102025000101005,AVALIAÇÃO DE SISTEMAS DE GOVERNO ABERTO E DE TRANSPARÊNCIA PÚBLICA NAS CAPITAIS BRASILEIRAS,Cadernos Gestão Pública e Cidadania,0d42dd2dd7209c3c9389bbc476c587c3308ea5ef5de041b5700fe7e420bd6759,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"Avaliando a página inicial das prefeituras com a WAVE, foi encontrado um total de 789 erros, 929 problemas de baixo contraste, 1.035 alertas, 1.083 features e 1.836 ARIA (Figura 1). A média por home page ficou em torno de: 29,22 erros, 34,4 problemas de contraste, 38,33 alertas, 40,11 features e 68 ARIA.",FALSE,NA,descriptive_reconstruction,clear,"O Distrito Federal, que compreende Brasília, a capital federal, adota uma política de criação de vários subsites visando dar conta de cada tema, o que, a nosso ver, desconstrói a lógica de um portal do governo e do portal de transparência, afastando a atuação que objetiva o Governo Aberto.",TRUE,"A falta de responsividade limita o Governo Aberto e promove impactos capazes de prejudicar a participação e a transparência, facilitando a não accountability dos gestores.",FALSE,descriptive_quantitative_only,NA,NA,NA,"Avaliação da usabilidade, responsividade mobile e acessibilidade dos sites oficiais e portais de transparência das capitais brasileiras.","Sites oficiais das prefeituras das 27 capitais de estados brasileiros, incluindo o Distrito Federal, avaliados entre janeiro e fevereiro de 2024 por heurísticas de Nielsen, heurísticas mobile e WAVE Evaluation Tool.",TRUE,"A metodologia usa a expressão estratégia experimental e a conclusão emprega linguagem de impacto, mas o desenho apresentado é uma inspeção avaliativa e descritiva de portais, sem tratamento, controle, randomização ou identificação causal. Também há um componente qualitativo de observações de casos específicos, embora o peso principal da evidência esteja em estatísticas descritivas.","O artigo analisa empiricamente os portais de transparência das capitais brasileiras, com dados próprios de avaliação heurística e WAVE. A análise quantitativa consiste em frequências, percentuais, totais e médias, sem testes estatísticos ou modelagem. Há descrições qualitativas de portais específicos, mas nenhum desenho causal ou método típico da revolução da credibilidade.",TRUE,0d42dd2dd7209c3c9389bbc476c587c3308ea5ef5de041b5700fe7e420bd6759,354,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,6581,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101007,TRANSPARÊNCIA NO MINISTÉRIO PÚBLICO DO ESTADO DO PARÁ: CONTORNOS E AVANÇOS NA GARANTIA DE DIREITOS,Cadernos Gestão Pública e Cidadania,bc26290250a9dd8f4168d4456dd6892fe6da01bd534132e3573e167ec33b34db,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"Na primeira publicação do ranking em 2014, o MPPA ficou em 26º lugar de 32 posições, com atendimento de 71,29% dos quesitos. Já em 2018, o MPPA ocupou a 17ª colocação. No entanto, o resultado mais relevante foi o percentual de atendimento aos quesitos, que alcançou 99,69%.",FALSE,NA,mixed_descriptive_explanatory,clear,"Este estudo adota uma abordagem qualitativa, exploratória e analítica, focando a implementação da LAI no MPPA. A pesquisa foi realizada entre fevereiro e abril de 2023, utilizando dados dos portais do CNMP e do MPPA, além de documentos legais como leis e resoluções.",TRUE,"O progresso do MPPA não se deve apenas às orientações normativas. O uso de recursos humanos foi essencial para implementar as mudanças e aprimorar as práticas de transparência, especialmente na gestão administrativa.",FALSE,descriptive_quantitative_only,NA,NA,NA,"Processo de adequação do MPPA aos normativos de transparência e acesso à informação, com foco na implementação da LAI, do Portal da Transparência, do SIC e na evolução dos indicadores de conformidade do Transparentômetro.","Estudo de caso do Ministério Público do Estado do Pará, usando dados dos portais do CNMP e do MPPA, documentos legais, resoluções, Manual de Transparência, relatórios do CNMP e revisão bibliográfica realizada nas bases Web of Science e Scopus entre fevereiro e abril de 2023.",TRUE,"A metodologia se declara qualitativa, mas o artigo usa rankings e percentuais de atendimento do Transparentômetro como evidência empírica própria ou reanalisada. A decisão foi classificá-lo como mixed_empirical e quantitativo descritivo, sem inferência estatística.","O artigo é empírico porque analisa um caso institucional concreto, o MPPA, com documentos, portais, relatórios, normas e indicadores de transparência. A parte qualitativa reconstrói e interpreta a implementação da LAI; a parte quantitativa é limitada a percentuais, rankings e séries descritivas de conformidade. Não há testes estatísticos, modelagem ou desenho causal da revolução da credibilidade.",TRUE,bc26290250a9dd8f4168d4456dd6892fe6da01bd534132e3573e167ec33b34db,355,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,6052,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101008,Época de mudança ou mudança de época? O Governo Aberto na perspectiva da América Latina,Cadernos Gestão Pública e Cidadania,5bd5377c5053f1f2ec87467ae37acada687e32079995156ccab7a8dbafc1f3e6,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"considerando más de 5500 compromisos en todos los países miembros, se ha elaborado una clasificación que reconoce los 10 ejes temáticos de política más frecuentes",FALSE,NA,mixed_descriptive_explanatory,clear,uno de los grandes problemas no resueltos en los procesos de apertura ligados al ciclo de cocreación de planes de acción y ejecución de compromisos OGP radica en el llamado déficit de implementación,TRUE,"los procesos de cocreación e implementación de compromisos de gobierno abierto, en el marco de la OGP, no han logrado penetrar con fuerza y cambiar de manera sustantiva la forma y el fondo de hacer política pública",FALSE,descriptive_quantitative_only,NA,NA,NA,"A relação principal analisada é entre a agenda de governo aberto, seus compromissos e mecanismos institucionais, e a transformação ou institucionalização da governança pública na América Latina e no mundo.","Dados e documentos da Open Government Partnership, incluindo mais de 5500 compromissos globais, compromissos latino-americanos, OGP Fact Sheets, Mecanismo de Reporte Independiente, além de documentos do CLAD e OECD.",FALSE,NA,"O artigo é empírico misto porque usa estatísticas descritivas de compromissos da OGP e evidência documental/institucional sobre governo aberto. A análise quantitativa se limita a contagens, percentuais, rankings e comparações descritivas, sem inferência estatística ou modelagem. Há argumento explicativo sobre déficit de implementação e institucionalização, mas nenhum desenho causal de credibilidade.",TRUE,5bd5377c5053f1f2ec87467ae37acada687e32079995156ccab7a8dbafc1f3e6,356,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,es,4864,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101009,"GOVERNO ABERTO: CAMINHOS PARA TRANSPARÊNCIA, DADOS ABERTOS, PARTICIPAÇÃO, COLABORAÇÃO E ACCOUNTABILITY",Cadernos Gestão Pública e Cidadania,30e6313a7d6f331fcd93988c4d3526b4c20515c58d17053d11b05cab39ce7626,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,not_empirical,NA,NA,NA,NA,NA,FALSE,NA,"O texto é uma introdução/editorial de número especial sobre governo aberto. Ele mobiliza literatura e resume artigos publicados no dossiê, mas não apresenta evidência empírica própria, análise quantitativa, evidência qualitativa sistemática, inferência estatística ou desenho causal próprio.",FALSE,30e6313a7d6f331fcd93988c4d3526b4c20515c58d17053d11b05cab39ce7626,357,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,2664,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101200,CAPACIDADES DE INOVAÇÃO NO EMPREENDEDORISMO SOCIAL EM AMBIENTE DE CRISE: UMA ANÁLISE PELA PERSPECTIVA DOS COLABORADORES,Cadernos Gestão Pública e Cidadania,e2c4ad4137b9ed65d54a6db3c1cc5f6c0509d83eb7dcef3aaf26a7f027da0ebd,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,"A terceira análise foi a classificação do Método de Reinert (1990), que possibilitou a associação e o agrupamento de palavras estatisticamente significativas, identificando semelhanças entre si e diferenças dos segmentos das outras classes.",TRUE,"foi realizada a recuperação dos ST e a associação de cada um, o que permitiu o agrupamento das palavras estatisticamente significativas, a partir do chi2 (X2) equivalente a 3.",mixed_descriptive_explanatory,clear,"Para explorar e ampliar o conhecimento sobre a utilização de capacidades de inovação por organizações do Terceiro Setor, aplicou-se o método da análise de conteúdo por permitir uma compreensão profunda e sistemática do material textual",TRUE,procura-se aqui investigar e buscar respostas sobre ações empreendidas pelas organizações do Terceiro Setor acerca de como e se foram utilizadas capacidades de gestão inovadoras para lidar com os desafios socioeconômicos e gerenciais surgidos ao longo de 2020-2022 durante a pandemia de Covid-19,TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]",NA,"Uso de capacidades de inovação por organizações do Terceiro Setor de assistência social no Distrito Federal para enfrentar desafios socioeconômicos, gerenciais e operacionais durante a pandemia de Covid-19.","Entrevistas em profundidade com gestores de 17 instituições de assistência social do Terceiro Setor no Distrito Federal, selecionadas a partir da base do CAS/DF, transcritas e analisadas no Iramuteq.",TRUE,"A análise textual com Iramuteq quantifica o corpus e usa AFC, CHD, análise de similitude e chi2, o que justifica classificação quantitativa ampla e modelagem textual; ao mesmo tempo, o desenho substantivo é predominantemente qualitativo e interpretativo, sem estratégia causal de identificação.","O artigo é empírico porque analisa entrevistas com organizações do Terceiro Setor. É misto porque combina análise qualitativa de conteúdo e excertos de entrevistas com análise textual quantificada no Iramuteq, incluindo frequências, classes, AFC, CHD, análise de similitude e chi2. Apesar de fazer afirmações explicativas sobre capacidades de inovação na crise, não apresenta método de credibilidade-revolução ou desenho causal formal.",TRUE,e2c4ad4137b9ed65d54a6db3c1cc5f6c0509d83eb7dcef3aaf26a7f027da0ebd,358,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,5113,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S2236-57102025000101201,INFLUÊNCIA DA COOPERAÇÃO TRIANGULAR NAS POLÍTICAS PÚBLICAS E NA COOPERAÇÃO SUL-SUL: O CASO DA ESSOR,Cadernos Gestão Pública e Cidadania,e79bc489ff8daa330da444fe79a85404610cac5a0f7957e45e93ba3e2d3619e0,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"O tratamento e a análise dos dados foram conduzidos por meio da Análise de Conteúdo, seguindo a estrutura proposta por Bardin (2016).",TRUE,"essa pesquisa teve como objetivo analisar o potencial de influência das ações de CT, lideradas pela organização de solidariedade internacional ESSOR, nas políticas públicas e no fortalecimento da CSS.",FALSE,qualitative_only,NA,NA,NA,"Potencial de influência da Cooperação Triangular liderada pela ESSOR, via CPEDUC 3, sobre políticas públicas locais para crianças e adolescentes e sobre o fortalecimento da Cooperação Sul-Sul.","Estudo de caso documental da CPEDUC 3, com foco na ESSOR Brasil e em relatório Evaluation 2020: Convention Programme Education 3 Brésil sobre ações no Brasil, Moçambique, Chade e Guiné-Bissau.",FALSE,NA,"O artigo é empírico qualitativo porque realiza estudo de caso único e pesquisa documental com análise de conteúdo de relatório da CPEDUC 3. Não há análise quantitativa original, testes estatísticos ou desenho causal de credibilidade; os números citados são contextuais ou descritivos e não constituem análise quantitativa própria.",TRUE,e79bc489ff8daa330da444fe79a85404610cac5a0f7957e45e93ba3e2d3619e0,359,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,5943,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101202,AUDITORIA DE RESULTADOS E AVALIAÇÃO DE POLÍTICAS PÚBLICAS: O CASO DAS INSTITUIÇÕES SUPERIORES DE CONTROLO,Cadernos Gestão Pública e Cidadania,fcd4e675c7bcaeda6bc46d0be98590bc5c5065e20b570b75cd5ce140518a705a,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,not_empirical,NA,NA,NA,NA,NA,FALSE,NA,"O artigo é uma revisão conceitual e bibliográfica sobre auditoria de resultados e avaliação de políticas públicas em Instituições Superiores de Controlo. Ele sistematiza literatura, normas e exemplos institucionais, mas não apresenta análise empírica própria, dados quantitativos, evidência qualitativa original, inferência estatística ou desenho causal.",FALSE,fcd4e675c7bcaeda6bc46d0be98590bc5c5065e20b570b75cd5ce140518a705a,360,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,4805,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101203,AS INSTITUIÇÕES SUPERIORES DE CONTROLE EM ANGOLA E MOÇAMBIQUE: DO STATEBUILDING À DIFUSÃO DE NORMAS INTERNACIONAIS,Cadernos Gestão Pública e Cidadania,a30bba225f58cf7f8210ec9b15ac47f3b4eb19d281fad4f8c958e533baed1c6d,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"foram encontrados 163 documentos que apresentam a palavra-chave “Moçambique” e 222 documentos com a palavra-chave “Angola.” Ao analisar o conteúdo dos documentos, apenas entre os Atos Normativos do TCU, Boletins de pessoal e Notícias do Portal identificaram-se 18 dos 163 (11%) com Moçambique e 4 dos 222 (2%) com Angola no contexto da CPLP.",FALSE,NA,mixed_descriptive_explanatory,clear,"A pesquisa adota um design histórico e comparativo, e permite uma compreensão detalhada do processo de construção dos órgãos de controle e das semelhanças e diferenças em suas atuações.",TRUE,O principal argumento deste trabalho é que a harmonização das diretrizes internacionais sobre o funcionamento dos órgãos de controle levou à aproximação metodológica entre eles.,FALSE,descriptive_quantitative_only,NA,NA,NA,"Relação entre processos de statebuilding, cooperação internacional e harmonização metodológica das instituições superiores de controle em Angola e Moçambique.","Artigos de jornais, revistas acadêmicas, documentos oficiais de organizações internacionais de controle, relatos de funcionários das ISCs de Angola e Moçambique por e-mail entre fevereiro e abril de 2024, e busca documental no Portal do TCU entre 2 e 5 de maio de 2024.",FALSE,NA,"O artigo é empírico e misto: combina reconstrução histórico-comparativa, documentos, notícias e relatos de funcionários com uma busca documental quantificada no Portal do TCU. A parte quantitativa se limita a contagens e percentuais descritivos, sem testes, modelos ou inferência estatística. Apesar de formular um argumento explicativo sobre harmonização internacional, não emprega desenho causal de credibilidade.",TRUE,a30bba225f58cf7f8210ec9b15ac47f3b4eb19d281fad4f8c958e533baed1c6d,361,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,5948,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101204,CONTROLE DA GESTA&#771;O PU&#769;BLICA EM PERSPECTIVA LUSO&#769;FONA: UMA INTRODUC&#807;A&#771;O DOS EDITORES DA SEC&#807;A&#771;O ESPECIAL,Cadernos Gestão Pública e Cidadania,fcc723518c8785834149a29c1d99770acbdcfccb32e9621ca2990fecab6a3fe4,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,not_empirical,NA,NA,NA,NA,NA,FALSE,NA,"O texto é uma introdução editorial a um dossiê especial. Ele contextualiza a cooperação lusófona, descreve a OISC/CPLP e resume artigos da edição, mas não apresenta análise empírica própria, análise quantitativa original, evidência qualitativa sistemática, inferência estatística ou desenho causal.",FALSE,fcc723518c8785834149a29c1d99770acbdcfccb32e9621ca2990fecab6a3fe4,362,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,1627,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101400,ARRANJOS INSTITUCIONAIS PARA O DESENVOLVIMENTO DE COMUNIDADES SUSTENTÁVEIS: UMA ANÁLISE SOBRE A IMPLEMENTAÇÃO DO PROTOCOLO COMUNITÁRIO DO BAILIQUE,Cadernos Gestão Pública e Cidadania,a897612592d6cdb997aa65d6acd34be139d9f3ff97328e1456760d0b009c479f,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"Por meio de um estudo de caso exploratório em três comunidades ribeirinhas, utilizando dados qualitativos de 32 entrevistas produzidas a partir de um roteiro prévio e a observação participante de 19 dias de campo, buscou-se compreender como o arranjo foi operacionalizado pelos atores locais",TRUE,"Como resultado, identificou-se um descompasso entre a linguagem do protocolo e as práticas locais. O protocolo é amplamente desconhecido e aborda de forma limitada os problemas vividos",FALSE,qualitative_only,NA,NA,NA,"Implementação e apropriação local do Protocolo Comunitário do Bailique em relação às práticas comunitárias, regras formais e atributos comunitários em três comunidades ribeirinhas.","Revisão bibliográfica, documentos públicos, 19 dias de campo, observação participante e 32 entrevistas semiestruturadas em Limão do Curuá, Arraiol e Vila Progresso/Macedônia, analisadas por análise de conteúdo dirigida.",TRUE,"O artigo apresenta várias contagens próprias de entrevistas e trechos codificados, mas elas funcionam como descrição do corpus qualitativo e não como análise quantitativa substantiva; por isso a classificação quantitativa foi mantida como none.","O artigo é empírico e qualitativo: usa estudo de caso comparado, entrevistas semiestruturadas, observação participante, documentos públicos e análise de conteúdo dirigida para compreender a operacionalização do Protocolo Comunitário do Bailique. Não há análise quantitativa substantiva nem inferência estatística; as contagens de entrevistas e trechos codificados apenas descrevem o material qualitativo. Também não há desenho causal de credibilidade-revolution.",TRUE,a897612592d6cdb997aa65d6acd34be139d9f3ff97328e1456760d0b009c479f,363,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,6626,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S2236-57102025000101401,BIOECONOMIA NA AMAZÔNIA: EVIDÊNCIAS DA FÁBRICA FILHA DO COMBU NA ORQUESTRAÇÃO DE EMPREENDIMENTOS SOBRE A FLORESTA EM PÉ,Cadernos Gestão Pública e Cidadania,78412b80fa90a3793b5dda3d5c96bd68ddd144fd10874406c5deeb24730199db,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,A Tabela 1 apresenta a quantidade faturada anual dos 21 principais produtos de chocolate produzidos pela empresa Filha do Combu.,FALSE,NA,mixed_descriptive_explanatory,clear,"o trabalho busca responder a seguinte pergunta: ‘Como é possível que empreendimentos amazônicos, baseados na bioeconomia, conciliem as premissas de um negócio sustentável que mantém a floresta em pé com o seu êxito econômico?’",TRUE,o objetivo principal deste artigo é evidenciar a viabilidade de um negócio estruturado sob as premissas da economia da floresta em pé,FALSE,descriptive_quantitative_only,NA,NA,NA,"Relação descritivo-explicativa entre um modelo de negócio amazônico baseado em bioeconomia, floresta em pé e bean to bar, e sua viabilidade econômica medida por crescimento de quantidades faturadas, produtos de cacau e frutos utilizados.","Estudo de caso da fábrica de chocolate Filha do Combu, na Ilha do Combu, com relatórios financeiros, planilhas/Curva ABC e insights de produção fornecidos pela empresa, cobrindo principalmente 2021 a junho de 2024.",TRUE,"O artigo se autodeclara qualitativo, mas inclui análise própria de planilhas e tabelas de quantidades faturadas e frutos utilizados. Isso torna a classificação mais adequada como mixed_empirical com quantitativo descritivo, embora sem inferência estatística ou modelagem.","O artigo é empírico porque analisa um estudo de caso real, com história, processo produtivo e dados empresariais da Filha do Combu. É misto porque combina evidência qualitativa substantiva com análise quantitativa própria de quantidades faturadas e frutos usados. A parte quantitativa é apenas descritiva, sem testes, regressões, incerteza estatística ou desenho causal de credibilidade.",TRUE,78412b80fa90a3793b5dda3d5c96bd68ddd144fd10874406c5deeb24730199db,364,2025,2019-2025,Área a revisar,Cadernos Gestão Pública e Cidadania,research-article,pt,6181,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
