pid,title,journal_title,journal_area,year,period_3,credibility_revolution_screen_applicable,credibility_revolution_method_present,method_type,causal_design_quote,tough_call,method_class
S1981-38212023000200204,"From the Specific to the Diffuse: the Indirect Effect of Crime Victimization on Support for Democracy,",Brazilian Political Science Review,Ciência Política,2023,2019-2025,TRUE,TRUE,dag_or_formal_causal_graph,"This strategy consists of three main steps. First, I run several matching estimations to achieve covariate balance between treatment and control groups... Second, I employ a novel mediation analysis approach, the regression-with-residuals (RWR)... Third, I run sensitivity analyses",FALSE,strict_design_method
S1981-38212023000200204,"From the Specific to the Diffuse: the Indirect Effect of Crime Victimization on Support for Democracy,",Brazilian Political Science Review,Ciência Política,2023,2019-2025,TRUE,TRUE,other_modern_causal_method,"This strategy consists of three main steps. First, I run several matching estimations to achieve covariate balance between treatment and control groups... Second, I employ a novel mediation analysis approach, the regression-with-residuals (RWR)... Third, I run sensitivity analyses",FALSE,other_modern_causal_method
S1981-38212023000200206,"Political Institutions, Electoral Systems, and Party Stability in 40 Democracies Including Brazil",Brazilian Political Science Review,Ciência Política,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S1981-38212023000300202,"Access, Technology, and Transition: Mapping the Themes of the Debate on Energy at the United Nations General Assembly (2000-2020),",Brazilian Political Science Review,Ciência Política,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S1981-38212023000300204,"Climate Change, Denialism, and Participatory Institutions in Brazil: Effects of the Bolsonaro Government's Environmental Strategy (2019-2022)",Brazilian Political Science Review,Ciência Política,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S1981-38212023000300701,"The Environment in Brazil&#8217;s 2022 Presidential Election,",Brazilian Political Science Review,Ciência Política,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""All tests confirm the assumptions of the issue salience and issue ownership theories. In other words, taking the environmental issue as prominent and identifying a candidate as the owner of the issue increases the predisposition to vote for this contender, even when controlled by other explanatory variables""",TRUE,diagnostic_not_design
S1981-38212024000100201,Political Support for Sale: Cabinet Appointments and Public Expenditures in Brazil,Brazilian Political Science Review,Ciência Política,2024,2019-2025,TRUE,FALSE,fixed_effects_causal_panel_claim,"As a robustness check of our FWLS results, we use fixed effects models to calculate the fitted values isolating the four years of the analysis by considering each one as a sub-sample.",TRUE,diagnostic_not_design
S1981-38212024000100201,Political Support for Sale: Cabinet Appointments and Public Expenditures in Brazil,Brazilian Political Science Review,Ciência Política,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"As a robustness check of our FWLS results, we use fixed effects models to calculate the fitted values isolating the four years of the analysis by considering each one as a sub-sample.",TRUE,diagnostic_not_design
S1981-38212024000100202,Following the Trail of Words: Mapping the Trending Topics of Graduate Research in the Brazilian IR Scholarship (1987-2018),Brazilian Political Science Review,Ciência Política,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S1981-38212024000100204,"Separate Tables: Thematic and Methodological Divisions in Brazilian Political Science,,",Brazilian Political Science Review,Ciência Política,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S1981-38212024000200202,The Politics of Agribusiness in Brazil: Business Power and Political Success during the 55th Legislature (2015-2019),Brazilian Political Science Review,Ciência Política,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,We employed a logistic regression model,TRUE,diagnostic_not_design
S1981-38212024000300203,Every Mind is a Different World: do Judges Truly Decide in Such Diverse Ways?,Brazilian Political Science Review,Ciência Política,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S1981-38212024000300205,Violence and Democratic Legitimacy in Latin America: Causal Mechanisms and Contextual Effects,Brazilian Political Science Review,Ciência Política,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"We employed fixed-effects models to refine the focus of our analyses. However, during the exploration and definition of the research design, we also conducted random-effects models for victimization and feeling of insecurity.",TRUE,diagnostic_not_design
S1981-38212025000100201,A Constitution I Am Used To? Constitutional Endurance and Replacement in Democratic Latin America,Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S1981-38212025000100205,The Torrents of Spring : The Role of Governance Capacity in the Developing World during the COVID-19 Pandemic,Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Since omitted variable bias is still an ever-present problem in comparative studies... we re-estimated our model using two-weekly dynamic random-effects panel data, taking the lagged dependent variable as another control",TRUE,diagnostic_not_design
S1981-38212025000100206,Is the Public Sphere Still Alive? Longitudinal Analysis of Climate Change Issue Attention Across Newspapers and Social Media Platforms (2014-2022),Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S1981-38212025000100207,The Electoral Support for Law and Order Candidates: Violence and Local State Capacities,Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Additionally, we must approach causal arguments based on observational data with caution and acknowledge the ecological nature of our information.",FALSE,diagnostic_not_design
S1981-38212025000200202,When Democracy Divides the Electorate: Voting in the 2022 Brazilian Presidential Election,Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S1981-38212025000200702,Brazil's Journey Against Illegal Mining,Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S1981-38212025000300201,Punctuated Equilibrium Theory and the Dynamics of Change in Brazil&#8217;s Federal Budget (2000-2021),Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S1981-38212025000300202,Does Greater Women&#8217;s Presence Make a Difference? The Composition of Executive Party Committees and the Allocation of Public Funds for Election Campaigns in the 2018 Race to Brazil&#8217;s Chamber of Deputies,Brazilian Political Science Review,Ciência Política,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S2236-57102023000100205,A AGENDA DE PESQUISA DA BUROCRACIA DE NÍVEL DE RUA NO CONTEXTO DA PANDEMIA: UMA REVISÃO INTEGRATIVA,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102023000100206,Mapeando a pesquisa de desenho de políticas públicas: uma revisão sistemática da literatura,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102023000100208,DETERMINANTES DOS PRAZOS DAS COMPRAS PÚBLICAS POR MEIO DE PREGÃO ELETRÔNICO,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A Tabela 5 fornece os dados para interpretação dos coeficientes de regressão.,TRUE,diagnostic_not_design
S2236-57102023000100210,CAPACIDADES ESTATAIS E POLÍTICAS MUNICIPAIS DE EDUCAÇÃO DURANTE A PANDEMIA DE COVID-19,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Reforçamos que o uso desse tipo de proxy e modelo de regressão para discutir capacidades estatais já é consolidado na literatura,TRUE,diagnostic_not_design
S2236-57102023000100220,COMPETÊNCIAS NO SETOR PÚBLICO: PANORAMA DA PRODUÇÃO CIENTÍFICA (INTER)NACIONAL,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102023000100403,CAMPO DE PÚBLICAS NO BRASIL: DIAGNÓSTICO EXPLORATÓRIO REALIZADO PELA REDE DE PESQUISA DO CAMPO DE PÚBLICAS,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102023000100404,O ENSINO DE ADMINISTRAÇÃO PÚBLICA: ELEMENTOS PRELIMINARES DE UMA HISTÓRIA INTELECTUAL INTERDISCIPLINAR,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102023000100408,A TRAJETÓRIA INSTITUCIONAL DO PROGRAMA NACIONAL DE FORMAÇÃO EM ADMINISTRAÇÃO PÚBLICA NA UNIVERSIDADE FEDERAL DE OURO PRETO,Cadernos Gestão Pública e Cidadania,Administração Pública,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102024000100203,"CONSTITUIÇÃO, EMENDAS CONSTITUCIONAIS E POLÍTICAS PÚBLICAS: A ATENÇÃO GOVERNAMENTAL EM MUDANÇAS CONSTITUCIONAIS",Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102024000100204,FATORES FISCAIS E SOCIOECONÔMICOS QUE AFETAM A CRIMINALIDADE NO BRASIL,Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,fixed_effects_causal_panel_claim,"regressão linear múltipla de dados em painel, pelo método de efeitos fixos e aleatórios",TRUE,diagnostic_not_design
S2236-57102024000100204,FATORES FISCAIS E SOCIOECONÔMICOS QUE AFETAM A CRIMINALIDADE NO BRASIL,Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"regressão linear múltipla de dados em painel, pelo método de efeitos fixos e aleatórios",TRUE,diagnostic_not_design
S2236-57102024000100207,IDEOLOGIA IMPORTA? UMA ANÁLISE DOS PARECERES EMITIDOS PELOS TRIBUNAIS DE CONTAS BRASILEIROS,Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102024000100210,COMPRAS PÚBLICAS NA PANDEMIA: EXPERIÊNCIAS ESTADUAIS NO FEDERALISMO BOLSONARISTA,Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S2236-57102024000100211,SUS: USO DE EQUIPAMENTOS INOVADORES PARA DIAGNÓSTICO DO CÂNCER DE MAMA,Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,fixed_effects_causal_panel_claim,"Para a escolha do mais adequado, foram realizados os testes F, de Breusch-Pagan e de Hausman. Os resultados destes são apresentados na Tabela 5. A partir da análise dos testes, o modelo de efeitos fixos mostrou-se como o mais adequado entre as alternativas.",TRUE,diagnostic_not_design
S2236-57102024000100212,PCC OU POLÍTICAS PÚBLICAS? UMA ANÁLISE DA REDUÇÃO DOS HOMICÍDIOS EM SÃO PAULO,Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Na Tabelas 3 e 4, apresentam-se os quadros de regressões, em que a variação percentual entre os anos 2000 e 2010 da TMH nos bairros é a variável dependente",TRUE,diagnostic_not_design
S2236-57102024000100403,DECIFRANDO A ESFINGE DA BUROCRACIA SUBNACIONAL NO FEDERALISMO BRASILEIRO: O QUE SE ESCONDE POR TRÁS DESSA REALIDADE?,Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102024000100406,DESIGUALDADES DE GÊNERO E COR/RAÇA ENTRE OS DIRIGENTES MUNICIPAIS E ESTADUAIS NO BRASIL (2010 e 2019),Cadernos Gestão Pública e Cidadania,Administração Pública,2024,2019-2025,TRUE,TRUE,matching_or_weighting,"O uso do matching é recomendado para estudos com variáveis explicativas binárias, sendo capaz de tornar os grupos tratamento (mulheres e negros) e os grupos controle (homens e brancos) semelhantes com relação a covariáveis especificadas.",TRUE,strict_design_method
S2236-57102025000100201,Efeito do monitoramento dos observatórios sociais nos gastos municipais brasileiros,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,TRUE,difference_in_differences,"we are forced to move away from the 2×2 approach, with two groups (treatment and control) and two periods (pre and post), adopting the difference-in-differences Two Way Fixed Effects approach",TRUE,strict_design_method
S2236-57102025000100201,Efeito do monitoramento dos observatórios sociais nos gastos municipais brasileiros,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,TRUE,event_study,"we are forced to move away from the 2×2 approach, with two groups (treatment and control) and two periods (pre and post), adopting the difference-in-differences Two Way Fixed Effects approach",TRUE,strict_design_method
S2236-57102025000100201,Efeito do monitoramento dos observatórios sociais nos gastos municipais brasileiros,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,TRUE,fixed_effects_causal_panel_claim,"we are forced to move away from the 2×2 approach, with two groups (treatment and control) and two periods (pre and post), adopting the difference-in-differences Two Way Fixed Effects approach",TRUE,diagnostic_not_design
S2236-57102025000100202,Reforma do setor portuário brasileiro: Análise dos investimentos após a Lei n. 12.815/2013,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102025000100205,FIQUE EM CASA! O DESEMPENHO DOS TRABALHADORES DURANTE A PANDEMIA DO COVID-19,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""utilizando técnicas estatísticas como a Análise Fatorial Exploratória (AFE) e a Análise de Cluster""",TRUE,diagnostic_not_design
S2236-57102025000101004,"TRANSPARÊNCIA ATIVA, DADOS ABERTOS E DESEMPENHO ACADÊMICO: ANÁLISE DAS UNIVERSIDADES FEDERAIS BRASILEIRAS",Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"foram estimados dois modelos de regressão por mínimos quadrados ordinários, visando identificar a relação entre desempenho e as variáveis de transparência nas universidades",TRUE,diagnostic_not_design
S2236-57102025000101200,CAPACIDADES DE INOVAÇÃO NO EMPREENDEDORISMO SOCIAL EM AMBIENTE DE CRISE: UMA ANÁLISE PELA PERSPECTIVA DOS COLABORADORES,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102025000101402,DETERMINANTES DO DESMATAMENTO HISTÓRICO E RECENTE DA AMAZÔNIA NA PERSPECTIVA DA ESTATÍSTICA ESPACIAL,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,utiliza-se o modelo espacial autorregressivo ou Spatial Auto-Regressive model (SAR),TRUE,diagnostic_not_design
S2236-57102025000101607,"¿LA PROTESTA, SIN LA CALLE? LOS FORMATOS DE PROTESTA Y LA RELACIÓN CON LAS RESTRICCIONES A LA CIRCULACIÓN EN ARGENTINA (2020)",Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S2236-57102025000101702,ARRANJOS FEDERATIVOS E FEDERALISMO FISCAL: UMA PROPOSTA DE FUSÃO MUNICIPAL NO BRASIL,Cadernos Gestão Pública e Cidadania,Administração Pública,2025,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0102-85292005000100005,O Desempenho dos congressos Argentino e Brasileiro em perspectiva comparada,Contexto Internacional,Relações Internacionais,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292006000200004,"Coalizões Sul-Sul e multilateralismo: Índia, Brasil e África do Sul",Contexto Internacional,Relações Internacionais,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292008000300003,"Contenciosos brasileiros na Organização Mundial do Comércio (OMC): pauta comercial, política e instituições",Contexto Internacional,Relações Internacionais,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292009000100004,Impacto dos fatores macro e microeconômicos nas relações comerciais: o caso da Argentina e do Brasil,Contexto Internacional,Relações Internacionais,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292010000100003,Atuação da OTAN no pós-Guerra Fria: implicações para a segurança internacional e para a ONU,Contexto Internacional,Relações Internacionais,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292014000100005,A modernização militar da China e a distribuição de poder no Leste Asiático,Contexto Internacional,Relações Internacionais,2014,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292015000200537,Processos de Difusão Política e Legitimidade no Mercosul: Mimetismo Institucional e Mecanismos de Internalização de Normas Comunitárias,Contexto Internacional,Relações Internacionais,2015,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292016000100241,Public Opinion and Framing Effects of Argentine Foreign Policy Toward Brazil: Evidence from a Survey Experiment in Urban Centers in Argentina,Contexto Internacional,Relações Internacionais,2016,2012-2018,TRUE,TRUE,experiment_survey,respondents were randomly assigned to one of the four experimental groups. The experimental stimulus was administrated in the middle of the questionnaire,FALSE,strict_design_method
S0102-85292016000100467,"Presidents, Legislators, and Foreign Policy in Latin America",Contexto Internacional,Relações Internacionais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0102-85292016000200643,Energy Security: China and the United States and the Divergence in Renewable Energy,Contexto Internacional,Relações Internacionais,2016,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292017000200393,Land Market and Land Grabbing in Brazil during the Commodity Boom of the 2000s,Contexto Internacional,Relações Internacionais,2017,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292018000100139,A Face Econômica dos Arranjos Cooperativos Internacionais: os Casos IBAS e CPLP,Contexto Internacional,Relações Internacionais,2018,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""a correlation was found between the variables, but it is not possible to categorically infer a causal relation between them""",TRUE,diagnostic_not_design
S0102-85292018000100161,O Papel da Capacidade e Poder Institucional-Legal para Explicar a Performance dos Países em Desenvolvimento nas Disputas na OMC contra o G2,Contexto Internacional,Relações Internacionais,2018,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0102-85292019000200365,Questões de Gênero na Torre do Marfim de RI no Brasil,Contexto Internacional,Relações Internacionais,2019,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292020000300515,"‘Paz com o rosto de uma mulher’: Mulheres, Redes Sociais e o Processo de Paz na Colômbia",Contexto Internacional,Relações Internacionais,2020,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292023000100203,Desenvolvimento e o Órgão de Solução de Controvérsias da Organização Mundial do Comércio: uma análise de sobrevivência,Contexto Internacional,Relações Internacionais,2023,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Cox Regression verifies the effect of other variables on survival time""",FALSE,diagnostic_not_design
S0102-85292023000100207,Protecionismo Não-Tarifário no Mercosul: Análise e Recomendações Sobre as Últimas Três Décadas,Contexto Internacional,Relações Internacionais,2023,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292024000100204,Entendendo o apoio dos países muçulmanos às ações da China em Xinjiang: uma análise qualitativa e comparativa,Contexto Internacional,Relações Internacionais,2024,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0102-85292025000200200,Espreitando por trás dos arcos: um exame das filiações partidárias e candidaturas de diplomatas no Brasil,Contexto Internacional,Relações Internacionais,2025,2019-2025,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582005000100003,Efeitos de classe na desigualdade racial no Brasil,Dados,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,O presente estudo utiliza a técnica de regressão múltipla OLS para testar os efeitos moderadores das categorias de classe na relação entre raça e renda.,FALSE,diagnostic_not_design
S0011-52582005000200006,O impacto da internacionalização com foco na inovação tecnológica sobre as exportações das firmas brasileiras,Dados,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""As variáveis explicativas são dummies por categoria de firmas criadas neste trabalho e dummies por divisão de acordo com a Classificação Nacional de Atividades Econômicas""",TRUE,diagnostic_not_design
S0011-52582005000300004,Judiciário e privatizações no Brasil: existe uma judicialização da política?,Dados,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582005000300005,Partidos na república de 1946: uma réplica metodológica,Dados,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582005000400001,Teoria informacional e a seleção de relatores na Câmara dos Deputados,Dados,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,testamos nossas hipóteses através de análise econométrica aplicada a uma base de dados originais,TRUE,diagnostic_not_design
S0011-52582005000400002,"Processo orçamentário e comportamento Legislativo: emendas individuais, apoio ao Executivo e programas de governo",Dados,Ciência Política e Ciências Sociais,2005,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,comparações dos resultados de diferentes modelos de regressão logística,FALSE,diagnostic_not_design
S0011-52582006000100004,Atividade e vulnerabilidade: quais os arranjos familiares em risco?,Dados,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Neste artigo utilizamos o modelo de regressão logística, útil para estimar a probabilidade de ocorrência de um evento quando a variável dependente é binária",TRUE,diagnostic_not_design
S0011-52582006000200002,Os determinantes da existência e dos poderes das câmaras altas: federalismo ou presidencialismo?,Dados,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""para se identificar a contribuição efetiva do federalismo na explicação deste fenômeno, é necessário controlar a influência de outras variáveis que possam gerar o mesmo efeito""",TRUE,diagnostic_not_design
S0011-52582006000200004,"Executivo, legislativo e sindicatos na reforma previdenciária Argentina",Dados,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582006000300007,Recursos familiares e o desempenho cognitivo dos alunos do ensino básico brasileiro,Dados,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Um tipo de modelo estatístico adequado para esse objetivo é a chamada análise de trajetória,TRUE,diagnostic_not_design
S0011-52582006000400003,Regras eleitorais importam? Modelos de listas eleitorais e seus efeitos sobre a competição partidária e o desempenho institucional,Dados,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582006000400006,"Classe, raça e mobilidade social no Brasil",Dados,Ciência Política e Ciências Sociais,2006,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582007000200005,Os efeitos da migração interpartidária na conduta parlamentar,Dados,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582007000200006,O Brasil que sobe e desce: uma análise da mobilidade socioocupacional e realização de êxito no mercado de trabalho urbano,Dados,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""exploração dos efeitos das características inatas... nas chances""",FALSE,diagnostic_not_design
S0011-52582007000300003,A economia solidária diante das desigualdades,Dados,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582007000300004,Impactos de indicadores sociais e do sistema eleitoral sobre as chances das mulheres nas eleições e suas interações com as cotas,Dados,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Foram testados quatro modelos. Dois com homens e mulheres, sendo um sem a variável reeleição e outro com a reeleição, um outro modelo só com os homens e mais um só com as mulheres.",TRUE,diagnostic_not_design
S0011-52582007000400002,Análise comparada do fluxo do sistema de justiça para o crime de estupro,Dados,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582007000400004,Desigualdade e informação política: as eleições brasileiras de 2002,Dados,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582007000400005,Um equilíbrio delicado: a dinâmica das coligações do PT em eleições municipais (2000 e 2004),Dados,Ciência Política e Ciências Sociais,2007,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582008000100007,Comparando estruturas sociais no Rio de Janeiro e em São Paulo,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582008000200005,Classe social e desigualdade de gênero no Brasil,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,A diferença de gênero de renda será investigada através de uma abordagem seqüencial ou hierárquica,TRUE,diagnostic_not_design
S0011-52582008000200006,Definindo a arena política local: sistemas partidários municipais na federação brasileira,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"A representação dos modelos de regressão por Mínimos Quadrados em Dois Estágios - MQ2E, em diagramas causais, permite visualizar as variáveis endógenas consideradas nas estimativas.",TRUE,diagnostic_not_design
S0011-52582008000200008,A Outra face do horário gratuito: partidos políticos e eleições proporcionais na televisão,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582008000300001,A precarização do emprego na Europa,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582008000300002,Transições da escola para o trabalho no Brasil: persistência da desigualdade e frustração de expectativas,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582008000300004,"Partidos políticos, ideologia e política social na América Latina: 1980-1999",Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,fixed_effects_causal_panel_claim,“o modelo se baseia em uma estrutura auto-regressiva comum para todos os países (fixed effects)”,TRUE,diagnostic_not_design
S0011-52582008000300005,Crime e estratégias de policiamento em espaços urbanos,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,TRUE,other_modern_causal_method,uma espécie de semi-experimento ... pontos de mudança conhecidos ... teste de Chow,TRUE,other_modern_causal_method
S0011-52582008000300006,Participação arriscada: manifestações e tumultos em regimes ditatoriais,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,No Modelo 4 mostra os resultados de uma estimação de efeitos aleatórios de Mínimos Quadrados em Dois Estágios - MQ2E utilizando variáveis instrumentadas.,TRUE,diagnostic_not_design
