pid,title,year,journal_title,source_file,input_text_hash,field,critical_field,consensus_level,decision,consensus_value,agent_a_value,agent_b_value,agent_c_value,agent_a_valid,agent_b_valid,agent_c_valid,n_valid,n_distinct_values,top_n,fidelity_issue_n,high_severity_n,medium_severity_n,low_severity_n,fidelity_agents_with_issue,fidelity_statuses,disagreement_flag,priority_score,adjudication_reason
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,a6552c81a72f72f80996bc2a81e7860bee7c47135e21050b7fb7130527e58cbd,specifies_estimate_equations,FALSE,majority,accept_provisionally,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_a; agent_b,not_found_in_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,e81072d4187a9496eee311d76b17e21700508407d7279f06aeb03c6adebdfb89,claims_any_statistically_significant_results,FALSE,majority,accept_provisionally,TRUE,<NULL>,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_b; agent_c,not_found_in_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,e81072d4187a9496eee311d76b17e21700508407d7279f06aeb03c6adebdfb89,uses_original_dataset,FALSE,majority,accept_provisionally,original_survey,original_survey,original_survey,field_study,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_a; agent_b,not_found_in_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S0104-62762016000200318,Medindo o acesso à Justiça Cível no Brasil,2016,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,27d7b9456470a508190a140e5a73253897777bf7ce274c74e74174238ccac6bc,uses_original_dataset,FALSE,majority,accept_provisionally,not_original,not_original,not_original,<NULL>,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_a; agent_b,contradicted_by_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,bf4101f5f850fa23ed8197e2651b11fb5df6d4a8157cee7b089ff7b035cc5ac5,main_variable_relationship,FALSE,no_majority,adjudicate,,<NULL>,"[{""iv_var_name"":""Victimization and violence-related perceptions"",""dv_var_name"":""Satisfaction with democracy"",""relationship_type"":""Negative"",""statistically_significant"":true,""substantively_significant"":false},{""iv_var_name"":""Interpersonal trust"",""dv_var_name"":""Satisfaction with democracy"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":false}]","[{""iv_var_name"":""violence_exposure_and_perceptions"",""dv_var_name"":""satisfaction_with_democracy"",""relationship_type"":""Negative"",""statistically_significant"":true,""substantively_significant"":true}]",TRUE,TRUE,TRUE,3,3,1,1,1,0,0,agent_c,not_found_in_text; supported_by_text,TRUE,8,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-62762025000100220,"Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020",2025,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,68e0fb77b5496b51ad1ec9b203650f62e3858e5c99830bcada20c10bf866eb10,main_variable_relationship,FALSE,no_majority,adjudicate,,<NULL>,"[{""iv_var_name"":""Justice trust and police performance"",""dv_var_name"":""Trust in the national police"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":false},{""iv_var_name"":""Insecurity and perceived corruption"",""dv_var_name"":""Trust in the national police"",""relationship_type"":""Negative"",""statistically_significant"":true,""substantively_significant"":false}]","[{""iv_var_name"":""judicial_system_trust"",""dv_var_name"":""trust_in_carabineros"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":true},{""iv_var_name"":""police_corruption_perception"",""dv_var_name"":""trust_in_carabineros"",""relationship_type"":""Negative"",""statistically_significant"":true,""substantively_significant"":true},{""iv_var_name"":""insecurity_and_victimization"",""dv_var_name"":""trust_in_carabineros"",""relationship_type"":""Unknown"",""statistically_significant"":false,""substantively_significant"":false}]",TRUE,TRUE,TRUE,3,3,1,1,1,0,0,agent_c,not_found_in_text; supported_by_text,TRUE,8,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-62762025000100220,"Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020",2025,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,68e0fb77b5496b51ad1ec9b203650f62e3858e5c99830bcada20c10bf866eb10,specifies_estimate_equations,FALSE,majority,accept_provisionally,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_a; agent_b,not_found_in_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,2007,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,44d8aabc6bc03c7a9eb773cd9307bd2b97c911c980616d260c0c88f4aff96d83,specifies_estimate_equations,FALSE,majority,accept_provisionally,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_a; agent_b,not_found_in_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S1981-38212013000200003,"Perceptions on justice, the judiciary and democracy",2013,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,ac722e76dbe5d1542c48810d4bde9febdd659b02b45a9995ae0a500bd66bc554,specifies_estimate_equations,FALSE,majority,accept_provisionally,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_a; agent_b,not_found_in_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,84481a7bb70abc563f86d60a984980eb1dcc8db2927effbaeee5e114892f9358,specifies_estimate_equations,FALSE,majority,accept_provisionally,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,2,2,0,2,0,agent_a; agent_b,not_found_in_text; supported_by_text,FALSE,8,falha_de_fidelidade_textual
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned With Substantial Exploration,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0034-73292012000300007,Dilema de escolha: a resposta chinesa à mudança climática,2012,Revista Brasileira de Política Internacional,data/processed/fulltext_gold/article_texts_gold.csv,549dbd27cc9e7a819c7dece950220e3e5693c67f7011994052835722f048df51,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,data/processed/fulltext_gold/article_texts_gold.csv,47befe0e532905f602eb35dd05d354df8970fe415b74e67bc313d0b59f19ca2c,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_c,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0034-73292021000200208,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,data/processed/fulltext_gold/article_texts_gold.csv,dd273b926e701100fb20ce5001082fc62daaac78f6c22e1cf2942a940ae9146e,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0034-73292022000100205,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),2022,Revista Brasileira de Política Internacional,data/processed/fulltext_gold/article_texts_gold.csv,d0dd171b90bc53f95cc4024a2e606ed43288c41269fbdc29dcfffe9efe1eeceb,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,data/processed/fulltext_gold/article_texts_gold.csv,e682e7d9e9f38da7a0fe70735177a6c7b5637a6adc92faab6a761e2ceb854642,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0034-76122016000500745,A auditoria de custos e preços: eficácia nos serviços contratantes de defesa na Espanha,2016,Revista de Administração Pública,data/processed/fulltext_gold/article_texts_gold.csv,c1aedf2684a2b61cb2136b83fe8a6b2122d1f97f3421ab52a1d6b6c1ae4a046e,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_c,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,data/processed/fulltext_gold/article_texts_gold.csv,7d487e0b5cef8e6f8cff64044709fafcb858afc6031652327deba7d37c7ab212,effort_to_explore_mechanisms,TRUE,no_majority,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,3eedbc8ad5ee1d7c1f2c122ea44b7747c4f5a9f787d0c83e73f16a7e0e71090a,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,b553d80e09502c9697b055a0545ab25bca0650f990353620f73746b598c1fa00,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_c,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,0978093cfcf5e5af8ac229eb97d2c7b001d79347abb656d6ca705ecdf261705e,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e4708924472d929842ee85c8818e5b6cb9ebb125a4ce0abe3d7dc1c3bf6f95e8,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned With Substantial Exploration,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c22d8db22860429c9eb819dd42293b882bbe579cebcb22be0001facf9f22face,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned With Substantial Exploration,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,f9570a8d115db3eaf9cac0deca47b006cf4e2e57287e23cd0655890a5a40d7c3,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,0bf72334c7d9d57678be91bfa00345d395084596a30e6e391522bea95eb217bc,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,3543caee01510310d4fce6a4d3f572d45c1adbe1b189cb338ecef3819d8cd081,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,424fcbe0b0832412ae9ff561b4c48d7a9c84851b2107c0541afa0ddfdcaf9505,effort_to_explore_mechanisms,TRUE,no_majority,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,424fcbe0b0832412ae9ff561b4c48d7a9c84851b2107c0541afa0ddfdcaf9505,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,2016,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,3289e6538931fd48a35436479d1b7fdfcbda2fd0c6ce4e5cc847dbc2b9ff255d,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",2019,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,4582d7f98f0d8a3fe879a10da817f5f5fde73206cf1deb9acd05a52937c08f53,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",2020,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,23933ef3e044dd386ced070f7fc9eed48dbb302be1f1e58d127a75ec450672e2,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",2025,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,92057b331c022180a6b8073198798aa2313257c357a4fbc6d31ddce04bcab8be,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned With Substantial Exploration,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-44782012000300006,"O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços",2012,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,1ea508e73eac6769646eb5ca9a75a93013f90c8955f3978fa0f20719e3f5196a,effort_to_explore_mechanisms,TRUE,no_majority,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned But Not Explored,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-44782013000300008,Os determinantes dos resultados de soma positiva em Minas Gerais e no Rio Grande do Sul,2013,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,f788222b93a32fdfe1e25955e93a5d19a452b4a62c4833a96d026f35ea4c49e1,effort_to_explore_mechanisms,TRUE,no_majority,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-44782014000100003,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",2014,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ce261e65ec4e36c65e7715b65b4002eeec70de17d20fe02739ae840ec10b9bf,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,2006,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,18189fc45383b7f3e80b166c92395c18b267eb08dfeab92a2eb32326965d9e2d,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned With Substantial Exploration,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,e81072d4187a9496eee311d76b17e21700508407d7279f06aeb03c6adebdfb89,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,bf4101f5f850fa23ed8197e2651b11fb5df6d4a8157cee7b089ff7b035cc5ac5,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned With Substantial Exploration,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_a,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,data/processed/fulltext_gold/article_texts_gold.csv,16e3c574de22acc7177f10fd39aa58d5ec53a0602a227ae7d543455137886fe1,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,1,0,0,1,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S1981-38212020000100204,The Internationalization of the Brazilian Public Prosecutor&#8217;s Office: Anti-Corruption and Corporate Investments in the 2000s,2020,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,b7fb1c29b597fddf4bda6d5b418ed1058bab5ead2763d7e6b61305872504d48a,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,data/processed/fulltext_gold/article_texts_gold.csv,367d083780ed32787db38ef30164aab3421a2623aa5eef4ebd34adc13f37dd6e,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,0,1,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,main_variable_relationship,FALSE,no_majority,adjudicate,,<NULL>,"[{""iv_var_name"":""Economic and financial indicators"",""dv_var_name"":""Voting intentions"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]","[{""iv_var_name"":""inflation"",""dv_var_name"":""vote_intention_lula"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":true},{""iv_var_name"":""ibovespa"",""dv_var_name"":""vote_intention_lula"",""relationship_type"":""Negative"",""statistically_significant"":true,""substantively_significant"":true},{""iv_var_name"":""HGPE"",""dv_var_name"":""vote_intention_government_candidates"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":true}]",TRUE,TRUE,TRUE,3,3,1,1,0,1,0,agent_c,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,paper_uses_survey_data,FALSE,majority,accept_provisionally,uses_public_available_survey,uses_public_available_survey,uses_public_available_survey,no_survey_data,TRUE,TRUE,TRUE,3,2,2,1,1,0,0,agent_c,contradicted_by_text; supported_by_text,FALSE,6,falha_de_fidelidade_textual
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,uses_original_dataset,FALSE,no_majority,adjudicate,,procure_original_data,not_original,structure_systematize,TRUE,TRUE,TRUE,3,3,1,1,0,1,0,agent_b,contradicted_by_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,data/processed/fulltext_gold/article_texts_gold.csv,8ce4219c5aa10d661c7d114ae92f7825a07979562b4bffbcce8a717270ddecac,uses_original_dataset,FALSE,no_majority,adjudicate,,structure_systematize,not_original,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,1,0,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,data/processed/fulltext_gold/article_texts_gold.csv,4ac1fd28a264747ba1ace1acbb401587654a2ca16277e4c109feb21e19e648ff,uses_original_dataset,FALSE,no_majority,adjudicate,,structure_systematize,not_original,<NULL>,TRUE,TRUE,TRUE,3,3,1,1,0,1,0,agent_a,not_found_in_text; supported_by_text,TRUE,6,desacordo_entre_agentes_e_falha_de_fidelidade
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,data/processed/fulltext_gold/article_texts_gold.csv,fd2b45b84af03759cdc0cf1967ed4815da8b35702939f45f2fd6bf4c5e951ae9,sample_size,FALSE,majority,accept_provisionally,<NULL>,<NULL>,<NULL>,103,TRUE,TRUE,TRUE,3,2,2,1,1,0,0,agent_c,not_found_in_text; supported_by_text,FALSE,6,falha_de_fidelidade_textual
