pid,title,year,journal_title,audited_agent_id,field,status,severity,overall_fidelity_status,reason,classification_value,supporting_excerpt,file
S0034-73292011000200008,Brasil y la región: una potencia emergente y la integración regional sudamericana,2011,Revista Brasileira de Política Internacional,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"corrientes en función de los elementos que priorizan y que se han ido perfilando y gozando de más o meno s influenc ia dependiendo de los distintos momentos históricos y de los presidentes que han llegado al poder. Con matices, se puede",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-73292011000200008.json
S0034-73292011000200008,Brasil y la región: una potencia emergente y la integración regional sudamericana,2011,Revista Brasileira de Política Internacional,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"corrientes en función de los elementos que priorizan y que se han ido perfilando y gozando de más o meno s influenc ia dependiendo de los distintos momentos históricos y de los presidentes que han llegado al poder. Con matices, se puede",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-73292011000200008.json
S0034-73292012000100003,Ascenso y hegemonía: pensando a las potencias emergentes desde América del Sur,2012,Revista Brasileira de Política Internacional,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"posible, no fue teorizado. Asimismo, si lográsemos integrar estas dos corrientes realistas al análisis de la política internacional en un determinado momento histórico podríamos ver la interacción de escenarios de equilibrio y hegemónicos en distintos niveles como el internacional y el regional",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-73292012000100003.json
S0034-73292017000100218,Clashing frames: human rights and foreign policy in the Brazilian re-democratization process,2017,Revista Brasileira de Política Internacional,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,in the foreign affairs during the Brazilian transitional context. The liberal view resumes the complexity of this process in a causal (quasi-deterministic) mechanism regarding the nature of the regime. I argued that such traditional approaches obscures the political agendas and the theoretical,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-73292017000100218.json
S0034-73292017000100218,Clashing frames: human rights and foreign policy in the Brazilian re-democratization process,2017,Revista Brasileira de Política Internacional,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,in the foreign affairs during the Brazilian transitional context. The liberal view resumes the complexity of this process in a causal (quasi-deterministic) mechanism regarding the nature of the regime. I argued that such traditional approaches obscures the political agendas and the theoretical,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-73292017000100218.json
S0034-73292022000100205,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),2022,Revista Brasileira de Política Internacional,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"centripetal movements that embrace the same countries and common political goals. The place those definitions occupy on different studies’ c ausal chains is not predetermined. For Gómez-Mera (2015, 20-21), overlapping agreements (which she defines as legal fragmentation) and conflicting state interests (political",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-73292022000100205.json
S0034-76122006000100004,Articulação de políticas públicas a partir dos fóruns de competitividade setoriais: a experiência recente da cadeia produtiva têxtil e de confecções,2006,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"difícil formulação e implementação de políticas públicas. Na década de 1990, a CTC foi uma das que mais sentiu o impacto da abertura comercial e da sobrevalorização cambial verificada no período pós-Plano Real. Para fazer face ao desafio lançado pelo incremento da",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122006000100004.json
S0034-76122006000100004,Articulação de políticas públicas a partir dos fóruns de competitividade setoriais: a experiência recente da cadeia produtiva têxtil e de confecções,2006,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"difícil formulação e implementação de políticas públicas. Na década de 1990, a CTC foi uma das que mais sentiu o impacto da abertura comercial e da sobrevalorização cambial verificada no período pós-Plano Real. Para fazer face ao desafio lançado pelo incremento da",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122006000100004.json
S0034-76122009000100006,Redes de C&T em institutos públicos de pesquisa brasileiros: o caso do Instituto Agronômico do Paraná (Iapar),2009,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"para atuarem em redes. Para as agências financiadoras, incentivar a formação das redes entre instituições de pesquisa pode maximizar os efeitos dos recursos que aplicam. Já para as equipes de pesquisa, as redes em C&T colaboram ativamente para atingir os objetivos das",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122009000100006.json
S0034-76122009000100006,Redes de C&T em institutos públicos de pesquisa brasileiros: o caso do Instituto Agronômico do Paraná (Iapar),2009,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"para atuarem em redes. Para as agências financiadoras, incentivar a formação das redes entre instituições de pesquisa pode maximizar os efeitos dos recursos que aplicam. Já para as equipes de pesquisa, as redes em C&T colaboram ativamente para atingir os objetivos das",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122009000100006.json
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"observada pelo ""ponto de partida"" e deve ser assegurada dando a todos as mesmas condições de vida; ▼ equidade d os efeit os ou resultados - dá-se quando a legislação e outras medidas políticas procuram compensar os efeitos das desigualdades das condições",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122009000300003.json
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_a,uses_original_dataset,contradicted_by_text,medium,pass_with_warnings,"The classification says not original, but the body describes original data construction, collection, or qualitative field interviews.",not_original,"nacional, deveria possuir informações cruciais como: faixa etária; município de referência; e grupo de atendimento. Dada essa dificuldade, o s dados foram coletad os diretamente nos livros de registros das unidades que realizam o procedimento e, mesmo assim, observou-se falta de registros",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122009000300003.json
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_b,effort_to_explore_mechanisms,contradicted_by_text,low,pass_with_warnings,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.",No Mention of Mechanisms/Channels,"não garante a produção dos serviços, pois depende também da existência de número adequado de profissionais, de materiais e de mecanismo s administrativos para garantir a utilização dos serviços. Pode-se observar na figura a evolução da produção de exames de mamografia entre",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122009000300003.json
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"observada pelo ""ponto de partida"" e deve ser assegurada dando a todos as mesmas condições de vida; ▼ equidade d os efeit os ou resultados - dá-se quando a legislação e outras medidas políticas procuram compensar os efeitos das desigualdades das condições",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122009000300003.json
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_c,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"observada pelo ""ponto de partida"" e deve ser assegurada dando a todos as mesmas condições de vida; ▼ equidade d os efeit os ou resultados - dá-se quando a legislação e outras medidas políticas procuram compensar os efeitos das desigualdades das condições",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0034-76122009000300003.json
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_c,uses_original_dataset,contradicted_by_text,medium,pass_with_warnings,"The classification says not original, but the body describes original data construction, collection, or qualitative field interviews.",not_original,"nacional, deveria possuir informações cruciais como: faixa etária; município de referência; e grupo de atendimento. Dada essa dificuldade, o s dados foram coletad os diretamente nos livros de registros das unidades que realizam o procedimento e, mesmo assim, observou-se falta de registros",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0034-76122009000300003.json
S0034-76122009000600006,Accountability: já podemos traduzi-la para o português?,2009,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"inclusive, mais controlável. Paralelamente, no meio acadêmico, uma imensa literatura tem sido produzida no intuito de analisar e compreender os impacto s de tais mudanças no tecido social, bem como suas contribuições para viabilizar pelo menos uma aproximação do conteúdo do conceito",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122009000600006.json
S0034-76122011000400011,A unidade dos contrários: fordismo e pós-fordismo,2011,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"Sem nos determos em fatos históricos ou em autores que ao longo dos séculos pontuaram ou exerceram uma possível inf luência so bre o processo de gestão organizacional, visto que vários textos já foram publicados sobre o assunto,8 faremos um corte na",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122011000400011.json
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"diferentes autores, está ligado a alguns fatores que lhes conferem legitimidade: (i) O desempenho e os resultados e/ou impact o de su a atuação (Atack, 1999; Edwards, 2000); (ii) A aceitação dos procedimentos e métodos utilizados e a aderência às regras e",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122014000100004.json
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"diferentes autores, está ligado a alguns fatores que lhes conferem legitimidade: (i) O desempenho e os resultados e/ou impact o de su a atuação (Atack, 1999; Edwards, 2000); (ii) A aceitação dos procedimentos e métodos utilizados e a aderência às regras e",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122014000100004.json
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_c,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"diferentes autores, está ligado a alguns fatores que lhes conferem legitimidade: (i) O desempenho e os resultados e/ou impact o de su a atuação (Atack, 1999; Edwards, 2000); (ii) A aceitação dos procedimentos e métodos utilizados e a aderência às regras e",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0034-76122014000100004.json
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"e do capitalismo de menor escala. A redução das atividades para um pequeno empresário, ou empresário por conta própria, pro duz efe itos imediatos como a redução da qualidade de vida, não acesso ao crédito, sofrimento psíquico, ampliação da vulnerabilidade e intensificação",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122014000500011.json
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"e do capitalismo de menor escala. A redução das atividades para um pequeno empresário, ou empresário por conta própria, pro duz efe itos imediatos como a redução da qualidade de vida, não acesso ao crédito, sofrimento psíquico, ampliação da vulnerabilidade e intensificação",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122014000500011.json
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_c,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"e do capitalismo de menor escala. A redução das atividades para um pequeno empresário, ou empresário por conta própria, pro duz efe itos imediatos como a redução da qualidade de vida, não acesso ao crédito, sofrimento psíquico, ampliação da vulnerabilidade e intensificação",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0034-76122014000500011.json
S0034-76122014000600003,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,2014,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"este problema adequado para a presente pesquisa, que objetiva: evidenciar a utilidade e os procedimentos operacionais para aplicação do mapa causa l e da matriz de loops para análise de problemas complexos no contexto da esfera pública. Assim, o contexto da falta",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122014000600003.json
S0034-76122014000600003,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,2014,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"este problema adequado para a presente pesquisa, que objetiva: evidenciar a utilidade e os procedimentos operacionais para aplicação do mapa causa l e da matriz de loops para análise de problemas complexos no contexto da esfera pública. Assim, o contexto da falta",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122014000600003.json
S0034-76122015000300563,"A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas",2015,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"actors"" (Steinmo, 2001:365). As these theoretical assumptions, analyzes and interpretations should therefore focus not only on specific institutions, but c ausal processes operating in an institutional level. Institutional settings (rather than single institutions) can explain both the institutional arrangements themselves, as the",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122015000300563.json
S0034-76122015000300563,"A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas",2015,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"actors"" (Steinmo, 2001:365). As these theoretical assumptions, analyzes and interpretations should therefore focus not only on specific institutions, but c ausal processes operating in an institutional level. Institutional settings (rather than single institutions) can explain both the institutional arrangements themselves, as the",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122015000300563.json
S0034-76122016000600959,"Análise de políticas públicas no Brasil: de uma prática não nomeada à institucionalização do ""campo de públicas""",2016,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"adoção pelo governo de políticas de ajuste. Mudanças se fizeram sentir na gestão pública e nas políticas públicas sob o efeit o, portanto, de dois movimentos: a democratização, orientada pela perspectiva de direitos, e a busca da eficiência na utilização de recursos",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122016000600959.json
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,agent_a,effort_to_explore_mechanisms,contradicted_by_text,low,pass_with_warnings,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.",No Mention of Mechanisms/Channels,"disponível com a finalidade de alcançar o resultado requerido, podendo ser considerada uma medida da capacidade que agentes ou meca nismos têm para melhor atingir seus propósitos. Entende-se que o conceito de eficiência não alcança apenas a alocação dos recursos públicos de",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122017000500879.json
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,agent_b,effort_to_explore_mechanisms,contradicted_by_text,low,fail,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.",No Mention of Mechanisms/Channels,"disponível com a finalidade de alcançar o resultado requerido, podendo ser considerada uma medida da capacidade que agentes ou meca nismos têm para melhor atingir seus propósitos. Entende-se que o conceito de eficiência não alcança apenas a alocação dos recursos públicos de",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122017000500879.json
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"de uma poliarquia institucional (Ostrom, 2010) - pode-se discutir mais profundamente e através de outras lentes os condicionantes e os efeitos dos processos de participação e envolvimento de diversos atores nas políticas públicas. Trata-se de explorar os alcances e limites das redes",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122020000100181.json
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"de uma poliarquia institucional (Ostrom, 2010) - pode-se discutir mais profundamente e através de outras lentes os condicionantes e os efeitos dos processos de participação e envolvimento de diversos atores nas políticas públicas. Trata-se de explorar os alcances e limites das redes",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122020000100181.json
S0034-76122023000500502,Estratégia nacional de inovação: uma breve contribuição para sua efetividade sob a perspectiva de acumulação de capacidade tecnológica,2023,Revista de Administração Pública,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"sugere que a inovação noutras áreas da economia não seja importante. Por exemplo, inovações no sector público podem ter im pactos s ignificativos na sociedade, melhorando os serviços públicos, os cuidados de saúde, a educação, as infraestruturas, o enfrentamento de desafios sociais",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0034-76122023000500502.json
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_a,effort_to_explore_mechanisms,contradicted_by_text,low,fail,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.",No Mention of Mechanisms/Channels,"Justiça Federal foram iniciados em juizados especiais, segundo dados disponibilizados pelo CNJ no painel Datajud.1A assistência judiciária gratuita é outro mecanismo que isenta o autor do pagamento de custas e de honorários de sucumbência, sendo que não existe critério objetivo para sua",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122024000200402.json
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"sobre um problema importante do ponto de vista social e econômico, além de oferecer subsídios para mitigar seus perversos e feitos. 2. MÉTODOS E TÉCNICAS DA PESQUISA A coleta de dados se deu mediante entrevista semiestruturada, que combina perguntas predefinidas com aquelas",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0034-76122024000200402.json
S0101-33002005000200003,Impasses do desenvolvimento,2005,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"de pagamentos. Na verdade, enquanto toda a produção for exportada, a participação nas redes internacionais de produção pode t er um i mpacto positivo no balanço de pagamentos dos países em desenvolvimento, impedindo práticas como a transferência de preços, mesmo se tais",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002005000200003.json
S0101-33002006000200016,Do sonho ao sonhar,2006,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"vez de tomar o sonho como objeto de conhecimento existente para fora da experiência. Trata-se de uma radicalização sobre um determinad o ponto de vista, levando-o às últimas conseqüências. Evidentemente, os fundamentos deste modo de encarar o sonho não deixam de ser",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002006000200016.json
S0101-33002007000200016,Teoria social e o racismo no Brasil,2007,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"seres humanos"" (p. 11) e a ambição do cosmopolitismo de expressar um universalismo abstrato que fecha os olhos para o s efeit os socioeconômicos e culturais do racismo, cujo imaginário contribuiu para criar. Transposta para a teoria social, essa hierarquia qualitativa entre",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002007000200016.json
S0101-33002011000300004,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"quais grupos sociais terão maiores chances de aproveitar essas oportunidades e quais deverão ser apoiados por políticas específicas. Assim, os efeito s das mudanças recentes no arcabouço institucional e nos níveis de investimento sobre a qualificação da força de trabalho, a distribuição",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0101-33002011000300004.json
S0101-33002011000300004,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"quais grupos sociais terão maiores chances de aproveitar essas oportunidades e quais deverão ser apoiados por políticas específicas. Assim, os efeito s das mudanças recentes no arcabouço institucional e nos níveis de investimento sobre a qualificação da força de trabalho, a distribuição",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002011000300004.json
S0101-33002013000100006,A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora,2013,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"que você come: os temperamentos, na medida em que ainda eram invocados depois de Locke, podiam não ter nenhuma ligação causa l com as qualidades dos alimentos. A ligação cosmológica havia sido formalmente rompida. Com algumas nobres exceções, Quod sapit nutrit se",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002013000100006.json
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"de novas tecnologias. Em adição a essa correlação simples, a Tabela 1 traz um modelo econométrico em painel, com contr ole par a efeitos fixos. Os dados são para 2007, 2009 e 2011. A vantagem desse tipo de modelo é que a",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0101-33002014000100004.json
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,agent_a,uses_original_dataset,contradicted_by_text,medium,pass_with_warnings,"The classification says not original, but the body describes original data construction, collection, or qualitative field interviews.",not_original,"ao conhecimento do trabalho se faz essencial, assim como a capacidade de liderar e gerenciar projetos, a julgar pelos nosso s entrevistad os. Outra forma de retratar a questão geracional é acompanhar a evolução dos engenheiros em ocupações típicas e não típicas",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0101-33002014000100004.json
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"de novas tecnologias. Em adição a essa correlação simples, a Tabela 1 traz um modelo econométrico em painel, com contr ole par a efeitos fixos. Os dados são para 2007, 2009 e 2011. A vantagem desse tipo de modelo é que a",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002014000100004.json
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,agent_b,uses_original_dataset,contradicted_by_text,medium,fail,"The classification says not original, but the body describes original data construction, collection, or qualitative field interviews.",not_original,"ao conhecimento do trabalho se faz essencial, assim como a capacidade de liderar e gerenciar projetos, a julgar pelos nosso s entrevistad os. Outra forma de retratar a questão geracional é acompanhar a evolução dos engenheiros em ocupações típicas e não típicas",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002014000100004.json
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,agent_c,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"de novas tecnologias. Em adição a essa correlação simples, a Tabela 1 traz um modelo econométrico em painel, com contr ole par a efeitos fixos. Os dados são para 2007, 2009 e 2011. A vantagem desse tipo de modelo é que a",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0101-33002014000100004.json
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,agent_c,uses_original_dataset,contradicted_by_text,medium,pass_with_warnings,"The classification says not original, but the body describes original data construction, collection, or qualitative field interviews.",not_original,"ao conhecimento do trabalho se faz essencial, assim como a capacidade de liderar e gerenciar projetos, a julgar pelos nosso s entrevistad os. Outra forma de retratar a questão geracional é acompanhar a evolução dos engenheiros em ocupações típicas e não típicas",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0101-33002014000100004.json
S0101-33002014000100010,"O cortiço, romance econômico",2014,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"social de Bertoleza. Como é branco, não precisa dizê-lo com todas as letras: ""Tu não te conheces?... [...] Tinha graça , com efeito, que ficássemos vivendo juntos!... Não sei como não me propões casamento"". Bertoleza responde com clarividência: ""Então a negra servia",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002014000100010.json
S0101-33002015000100117,QUANTO VALE A ARTE CONTEMPORÂNEA?,2015,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"mundial (do capitalismo tardio), prefigurada na bolha imobiliária norte-americana, com a consequente desestabilização do sistema bancário naquele país e seu efeito dominó no mundo. Além disso, as mudanças econômicas do capital global implicaram a entrada de novos protagonistas no mercado – como",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002015000100117.json
