pid,title,year,journal_title,agent_id,field,value,previous_value
S0104-44782015000200109,"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006",2015,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE.","Quantitative study analyzing socioeconomic, political, spatial and Bolsa Familia determinants of 2006 gubernatorial election results in Bahia municipalities using spatial econometrics."
S0104-44782015000200109,"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006",2015,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo usa análise exploratória de dados espaciais e modelos econométricos espaciais para explicar a votação municipal do PT na Bahia em 2006. É quantitativo e inferencial, mas o desenho é observacional e não identifica um efeito causal com estratégia quase experimental.","Quantitative study analyzing socioeconomic, political, spatial and Bolsa Familia determinants of 2006 gubernatorial election results in Bahia municipalities using spatial econometrics."
S0104-44782017000100051,A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas,2017,Revista de Sociologia e Política,agent_a,brief_justification,"O corpo de ""A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas"" conduz análise empírica qualitativa ou histórico-documental, não uma análise quantitativa de dados observacionais ou experimentais. Os campos estatísticos e de desenho causal foram preenchidos apenas quando o método estava claramente declarado no texto.","Analyzes why creative cities pursue paradiplomacy in their internationalization processes, identifying four main factors. International relations/subnational diplomacy."
S0104-44782017000100051,A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas,2017,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas"" apresenta argumento qualitativo explicativo com linguagem causal ou processual. Como não define estimando nem suposições de identificação, classifiquei o desenho como Other e a quantidade causal como FALSE.","Analyzes why creative cities pursue paradiplomacy in their internationalization processes, identifying four main factors. International relations/subnational diplomacy."
S0104-44782017000100051,A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas,2017,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo usa comparação focada e estruturada de três cidades criativas em paradiplomacia. A evidência é qualitativa comparativa, sem análise estatística própria.","Analyzes why creative cities pursue paradiplomacy in their internationalization processes, identifying four main factors. International relations/subnational diplomacy."
S0104-44782018000200031,"Eu quero acreditar! Da importância, formas de uso e limites dos testes de confiabilidade na Análise de Conteúdo",2018,Revista de Sociologia e Política,agent_a,brief_justification,"O corpo de ""Eu quero acreditar! Da importância, formas de uso e limites dos testes de confiabilidade na Análise de Conteúdo"" se apresenta como ensaio teórico, conceitual ou de história das ideias, sem análise própria de dados observacionais ou experimentais. Por isso, os campos de desenho causal, variáveis, amostra e resultados estatísticos foram deixados nulos.","Methodological contribution on importance, forms and limits of inter-coder reliability tests in content analysis. Identifies that empirical studies in Brazil and abroad have neglected reliability principles."
S0104-44782018000200031,"Eu quero acreditar! Da importância, formas de uso e limites dos testes de confiabilidade na Análise de Conteúdo",2018,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""Eu quero acreditar! Da importância, formas de uso e limites dos testes de confiabilidade na Análise de Conteúdo"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto.","Methodological contribution on importance, forms and limits of inter-coder reliability tests in content analysis. Identifies that empirical studies in Brazil and abroad have neglected reliability principles."
S0104-44782018000200031,"Eu quero acreditar! Da importância, formas de uso e limites dos testes de confiabilidade na Análise de Conteúdo",2018,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo é uma discussão metodológica sobre testes de confiabilidade em análise de conteúdo. Embora trate de mensuração quantitativa, não apresenta análise própria substantiva de dados observacionais ou experimentais.","Methodological contribution on importance, forms and limits of inter-coder reliability tests in content analysis. Identifies that empirical studies in Brazil and abroad have neglected reliability principles."
S0104-44782019000200209,Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO),2019,Revista de Sociologia e Política,agent_a,brief_justification,"O corpo de ""Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO)"" conduz análise empírica qualitativa ou histórico-documental, não uma análise quantitativa de dados observacionais ou experimentais. Os campos estatísticos e de desenho causal foram preenchidos apenas quando o método estava claramente declarado no texto.","Qualitative study examining Catholic sociability and political practice in the youth organization of Argentina PRO party, exploring affinities between Catholic volunteer experiences and political militancy."
S0104-44782019000200209,Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO),2019,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO)"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação.","Qualitative study examining Catholic sociability and political practice in the youth organization of Argentina PRO party, exploring affinities between Catholic volunteer experiences and political militancy."
S0104-44782019000200209,Sociabilidad católica y práctica política en la organización juvenil del partido Propuesta Republicana (PRO),2019,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo analisa sociabilidade católica e prática política na juventude do PRO em chave qualitativa. Não há evidência de análise quantitativa própria com amostra, variáveis estimadas ou significância.","Qualitative study examining Catholic sociability and political practice in the youth organization of Argentina PRO party, exploring affinities between Catholic volunteer experiences and political militancy."
S0104-44782020000100202,Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa,2020,Revista de Sociologia e Política,agent_a,brief_justification,"O corpo de ""Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa"" combina evidência quantitativa com documentos, entrevistas, análise de conteúdo ou estudo de caso. Mantive nulos os campos de identificação causal, placebo e relações IV-DV quando o texto não sustentava uma leitura causal precisa.","Uses QCA to explain electoral survival capacity of Latin American presidents after 2008 crisis and pink tide reflux, testing hypotheses about economic control, programmatic manipulation, and radical left ideology."
S0104-44782020000100202,Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa,2020,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa"" apresenta argumento qualitativo explicativo com linguagem causal ou processual. Como não define estimando nem suposições de identificação, classifiquei o desenho como Other e a quantidade causal como FALSE.","Uses QCA to explain electoral survival capacity of Latin American presidents after 2008 crisis and pink tide reflux, testing hypotheses about economic control, programmatic manipulation, and radical left ideology."
S0104-44782020000100202,Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa,2020,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo usa análise comparada qualitativa com dados binários para explicar sobrevivência eleitoral presidencial na América Latina. É empírico e sistemático, mas sem regressão ou significância estatística.","Uses QCA to explain electoral survival capacity of Latin American presidents after 2008 crisis and pink tide reflux, testing hypotheses about economic control, programmatic manipulation, and radical left ideology."
S0104-44782020000400209,Programas de governo e promessas de campanha,2020,Revista de Sociologia e Política,agent_a,brief_justification,"O corpo de ""Programas de governo e promessas de campanha"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.","Descriptive quantitative analysis of government programs of elected Brazilian presidential candidates (1994-2006), using MARPOR methodology to assess informational content and thematic differences between PT and PSDB."
S0104-44782020000400209,Programas de governo e promessas de campanha,2020,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""Programas de governo e promessas de campanha"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação.","Descriptive quantitative analysis of government programs of elected Brazilian presidential candidates (1994-2006), using MARPOR methodology to assess informational content and thematic differences between PT and PSDB."
S0104-44782020000400209,Programas de governo e promessas de campanha,2020,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo codifica 2.315 quasi-sentences de programas de governo, aplica codificação por pares e Alpha de Krippendorff. É uma análise quantitativa de conteúdo, descritiva e reprodutível, sem inferência causal.","Descriptive quantitative analysis of government programs of elected Brazilian presidential candidates (1994-2006), using MARPOR methodology to assess informational content and thematic differences between PT and PSDB."
S0104-44782023000100400,Como se fomenta ou se barra reformas eleitorais? Uma revisão de escopo,2023,Revista de Sociologia e Política,agent_a,brief_justification,"O corpo de ""Como se fomenta ou se barra reformas eleitorais? Uma revisão de escopo"" conduz análise empírica qualitativa ou histórico-documental, não uma análise quantitativa de dados observacionais ou experimentais. Os campos estatísticos e de desenho causal foram preenchidos apenas quando o método estava claramente declarado no texto.",Scoping review examining preconditions for electoral system reforms and factors that can impede them. Systematic literature review on electoral reform and political institutions.
S0104-44782023000100400,Como se fomenta ou se barra reformas eleitorais? Uma revisão de escopo,2023,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""Como se fomenta ou se barra reformas eleitorais? Uma revisão de escopo"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação.",Scoping review examining preconditions for electoral system reforms and factors that can impede them. Systematic literature review on electoral reform and political institutions.
S0104-44782023000100400,Como se fomenta ou se barra reformas eleitorais? Uma revisão de escopo,2023,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo é uma revisão de escopo sobre reformas eleitorais. Há método de revisão, mas não uma análise própria de dados observacionais ou experimentais para testar relações entre variáveis.",Scoping review examining preconditions for electoral system reforms and factors that can impede them. Systematic literature review on electoral reform and political institutions.
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,agent_a,brief_justification,"O corpo de ""Polarização e ideologia: explorando a natureza contextual do compromisso democrático"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.","Cross-national quantitative study of how ideological polarization affects democratic commitment, using multilevel multivariate models. Explores the contextual nature of democratic backsliding."
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,agent_b,brief_justification,"O artigo ""Polarização e ideologia: explorando a natureza contextual do compromisso democrático"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE.","Cross-national quantitative study of how ideological polarization affects democratic commitment, using multilevel multivariate models. Explores the contextual nature of democratic backsliding."
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,agent_c,brief_justification,"O artigo combina World Values Survey e dados nacionais para estimar modelos logísticos multiníveis sobre compromisso democrático. A análise é quantitativa e inferencial, mas observacional e sem estimando causal explícito como ATE.","Cross-national quantitative study of how ideological polarization affects democratic commitment, using multilevel multivariate models. Explores the contextual nature of democratic backsliding."
S0104-62762005000200006,"Como os empresários pensam a política e a democracia: Brasil, anos 1990",2005,Opinião Pública,agent_a,brief_justification,"O corpo de ""Como os empresários pensam a política e a democracia: Brasil, anos 1990"" conduz análise empírica qualitativa ou histórico-documental, não uma análise quantitativa de dados observacionais ou experimentais. Os campos estatísticos e de desenho causal foram preenchidos apenas quando o método estava claramente declarado no texto.","Analyzes how Brazilian entrepreneurs think about politics, democracy and democratic institutions in the 1990s using survey data."
S0104-62762005000200006,"Como os empresários pensam a política e a democracia: Brasil, anos 1990",2005,Opinião Pública,agent_b,brief_justification,"O artigo ""Como os empresários pensam a política e a democracia: Brasil, anos 1990"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação.","Analyzes how Brazilian entrepreneurs think about politics, democracy and democratic institutions in the 1990s using survey data."
S0104-62762005000200006,"Como os empresários pensam a política e a democracia: Brasil, anos 1990",2005,Opinião Pública,agent_c,brief_justification,O artigo interpreta pensamento político e democrático de empresários brasileiros nos anos 1990. O body não apresenta survey ou base quantitativa própria com método explícito de análise estatística.,"Analyzes how Brazilian entrepreneurs think about politics, democracy and democratic institutions in the 1990s using survey data."
S0104-62762006000100007,Debates políticos na internet: a perspectiva da conversação civil,2006,Opinião Pública,agent_a,brief_justification,"O corpo de ""Debates políticos na internet: a perspectiva da conversação civil"" se apresenta como ensaio teórico, conceitual ou de história das ideias, sem análise própria de dados observacionais ou experimentais. Por isso, os campos de desenho causal, variáveis, amostra e resultados estatísticos foram deixados nulos.","Theoretical article examining the interface between democracy and digital communication technologies, evaluating possibilities for a virtual public sphere and civil conversation."
S0104-62762006000100007,Debates políticos na internet: a perspectiva da conversação civil,2006,Opinião Pública,agent_b,brief_justification,"O artigo ""Debates políticos na internet: a perspectiva da conversação civil"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto.","Theoretical article examining the interface between democracy and digital communication technologies, evaluating possibilities for a virtual public sphere and civil conversation."
S0104-62762006000100007,Debates políticos na internet: a perspectiva da conversação civil,2006,Opinião Pública,agent_c,brief_justification,"O body canônico apresenta uma discussão conceitual, interpretativa ou histórica, sem análise própria de dados observacionais ou experimentais. Não há amostra, variáveis, equações estimadas ou resultados estatísticos sustentados pelo texto.","Theoretical article examining the interface between democracy and digital communication technologies, evaluating possibilities for a virtual public sphere and civil conversation."
S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,2006,Opinião Pública,agent_a,brief_justification,"O corpo de ""Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.","Examines whether civil society participation (especially participatory budgeting) increases political information levels beyond immediate organizational concerns, using 2002 election survey data from Brazil."
S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,2006,Opinião Pública,agent_b,brief_justification,"O artigo ""Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE.","Examines whether civil society participation (especially participatory budgeting) increases political information levels beyond immediate organizational concerns, using 2002 election survey data from Brazil."
S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,2006,Opinião Pública,agent_c,brief_justification,"O artigo usa dados em painel de duas cidades nas eleições de 2002 para testar se participação no Orçamento Participativo aumenta informação política. Há amostras probabilísticas, grupo de controle e testes estatísticos, mas não há desenho experimental.","Examines whether civil society participation (especially participatory budgeting) increases political information levels beyond immediate organizational concerns, using 2002 election survey data from Brazil."
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),2007,Opinião Pública,agent_a,brief_justification,"O corpo de ""Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006)"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.","Uses ESEB (Brazilian Electoral Study) data to examine the influence of presidential elections on social capital formation, both institutional and informal dimensions, in 2002-2006."
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),2007,Opinião Pública,agent_b,brief_justification,"O artigo ""Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006)"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE.","Uses ESEB (Brazilian Electoral Study) data to examine the influence of presidential elections on social capital formation, both institutional and informal dimensions, in 2002-2006."
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),2007,Opinião Pública,agent_c,brief_justification,"O artigo compara duas amostras de opinião em 2002 e 2006 para avaliar capital social e atitudes democráticas. A análise é quantitativa descritiva, sem modelo estatístico de determinantes claro no body.","Uses ESEB (Brazilian Electoral Study) data to examine the influence of presidential elections on social capital formation, both institutional and informal dimensions, in 2002-2006."
S0104-62762011000200010,,2011,Opinião Pública,agent_a,brief_justification,"O corpo de ""S0104-62762011000200010"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.","No title, no abstract, no keywords available in metadata. Cannot determine content. Classified as Other due to insufficient information."
S0104-62762011000200010,,2011,Opinião Pública,agent_b,brief_justification,"O artigo ""S0104-62762011000200010"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto.","No title, no abstract, no keywords available in metadata. Cannot determine content. Classified as Other due to insufficient information."
S0104-62762011000200010,,2011,Opinião Pública,agent_c,brief_justification,"O texto é um encarte descritivo de tendências do ESEB/CSES 2010. Usa survey público e apresenta resultados quantitativos, mas não estima modelos nem testa determinantes.","No title, no abstract, no keywords available in metadata. Cannot determine content. Classified as Other due to insufficient information."
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,agent_a,brief_justification,"O corpo de ""Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais"" combina evidência quantitativa com documentos, entrevistas, análise de conteúdo ou estudo de caso. Mantive nulos os campos de identificação causal, placebo e relações IV-DV quando o texto não sustentava uma leitura causal precisa.","Survey of municipal legislators in Curitiba about political values regarding social rights (health, education, social assistance, housing). Descriptive analysis of political culture."
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,agent_b,brief_justification,"O artigo ""Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto.","Survey of municipal legislators in Curitiba about political values regarding social rights (health, education, social assistance, housing). Descriptive analysis of political culture."
S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,2012,Opinião Pública,agent_c,brief_justification,"O artigo entrevista 35 vereadores e aplica testes Q de Yule a dados categóricos. A evidência é mista, com entrevistas e estatística simples, sem desenho causal.","Survey of municipal legislators in Curitiba about political values regarding social rights (health, education, social assistance, housing). Descriptive analysis of political culture."
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,2014,Opinião Pública,agent_a,brief_justification,"O corpo de ""A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.","Methodological contribution proposing correspondence analysis for identifying media frames, applied to the controversy over racial affirmative action in the Brazilian press. Uses CAQDAS."
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,2014,Opinião Pública,agent_b,brief_justification,"O artigo ""A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto.","Methodological contribution proposing correspondence analysis for identifying media frames, applied to the controversy over racial affirmative action in the Brazilian press. Uses CAQDAS."
S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,2014,Opinião Pública,agent_c,brief_justification,"O artigo propõe rotina metodológica e aplica análise de correspondências a 1.831 textos jornalísticos. É análise quantitativa de conteúdo, sem regressão causal ou significância estatística.","Methodological contribution proposing correspondence analysis for identifying media frames, applied to the controversy over racial affirmative action in the Brazilian press. Uses CAQDAS."
S0104-62762014000300523,Encarte de dados: Opinião sobre questões de segurança pública e comportamento social,2014,Opinião Pública,agent_a,brief_justification,"O corpo de ""Encarte de dados: Opinião sobre questões de segurança pública e comportamento social"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.",Data supplement on public opinion about public security issues and social behavior in Brazil. Descriptive data presentation.
S0104-62762014000300523,Encarte de dados: Opinião sobre questões de segurança pública e comportamento social,2014,Opinião Pública,agent_b,brief_justification,"O artigo ""Encarte de dados: Opinião sobre questões de segurança pública e comportamento social"" conduz análise quantitativa própria ou secundária, predominantemente descritiva/associacional. Não identifiquei desenho de identificação causal, estimando causal ou suposições de identificação no texto.",Data supplement on public opinion about public security issues and social behavior in Brazil. Descriptive data presentation.
S0104-62762014000300523,Encarte de dados: Opinião sobre questões de segurança pública e comportamento social,2014,Opinião Pública,agent_c,brief_justification,"O encarte apresenta séries descritivas de opinião pública com bases de survey públicas/arquivadas. Não há método de estimação, variáveis causais ou testes de significância.",Data supplement on public opinion about public security issues and social behavior in Brazil. Descriptive data presentation.
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,agent_a,brief_justification,"O corpo de ""Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.",Uses IPEA SIPS National Defense survey (2011) with ordinal regression to identify determinants of Brazilian public trust in the Armed Forces.
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,agent_b,brief_justification,"O artigo ""Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE.",Uses IPEA SIPS National Defense survey (2011) with ordinal regression to identify determinants of Brazilian public trust in the Armed Forces.
S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,2015,Opinião Pública,agent_c,brief_justification,"O artigo estima regressão ordinal com dados SIPS Defesa Nacional para analisar fatores associados à confiança nas Forças Armadas. É quantitativo inferencial, sem desenho causal de identificação.",Uses IPEA SIPS National Defense survey (2011) with ordinal regression to identify determinants of Brazilian public trust in the Armed Forces.
S0104-62762016000200318,Medindo o acesso à Justiça Cível no Brasil,2016,Opinião Pública,agent_a,brief_justification,"O corpo de ""Medindo o acesso à Justiça Cível no Brasil"" combina evidência quantitativa com documentos, entrevistas, análise de conteúdo ou estudo de caso. Mantive nulos os campos de identificação causal, placebo e relações IV-DV quando o texto não sustentava uma leitura causal precisa.","Maps methodologies for constructing subjective indicators of access to justice in Brazil, proposing a summary measure with both procedural and substantive dimensions."
S0104-62762016000200318,Medindo o acesso à Justiça Cível no Brasil,2016,Opinião Pública,agent_b,brief_justification,"O artigo ""Medindo o acesso à Justiça Cível no Brasil"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto.","Maps methodologies for constructing subjective indicators of access to justice in Brazil, proposing a summary measure with both procedural and substantive dimensions."
S0104-62762016000200318,Medindo o acesso à Justiça Cível no Brasil,2016,Opinião Pública,agent_c,brief_justification,"O artigo revisa metodologias de mensuração de acesso à Justiça Cível e propõe desenho de survey/eventos judicializáveis para o Brasil. Apesar de discutir PNAD e surveys, a contribuição central é metodológica, não uma análise quantitativa própria de resultados.","Maps methodologies for constructing subjective indicators of access to justice in Brazil, proposing a summary measure with both procedural and substantive dimensions."
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,agent_a,brief_justification,"O corpo de ""Violência e satisfação com a democracia no Brasil"" analisa dados quantitativos, administrativos ou de survey com procedimento empírico próprio ou secundário claramente descrito. A classificação é conservadora: detalhes causais, variáveis e identificação só foram preenchidos quando o texto os declarou de forma explícita.","Examines direct and indirect effects of violence on satisfaction with democracy in Brazil, analyzing how interpersonal trust mediates this relationship."
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,agent_b,brief_justification,"O artigo ""Violência e satisfação com a democracia no Brasil"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE.","Examines direct and indirect effects of violence on satisfaction with democracy in Brazil, analyzing how interpersonal trust mediates this relationship."
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,agent_c,brief_justification,"O artigo usa Barômetro das Américas e modelos paramétricos, não paramétricos, equações simultâneas e mediação para analisar violência e satisfação democrática. É quantitativo e causal na linguagem, mas observacional sem identificação experimental.","Examines direct and indirect effects of violence on satisfaction with democracy in Brazil, analyzing how interpersonal trust mediates this relationship."
S0104-62762018000300486,Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil,2018,Opinião Pública,agent_a,brief_justification,"O corpo de ""Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil"" combina evidência quantitativa com documentos, entrevistas, análise de conteúdo ou estudo de caso. Mantive nulos os campos de identificação causal, placebo e relações IV-DV quando o texto não sustentava uma leitura causal precisa.","Analyzes the evangelical and security (bancada da bala) caucuses in the Brazilian Chamber of Deputies, examining their role in conservative representation. Mixed methods: legislative behavior data and discourse analysis."
S0104-62762018000300486,Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil,2018,Opinião Pública,agent_b,brief_justification,"O artigo ""Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação.","Analyzes the evangelical and security (bancada da bala) caucuses in the Brazilian Chamber of Deputies, examining their role in conservative representation. Mixed methods: legislative behavior data and discourse analysis."
S0104-62762018000300486,Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil,2018,Opinião Pública,agent_c,brief_justification,"O artigo analisa representação conservadora, bancadas evangélica e da bala e literatura/surveys secundários. O body não sustenta uma análise quantitativa própria com amostra, variáveis estimadas ou significância.","Analyzes the evangelical and security (bancada da bala) caucuses in the Brazilian Chamber of Deputies, examining their role in conservative representation. Mixed methods: legislative behavior data and discourse analysis."
