pid,title,year,journal_title,source_file,input_text_hash,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,data/processed/fulltext_gold/article_texts_gold.csv,6a8804d7b1634cebfd9d24b53239fe3b5be8d3fc07fc559225ce2881b8befa21,No Error,Public Policy/Administration,,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,explicit,
S0034-76122022000600694,O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros,2022,Revista de Administração Pública,data/processed/fulltext_gold/article_texts_gold.csv,fa850ae3701445a2d1abd21f410f03f98db6ec44e814dbfdd459967e74d99481,No Error,Public Policy/Administration,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0034-76122023000500502,Estratégia nacional de inovação: uma breve contribuição para sua efetividade sob a perspectiva de acumulação de capacidade tecnológica,2023,Revista de Administração Pública,data/processed/fulltext_gold/article_texts_gold.csv,76d523e6c0b18350f43af37d95a3f7e7eb8754b3948949a40c0cca588d81e8ba,No Error,Public Policy/Administration,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,data/processed/fulltext_gold/article_texts_gold.csv,7d487e0b5cef8e6f8cff64044709fafcb858afc6031652327deba7d37c7ab212,No Error,Public Policy/Administration,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,field_study,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,15,Foram realizadas 15 reuniões entre 2019 e 2020.,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,qualitative,explicit,
S0101-33002005000200003,Impasses do desenvolvimento,2005,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,4e6ae501465565c9f8812a9cbc9fccfad863ed20a758283a058c0ac8e249bead,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0101-33002006000200016,Do sonho ao sonhar,2006,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,73ed5ead56ed610916ff198119a0f626a6189c612f747b5c27d0da54a62e49b8,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0101-33002007000200016,Teoria social e o racismo no Brasil,2007,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,723fb977ca9e275e04616ce5f8a949044b1588be11ca3e8de5705207e37ccbfd,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0101-33002011000300004,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,3c1b553c56941f4e31eac838e98b1a9ead828fec7d08adb8b6b11bc237d02f57,No Error,Public Policy/Administration,,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,,,
S0101-33002013000100006,A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora,2013,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,1891243d8dcf27b74f4cc293b78bebd6c40b1f599cebfbf2c8333f6dc10e10ff,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,2efdfd90868b2e475979412c560bdc9e4f31f632ddae9fff1416d5ab28f21067,No Error,Public Policy/Administration,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S0101-33002014000100010,"O cortiço, romance econômico",2014,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,9901f6063c3e50bac7d912c7de17ee557ec1498797e21878cf3f74efa4ab2343,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0101-33002015000100117,QUANTO VALE A ARTE CONTEMPORÂNEA?,2015,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,5154ba0be251e7045cf997134f9d584fa2d08b5803189cfe03296e9efb6532df,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,essayistic,
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,3eedbc8ad5ee1d7c1f2c122ea44b7747c4f5a9f787d0c83e73f16a7e0e71090a,No Error,Public Policy/Administration,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,essayistic,
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,1a411b2e9dc7208683af65f5b5a705d5ae17257007e1ebc6281379ef87098de7,No Error,Other,,<NULL>,single_country,<NULL>,Brazil,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,,
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,49796a7d6e8d7326491722f8deaefc2f318b11a68824b4e5d0e752a21887fc1b,No Error,Other,FALSE,<NULL>,single_country,<NULL>,Brazil,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,
S0101-33002021000300497,As caixas-pretas de Amós Oz,2021,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,2665cca897672cb94bc62f6166697d83cf6929357b7fe0562f79c8fa5e68bec8,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0101-33002022000200231,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,2022,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,6d8ae1b6a42ca5f43f412c77269d36a9d321dbf3cd5b11e91d2e07262dc06e48,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,b553d80e09502c9697b055a0545ab25bca0650f990353620f73746b598c1fa00,No Error,Comparative Politics,TRUE,Describe,single_country,single_region,Mexico,runs_original_survey,original_survey,FALSE,,<NULL>,<NULL>,<NULL>,,,<NULL>,,,FALSE,2562,"The sample included 2,562 men and women over 18 residing in households of different socioeconomic levels.",FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,,,FALSE,mixed,explicit,
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,6a9dcc3571ddaa58cdab44e528e4ff6f0a28d53840afb876d53659b4779e81e8,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,0fb780d2d15a5d6365b8ffc003de73c0a3a592e94ff3034ef420ad3af1e40d8e,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c887cd30b6c88ad69ce2848496e85d9e8cabbc0d18f739505b82f68e24ac5a00,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,essayistic,
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9c9aa0be5a40b84fb6286b617cc297e231c9dac12a03ffab730ede2c1198b2f1,No Error,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e2fa057c0634a7ebc0dd88fc4408af656f61bdd5c750b4d7f5ae19e43f206706,No Error,Other,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,
S0102-64452012000300007,Direitos e cidadania: reflexões sobre o direito à cidade,2012,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,a891d16c7f3e177ea681d484f119d08e143a961ebee79c387abb360b240150c3,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,0978093cfcf5e5af8ac229eb97d2c7b001d79347abb656d6ca705ecdf261705e,No Error,Brazilian Politics,,Describe,single_country,<NULL>,Brazil,runs_original_survey,original_survey,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,FALSE,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,<NULL>,,,
S0102-64452014000200007,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,2014,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,39096e41312b1cb5ba04afdd4a1ffc17ebb5a2ba0500bbbb8038d6abf82133fb,No Error,Brazilian Politics,FALSE,Describe,single_country,<NULL>,Brazil,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,fa7ae1f5eb795bf6291b076015c1d26e423e07388bfa72ff5b61e305d375b2d5,No Error,International Relations,FALSE,Explain,single_country,<NULL>,Mexico,no_survey_data,,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,explicit,
S0102-64452016000200021,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,2016,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,4d0c0fdb543503cc5efd72445c61b1728fef36abf30879104ef32d886c03db1c,No Error,Public Policy/Administration,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,essayistic,
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e4708924472d929842ee85c8818e5b6cb9ebb125a4ce0abe3d7dc1c3bf6f95e8,No Error,Public Policy/Administration,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,qualitative,explicit,
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c22d8db22860429c9eb819dd42293b882bbe579cebcb22be0001facf9f22face,No Error,Public Policy/Administration,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,field_study,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,qualitative,explicit,
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ac1cd03f0e79a463e864d03a647fe890099bf22f8e2c3219b267d911fa7a19d,No Error,Other,,Describe,single_country,<NULL>,Brazil,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,,
S0102-64452022000100299,"DUAS INTERPRETAÇÕES DO EMPRESÁRIO INDUSTRIAL E DESENVOLVIMENTO ECONÔMICO, DE FERNANDO HENRIQUE CARDOSO",2022,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,7f190fdf27136ca2e3c133a8b1f12ac99a26faae794296cf8a15fdc765554fe9,No Error,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-64452024000200304,ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO,2024,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,f18f4e126adb5116bef6cc576b32e49e253cbe31234ef96662280e4c67bbb79b,No Error,Brazilian Politics,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,explicit,
S0102-64452024000200306,UM BRASIL DIVIDIDO? REFLEXÕES SOBRE A POLARIZAÇÃO POLÍTICA E SOCIAL NO BRASIL CONTEMPORÂNEO,2024,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,522d7be8b256fbf246f817860fa8e3152f6573cde69781957cba9410eec84d2a,No Error,Brazilian Politics,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092006000100007,Desprovincializando a sociologia: a contribuição pós-colonial,2006,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,a91df8432d3b10f7901fbd06168294ce905ec6dd5d4e4c0f938d8136ed024947,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092006000300006,A sociologia de Gramsci,2006,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,56a2650d3d6f0c453d570eb3ea8f52d1bcdd752f3f2c003d62d2224ea29b0cbf,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092008000300012,"Goffman, mal-entendidos e riscos interacionais",2008,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,d07e0cc0770608ac6418aaba47866ad6ef6caa6a182ecb58a2568a4d277df9e0,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092009000100011,"Élide, Gilberto, imagismo e língua de universidade",2009,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,2321359344e91874d52635d103101d70acdc193cd944cdddf1d6f0269b1f76a2,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092010000100013,Os fantasmas da memória,2010,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,c11f118db2b3967cd9189683ea5c43251e471b2203d36790784846b5b9565c7f,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092011000100008,Regras de jogo versus regras morais: para uma teoria sociológica do fair play,2011,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,1075a1541a738fa7b0d431b309c7ccb8739bb6b5dea6daca2df84e5c3659faff,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092012000200009,Reconsiderando a etnografia da ciência e da tecnologia: tecnociência na prática,2012,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,8d50aee8b6657e6d594f864c9a22e78bcbb2ae4c83029b793bf380a7c73aab19,No Error,Methodology and Formal Theory,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092013000300008,"Profissionalismo, diferença e diversidade na advocacia e na magistratura paulistas",2013,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,a3bdd79e00654fc01de667f994026b36b89912bbbb8db6537e7b5e685cc79cf0,No Error,Other,,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,explicit,
