pid,audited_agent_id,field,status,severity,reason,supporting_excerpt,classification_value,overall_fidelity_status,file
S0104-44782009000200015,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782009000200015.json
S0104-44782009000200015,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782009000200015.json
S0104-44782009000200015,agent_a,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782009000200015.json
S0104-44782009000200015,agent_a,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782009000200015.json
S0104-44782009000200015,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782009000200015.json
S0104-44782009000200015,agent_a,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782009000200015.json
S0104-44782009000200015,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782009000200015.json
S0104-44782012000200006,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","caudillos y ""tiranías"" en la literatura anglosajona, una imagen que estos países han hecho suya. Probablemente debido a la i nfluencia de Domingo Faustino Sarmiento y a sus epígonos, Argentina ha sido considerada (equivocadamente) el paradigma del ""caudillismo latinoamericano""30. Como una reacción",FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000200006,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000200006.json
S0104-44782012000300006,agent_a,sample_size,supported_by_text,none,"The sample-size value is supported by the accompanying quote, allowing numeric formatting equivalence.","são, eles próprios, menos relevantes. Clique para ampliar Para completar a análise dos acórdãos, também foram realizadas 15 entrevistas qualitativas com parlamentares do Congresso Nacional, auditores do TCU, funcionários das agências reguladoras, diretores das empresas reguladas e funcionários dos ministérios, por meio de um roteiro de entrevista semiestruturado.",15,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,sample_size_quote,supported_by_text,none,"The quote is in the body text and supports the sample-size value, allowing numeric formatting equivalence.","são, eles próprios, menos relevantes. Clique para ampliar Para completar a análise dos acórdãos, também foram realizadas 15 entrevistas qualitativas com parlamentares do Congresso Nacional, auditores do TCU, funcionários das agências reguladoras, diretores das empresas reguladas e funcionários dos ministérios, por meio de um roteiro de entrevista semiestruturado.","Para completar a análise dos acórdãos, também foram realizadas 15 entrevistas qualitativas com parlamentares do Congresso Nacional, auditores do TCU, funcionários das agências reguladoras, diretores das empresas reguladas e funcionários dos ministérios, por meio de um roteiro de entrevista semiestruturado.",pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","os temas são, eles próprios, menos relevantes. Clique para ampliar Para completar a análise dos acórdãos, também foram realizadas 15 entrevistas qualitati vas com parlamentares do Congresso Nacional, auditores do TCU, funcionários das agências reguladoras, diretores das empresas reguladas e funcionários dos",field_study,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","2004); iii) para quem a agência reguladora deve ser accountable (idem)? Nesse contexto, o objetivo deste artigo é analisar o efeit o do controle externo horizontal exercido pelo Tribunal de Contas da União (TCU) sobre as atividades das agências reguladoras brasileiras federais.",FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,makes_implicit_causal_claim,supported_by_text,none,"The body contains explanatory, determinant, or association language consistent with an implicit causal claim.","apresentaram grande impacto na definição do conteúdo regulatório do seu respectivo setor. É possível imaginar a existência de um viés associad o a esta seleção, na medida em que os acórdãos de menor impacto apresentem padrões de respostas diferentes às perguntas que",TRUE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification does not claim explicit identification assumptions.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,effort_to_explore_mechanisms,contradicted_by_text,low,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.",bojo da reforma do Estado durante a década de 1990 e diferenciam-se de outras instituições burocráticas devido à existência de mecanismo s institucionais que lhe conferem autonomia em relação aos políticos eleitos. O desenho dessas instituições pode variar bastante de acordo com,No Mention of Mechanisms/Channels,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782012000300006,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782012000300006.json
S0104-44782013000300008,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,independent_variables,not_found_in_text,medium,The specific classified variables or relationships were not found in the canonical body text.,,"[{""variable_name"":""coalition coalescence"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""contiguity"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""coalition seat share"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""time remaining in mandate"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""institutional assets"",""variable_description"":""Explanatory variable identified from the article body.""}]",pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,dependent_variables,not_found_in_text,medium,The specific classified variables or relationships were not found in the canonical body text.,,"[{""variable_name"":""positive-sum legislative result"",""variable_description"":""Outcome variable identified from the article body.""}]",pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,uses_original_dataset,not_found_in_text,medium,"The original-dataset category is specific, but supporting data-construction evidence was not found.",,procure_original_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,main_causal_research_design,supported_by_text,none,The body contains method/design language consistent with the classified design.,"nominais nesses dois estados, para o período analisado17. Com os dados organizados, passou-se à utilização de um modelo de regre ssão logí stica binária para a variável dummy: resultados de soma zero (= 0) e resultados de soma positiva (= 1). A",Kitchen Sink Linear Model,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,makes_explicit_causal_claim,supported_by_text,none,The body contains direct causal/effect/impact language.,"estatisticamente significativo quando contrastada com as três variáveis explicativas mais importantes deste trabalho. Ou seja, é possível observar a conex ão cau sal hipotetizada anteriormente, independentemente do estado que se esteja analisando. Ademais, a direção do coeficiente mostra que o estado de",TRUE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification does not claim explicit identification assumptions.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,specifies_estimate_equations,supported_by_text,none,"The body contains equation, model-specification, or regression language.","binária para a variável dummy: resultados de soma zero (= 0) e resultados de soma positiva (= 1). A equaçã o final estimada está graficamente apresentada abaixo: Onde Xi é um vetor de variáveis independentes: ""Resultado"" = variável dummy que indica (1)",TRUE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,effort_to_explore_mechanisms,contradicted_by_text,low,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.","desenvolvidos institucionalmente no Brasil (SANTOS, 1997) e, portanto, trata-se do desenho de pesquisa mais adequado para se testar os m ecanismos em operação dentro desse contexto e que determinam a capacidade do Legislativo 'enfrentar' o Executivo. O posicionamento ideológico dos governadores, a",No Mention of Mechanisms/Channels,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The body contains statistical-significance language.,"matérias aprovadas, a maioria é de soma positiva, enquanto entre as matérias rejeitadas a diferença não é estatisticamente significat iva. Esses re sultados podem fornecer algumas pistas para se explicar o elevado grau de aprovação das decisões. As questões que chegam ao",TRUE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782013000300008,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782013000300008.json
S0104-44782014000100003,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","duas restrições: (3.1) o Artigo n. 73 da Lei Eleitoral n. 9.504/97 e a Resolução do Tribunal Superior Eleitoral ( TSE ) n. 20.988/02 desautorizam, nos três meses que antecedem a eleição, publicidade institucional dos atos, programas, obras, serviços e campanhas dos",procure_original_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","sua ação política no intuito de garantir a manutenção ou ampliação de seus postos de poder, torna-se razoável considerar, para efeitos de análise, uma produção que ocupa parte significativa de sua atividade. IV. A atividade legislativa municipal A Câmara Municipal possui quatro",FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,specifies_estimate_equations,supported_by_text,none,The classification does not claim specified estimating equations.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification does not claim statistically significant results.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782014000100003,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782014000100003.json
S0104-44782015000200109,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,independent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"cargo de governador do estado da Bahia em 2006. Em particular, será verificado se as políticas sociais estabelecidas em nível federa l tiveram efeito determinante sobre esses resultados eleitorais. O processo eleitoral no estado da Bahia, em 2006, ficou marcado no Brasil","[{""variable_name"":""federal social policies and socioeconomic-spatial covariates"",""variable_description"":""Explanatory variable identified from the article body.""}]",pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,dependent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"de análise exploratória de dados espaciais e modelagem de econométrica espacial. Essas metodologias possibilitarão a melhor interpretação da votação mu nicipal d o PT, partido de oposição, ao cargo de governador do Estado da Bahia em 2006. Isso porque a metodologia permite","[{""variable_name"":""municipal vote for the PT candidate for governor of Bahia"",""variable_description"":""Outcome variable identified from the article body.""}]",pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","do referencial teórico e da metodologia, são apresentadas as variáveis municipais no item posterior. IV.3. Banco de dados O banco de dados construído permite contemplar diferentes aspectos sobre os municípios do estado da Bahia. As variáveis que constituem esse banco de dados",procure_original_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,main_causal_research_design,supported_by_text,none,The body contains method/design language consistent with the classified design.,"multiplicador de Lagrange para defasagem espacial (MLρ) e Multiplicador de Lagrange para o erro espacial (MLλ); Se ambos os tes tes nã o forem estatisticamente significantes, a utilização do modelo clássico é mais apropriada. Caso contrário será necessário seguir o próximo passo;",Other,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,makes_explicit_causal_claim,supported_by_text,none,The body contains direct causal/effect/impact language.,"que o parâmetro ρ se situe no intervalo aberto entre −1 e 1. A hipótese de validação da relação causal no mo delo SAR indica que nenhuma variável explicativa contida na matriz X pode estar correlacionada o termo de erro aleatório. Entretanto,",TRUE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification does not claim explicit identification assumptions.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,specifies_estimate_equations,supported_by_text,none,"The body contains equation, model-specification, or regression language.",entre os eleitores vizinhos. Essa literatura tem crescido recentemente e tem motivado a incorporação explícita dos efeitos espaciais em e quações econométricas utilizadas para explicar os determinantes dos resultados eleitorais em países ou regiões Na análise do contexto político recente do estado,TRUE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,effort_to_explore_mechanisms,supported_by_text,none,No direct mechanism/channel language was found for the negative classification.,,No Mention of Mechanisms/Channels,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The body contains statistical-significance language.,"garantir recompensas futuras na forma do acesso a cargos e verbas (Borges 2010). Esse cenário político contribuiu de forma sig nificativa pa ra a modificação na geografia eleitoral no estado da Bahia, como pode ser visualizado na Figura 1. A Figura 1",TRUE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782015000200109,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782015000200109.json
S0104-44782017000100051,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
