pid,title,journal_title,input_text_hash,is_empirical_paper,empirical_evidence_type,is_empirical_quant_paper_torreblanca,is_empirical_qual_paper,quantitative_analysis_type,quantitative_analysis_evidence_quote,has_statistical_inference,statistical_inference_quote,qualitative_analysis_goal,qualitative_goal_clarity,qualitative_goal_quote,causal_or_explanatory_claim_present,causal_or_explanatory_claim_quote,credibility_revolution_screen_applicable,credibility_revolution_screen_reason,credibility_revolution_method_present,credibility_revolution_method_type,causal_design_quote,main_variables_or_relationship,sample_or_data_source,tough_call,tough_call_reason,brief_justification
S0101-33002005000200003,Impasses do desenvolvimento,Novos estudos CEBRAP,b8574e0d83c42cf4886b042a21c1c9cc8b2edc1bcda34ebea49c3f5d3df7b05a,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002006000200016,Do sonho ao sonhar,Novos estudos CEBRAP,9615e31afeca5d84d1debc3092adfd7506710753aefe8e2c3037fb2392918560,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002007000200016,Teoria social e o racismo no Brasil,Novos estudos CEBRAP,d772c7b2f82c4541a300902bbd9f7c3b7659182a403706f6d7a100be6fd772b2,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002011000300004,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,Novos estudos CEBRAP,7bb125a124e14b2ae4d210ac03a3ac4367eee2c6c45bff1d5e6d90be28314a97,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"...eterogeneidade interna dos Grandes Grupos Ocupacionais, bem como de isolar o efeito da graduação sobre a renda, foram construídos dois modelos de regressão múltipla, replicados para todos os anos, entre 1995 e 2009; em ambos, a variável dependente é o logaritmo natural...",TRUE,"...e o forte aquecimento do mercado de trabalho, com aumento mais que proporcional dos estratos salariais mais baixos, colaborou de forma significativa para a rápida expansão do ensino superior na última década. A grande questão é saber até que ponto o crescimento do númer...",,,,TRUE,"Assim, os efeitos das mudanças recentes no arcabouço institucional e nos níveis de investimento sobre a qualificação da força de trabalho, a distribuição da renda ou as chances de mobilidade social também devem ser avaliados com cautela.",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,Relações empíricas quantitativas analisadas no artigo sobre: Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil.,"dados da PNAD, em 1982, a escolaridade média do brasileiro era de 3,5 anos de estudo; em 2009, esse valor chegou a 6,1.",TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0101-33002013000100006,A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora,Novos estudos CEBRAP,fb073b679b3d610c51250fdb834ed6781e27f17cd0b55d424d1db793a3342802,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,dados por Deus.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,Novos estudos CEBRAP,8c55aaa2a35917b4bbe351685fbb4919be8d5bfc913d9b79fb3587c5333e2781,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"Em adição a essa correlação simples, a Tabela 1 traz um modelo econométrico em painel, com controle para efeitos fixos.",FALSE,,,,,TRUE,"Em adição a essa correlação simples, a Tabela 1 traz um modelo econométrico em painel, com controle para efeitos fixos.",TRUE,statistical_modeling_screen,FALSE,"[""fixed_effects_causal_panel_claim""]",,Relações empíricas quantitativas analisadas no artigo sobre: Escassez de engenheiros no Brasil? uma proposta de sistematização do debate.,dados e evidências concretas.,TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0101-33002014000100010,"O cortiço, romance econômico",Novos estudos CEBRAP,54f4c0bf86119d4c623c626eb4b03bad4eab061096771a60ccc2f629656acbfa,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002015000100117,QUANTO VALE A ARTE CONTEMPORÂNEA?,Novos estudos CEBRAP,8b4ea1b29e24a081bc2af9d803d9fec03cbdde2598044c00f708aacbc86d6ee7,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,entrevista concedida a Angélica de Moraes.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,Novos estudos CEBRAP,3b2167b73544566c232335df5a57c394c9648189142e78158f7e895535302466,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,Novos estudos CEBRAP,9f04f93b71d553bc0d49724e4db598b4b0582fcb0dc2276eb5885f5714f4dd72,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,dados em sua bagagem.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,Novos estudos CEBRAP,2da4230ec7ca10a432da4fa9c1654c1118c54b42eec6e308fec9c10a7fca38c1,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,dados socioeconômicos.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002021000300497,As caixas-pretas de Amós Oz,Novos estudos CEBRAP,219b1cb4033501c3576e0360a812eaf9de2c571b4d4908f07330031ff49d729f,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002022000200231,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,Novos estudos CEBRAP,573c43907796b7784fcc0ee156ed319407a8360bb5dc50c86f7212651c47a476,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"entrevistas, a obra de Cardoso como um dos mais importantes marcos da produção do grupo do Seminário Marx (Schwarz, 1999; 2017; 2019).",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,Novos estudos CEBRAP,269f0df8e08e0ca6b87de758cc751da3e3591b747f6aa9578c8a913499b9e0f2,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"Between July and August 2022, we conducted the “Survey on the Effects of the Covid-19 Pandemic on Conviviality and Inequalities in the Metropolitan Area of the Valley of Mexico” by telephone.",FALSE,,mixed_descriptive_explanatory,clear,,TRUE,The data showed that household income appears to influence negotiations among household members.,FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade.,Survey on the Effects of the Covid-19 Pandemic on Conviviality and Inequalities in the Metropolitan Area of the Valley of Mexico” by telephone.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",Lua Nova: Revista de Cultura e Política,fbb702e0c544bbcff9e13e0967cf70546f859ad77689a1f6db4f4d754cc76ca5,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,tself a force that cannot be contained within one-sided interpretations.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-64452006000300005,Bobbio na história das idéias democráticas,Lua Nova: Revista de Cultura e Política,33720645854a7b426b63e0c3e5efda45a13dce8416f8b70df6f456f2d9e89c8d,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-64452008000300004,A revolução russa e o sistema internacional,Lua Nova: Revista de Cultura e Política,fea0254779df4f878daf23e40b6733f6d47f9db41cc38249bcfd369eb8cef3ca,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,Lua Nova: Revista de Cultura e Política,a9bd9fcdc07df06a9f115a09fc87d34dded5b628c7deab7a34a0767b5d4caa02,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",Lua Nova: Revista de Cultura e Política,8d83912644ab15b14330e223e67111abfbb1a48e1fc64465fa244a5ca79b78fe,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,Dito de outro modo: trata-se de realizar um mapeamento dessa diferença a partir dos pontos de vista imanentes ao plano de relações perscrutado.,TRUE,"Zeta: Nosso comando não para de crescer, ô seu coisa! É porque nós tamo pelo certo! Por causa do PCC, tirar cadeia hoje tá mamão com açúcar, ficou muito mais suave58.",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Memória e historicidade em dois ""comandos"" prisionais.",dados e das problematizações que ofereciam.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-64452012000300007,Direitos e cidadania: reflexões sobre o direito à cidade,Lua Nova: Revista de Cultura e Política,40e7bf18a874de6e5c3d695b98ef70f7eaa9d18e67fc094c72cfdb872beeb9c0,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,Lua Nova: Revista de Cultura e Política,2f68ae60c8df782c1ce2b7f348f474c301220249437b9a1eb59c246064696f0b,TRUE,quantitative_only,TRUE,FALSE,bivariate_tests_or_correlations_only,Nosso interesse em relação a esse segundo survey está em entender a legitimidade que o público que acompanha o noticiário político6 atribui à participação do STF no processo político ao decidir acerca de questões polêmicas.,TRUE,"O STF está, assim, cada vez mais conhecido por uma parcela significativa da população, sendo que, quanto maior a renda e a escolaridade, maior o conhecimento do tribunal.",,,,TRUE,"Ainda no que se refere à agenda temática, mais recentemente, em 2012, o ex-presidente do STF, o ministro Ayres Britto, causou controvérsia ao revelar seu desejo de julgar semanalmente um caso relevante até a data de sua aposentadoria no tribunal.",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?.,surveys).,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0102-64452014000200007,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,Lua Nova: Revista de Cultura e Política,54ad7589da661de6e33b75f138109ddf119587ef750ba22d80dba2278cc91f73,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...estaque nacional (ver Quadro 2). Refletindo sobre seu posicionamento ""crítico"" ao modelo adotado em 1988, Ferreira Filho argumenta, em entrevista publicada em 2005, sobre os ""efeitos perversos"" gerados pela Constituição de 1988, com destaque para a ""concentração de pode...",TRUE,"...ssume diferenciadas modalidades, avançando para uma crescente mise en forme do processo político e da execução de políticas. Embora os efeitos desse processo se façam sentir principalmente pela ação dos juristas que detêm o poder jurisdicional e propositivo de ações jud...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático.,"entrevista publicada em 2005, sobre os ""efeitos perversos"" gerados pela Constituição de 1988, com destaque para a ""concentração de poder nas mãos do Executivo"", a ""proliferação dos partidos"", a ""politização do Judiciário"", a ""centralização na federação"" e a ""proliferação de municípios"".",TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,Lua Nova: Revista de Cultura e Política,fef5a3b3b676901dc55ad2beffd5b7f50ba4b517611e43887d8692bc4236c021,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...e 1996 e 2004, afirma que ""O que tinham era basicamente gente mais ativista que fazia difusão, que dava palestras, que dava oficinas"" (entrevista pessoal). Será apenas em meados da década de 1990, sobretudo após o Levante Zapatista, em 1994, que o trabalho legal e de li...",TRUE,"...de justiça. Dessa forma, partindo do consenso emergente na literatura de que o ""cumprimento não é uma questão de tudo ou nada e que os efeitos dos regimes de direitos humanos, quando e onde eles existem, são condicionados por outras instituições e atores"" da política do...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: O sistema interamericano de direitos humanos e a justiça de transição no México.,dados na esfera internacional.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-64452016000200021,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,Lua Nova: Revista de Cultura e Política,ce1721da63e94d4eaa6c11d8fa227616b12ce6a67a2012bfa161a104c33cfec7,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"dados de saúde existentes num dado contexto (Nunes, 2016).",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",Lua Nova: Revista de Cultura e Política,025ed33808d74ebdeb0c47a442f8d871f79ab7f4ea6d5fe5b36a85dafb163705,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...squisa foi construída a partir de ferramentas do método qualitativo, como pesquisa documental no acervo de organizações do movimento e entrevista semiestruturada com ativistas em cada campanha. Em termos analíticos, o estudo enfatiza o processo de ação coletiva ao longo...",TRUE,"...ista que ela ocorreu no contexto de oportunidades políticas, com a ocupação de cargos no governo e a formação de coalizões em torno da causa do movimento, ampliando a capacidade de influência do movimento nas decisões. No primeiro aspecto, destaca-se a mudança da compos...",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE.",Dados da Violência.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,Lua Nova: Revista de Cultura e Política,e3d4c44be57e01e5aad988957509a5e2f9e16fdb6a5e9646ffaa38fc0585b53c,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"A investigação envolveu observação participante de diferentes situações do cotidiano de trabalho da regional, entrevistas semiestruturadas e informais com servidores do órgão e consulta ao arquivo local.",TRUE,"...s agenciamentos2 conformados em momentos-chave de mudança política: o retorno à democracia, o Massacre de Eldorado dos Carajás3 e seus efeitos para a organização dos movimentos sociais, e a transição do governo de Fernando Henrique Cardoso (FHC) para o de Lula. A discus...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA.,entrevistas semiestruturadas e informais com servidores do órgão e consulta ao arquivo local.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,Lua Nova: Revista de Cultura e Política,8e7e868f2b67d99596f6dc513323135a0f83faef0cf8ffe1a5a38b5ae03e078e,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...os originam-se principalmente das plataformas Sucupira e Lattes. Antes de adentrarmos na análise mais empírica dos dados que lastreiam este artigo, faremos uma breve síntese dos balanços empreendidos sobre SE no Brasil, destacando como são apontadas nessas análises as d...",TRUE,"...ite (2018, p. 228-229): […] esse subcampo acadêmico-científico é atravessado por uma racionalidade prática, uma diferença, ligada a um efeito imediato nas redes escolares, e essa relação com as escolas, instâncias governamentais e instâncias administrativas das institui...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL.,dados obtidos originam-se principalmente das plataformas Sucupira e Lattes.,TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-64452022000100299,"DUAS INTERPRETAÇÕES DO EMPRESÁRIO INDUSTRIAL E DESENVOLVIMENTO ECONÔMICO, DE FERNANDO HENRIQUE CARDOSO",Lua Nova: Revista de Cultura e Política,73328568f2ac52a8b94daf7f9df04a72598ec4b138cc9900c0a13c3403a9497e,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,Dados (1983).,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-64452024000200304,ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO,Lua Nova: Revista de Cultura e Política,ea1a0f66fa73c73e62015b5540ec0d3ae020e1fa48eed1a4d4b90e7097242afd,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,Fiz observações etnográficas em 35 cultos e conduzi 18 entrevistas com fiéis evangélicos da igreja local e 3 entrevistas com os pastores.,TRUE,"...ue os pastores gostam de lembrar aos fiéis durante os cultos, como observam outros pesquisadores (Semán, 2021 ), serve para realçar os efeitos transformadores e salvadores da fé sobre os indivíduos, para suscitar a empatia dos fiéis e mostrar que a igreja está aberta a...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO.,"dados etnográficos para entender, in situ , como eles e os fiéis atuam dentro e fora da igreja.",TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-64452024000200306,UM BRASIL DIVIDIDO? REFLEXÕES SOBRE A POLARIZAÇÃO POLÍTICA E SOCIAL NO BRASIL CONTEMPORÂNEO,Lua Nova: Revista de Cultura e Política,0235dbf0b8ed332d43756ba73a90270f511c2d33cd5716bb2263d61892bb0cfc,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"Tribunal Superior Eleitoral (TSE) (Nicolau, 2020 ).",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-69092006000100007,Desprovincializando a sociologia: a contribuição pós-colonial,Revista Brasileira de Ciências Sociais,5df630fe1f7370ff07e4c603bd12fa144d7ab36bd4e15bdac13692125f409f66,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-69092006000300006,A sociologia de Gramsci,Revista Brasileira de Ciências Sociais,2e5ecc34c1784f643a5b5f1163c048722c048a7e594d0cdc12d8560e0bcd7693,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,dados que Gramsci deveria tomar tendo em vista a censura.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-69092008000300012,"Goffman, mal-entendidos e riscos interacionais",Revista Brasileira de Ciências Sociais,d3d6ec234573d7728cdd183ec34b63f69f7619f0ce9cc5d2d945b05e12a77953,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-69092009000100011,"Élide, Gilberto, imagismo e língua de universidade",Revista Brasileira de Ciências Sociais,8ec7f190a9598e3d1069062be19a4e51243fe3aad2d7df8a1b174b65f875107d,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"entrevistas com Gilberto Freyre"" (Idem, p.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-69092010000100013,Os fantasmas da memória,Revista Brasileira de Ciências Sociais,4f26ea2f9d09c82f69029ab694927e4df95ed30a39995257f1f2e1d309ebf879,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"dados em relação a alguém criam também laços, que, se não genealógicos, podem ser considerados na ampla noção de relatedness.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-69092011000100008,Regras de jogo versus regras morais: para uma teoria sociológica do fair play,Revista Brasileira de Ciências Sociais,6e9f72d0df7393e61a4c83e3e23b066e4d5144f3e39c18fddf63f1a580847164,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,dados históricos sobre o fato em questão.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-69092012000200009,Reconsiderando a etnografia da ciência e da tecnologia: tecnociência na prática,Revista Brasileira de Ciências Sociais,c2d79a7ae8c4f2bd7ee9235d381de1efeb2f2d76524b7f58fc5beb3fe3658cea,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"dados à obsolescência em face de novos desenvolvimentos tecnológicos que prometiam acesso irrestrito ao ""livro da vida"" (kay, 2000).",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
