pid,eligible_order,title,title_en,authors,year,issn,journal_title,doi,document_type,language,source_file,source_file_exists,source_column,task_packet_file,input_text_hash,input_hash,input_hash_matches_source,body_hash_matches_inventory,body_char_count,body_word_count,source_method,source_url,retrieved_at,abstract_char_count,reference_tail_ratio,validation_flags,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,ordering_policy
S2236-57102025000101406,369,AVALIAÇÃO DA APLICABILIDADE DA POLÍTICA NACIONAL DE RESÍDUOS SÓLIDOS EM PORTO VELHO,Assessment of the applicability of the national solid waste policy in Porto Velho,Tauana Cristina Santana; Washington da Silva Batista; Diego Henrique de Almeida,2025,1806-2261,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V30.91626,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/369_S2236-57102025000101406.md,9b211d67876ccd49b0755b691e2fa47ee56d4d06b4b5585c68ba7bc94f25285d,2408de752a027a4d0ca5ef4f9f20dcfaac17707f08699c19db5f3bcd7cfa741b,TRUE,TRUE,42078,6592,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/mZTspgQhnqFHWg3TGnbHptC/?lang=pt,2026-06-04T00:51:30Z,972,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102025000101701,384,PANORAMA DOS ESTUDOS SOBRE A RESILIÊNCIA FINANCEIRA APLICADA À GESTÃO DE RECURSOS PÚBLICOS NOS GOVERNOS LOCAIS,Overview of studies on financial resilience applied to public resource management in local governments,Mariana Barros Teixeira; Nálbia de Araújo Santos; Liliana Marques Pimentel,2025,1806-2261,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V30.92843,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/384_S2236-57102025000101701.md,0dd4c43c581dfd2da7a8261d0ddb7e60762da7ebc168292e014ac41fa582685f,70245eeea21354e24a2889a30f48108581f8c964b5a145a9f9861bb8cf935f46,TRUE,TRUE,41357,5907,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/q6mVCZN7g6hw7TnyycBbrGp/?lang=pt,2026-06-04T00:51:37Z,1058,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212017000100203,123,Germany and Greece in the Eurozone Crisis from the Viewpoint of the Neo-Neo Debate,Germany and Greece in the Eurozone Crisis from the Viewpoint of the Neo-Neo Debate,André Hedlund; Aline Regina Alves Martins,2017,1981-3821,Brazilian Political Science Review,10.1590/1981-3821201700010004,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/123_S1981-38212017000100203.md,4ea0571a545b506489f614397f07ab1a3a847fe70149f49e86bb4240241af9b9,e478650e17e5e4e0c7fac5742d4cf0035bd757039e84b0f4e1a0f3cb8689ada4,TRUE,TRUE,55076,8625,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/WsBbymFLJgqQdPnyfGwGwtk/?lang=en,2026-06-04T00:49:32Z,1081,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212020000300201,181,"Individual Conditioning Factors of Political Protest in Latin America: Effects of Values, Grievance and Resources","Individual Conditioning Factors of Political Protest in Latin America: Effects of Values, Grievance and Resources",Lucas Toshiaki Archangelo Okado; Ednaldo Aparecido Ribeiro,2020,1981-3821,Brazilian Political Science Review,10.1590/1981-3821202000030002,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/181_S1981-38212020000300201.md,c512634742787703b10e4698e789cb154a01b5031e7aa44502c70c41842ad17e,4c5046e5e7df6f45c80ffc688f1e0b3826f0ec248956a635effcc213e4e51c92,TRUE,TRUE,47153,7137,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/mfjPqQnNvyrCXv77p5PFLvP/?lang=en,2026-06-04T00:50:00Z,1586,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212011000100054,39,Brazilian Parties According to their Manifestos: Political Identity and Programmatic Emphases,Brazilian Parties According to their Manifestos: Political Identity and Programmatic Emphases,Gabriela da Silva Tarouco,2011,1981-3821,Brazilian Political Science Review,10.1590/1981-3881201100010003,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/39_S1981-38212011000100054.md,db7fd2d49aa121fc10c00c23383cc46237ca88300991baaf318776623c358e7d,dd56ec2341d68f94ccd92ba509b65039f6e27e441a166d8c0fdfabb074c4b38f,TRUE,TRUE,37906,5976,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/J9qQTyF3kDBQfB7BNxB8Cpc/?lang=en,2026-06-04T00:48:15Z,1024,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102025000101607,379,"¿LA PROTESTA, SIN LA CALLE? LOS FORMATOS DE PROTESTA Y LA RELACIÓN CON LAS RESTRICCIONES A LA CIRCULACIÓN EN ARGENTINA (2020)","¿LA PROTESTA, SIN LA CALLE? LOS FORMATOS DE PROTESTA Y LA RELACIÓN CON LAS RESTRICCIONES A LA CIRCULACIÓN EN ARGENTINA (2020)",Ernesto Pablo Mate; Lucio Fernández Mouján,2025,2236-5710,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V30.92183,research-article,es,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/379_S2236-57102025000101607.md,9a0170309af28f8fde2008901ad741e84925b32828d0e5c17e322a86c77a1f5a,4a16bcd8d4db727be7373c291c8f22c6a19fbe294f6f38e0d34e34ea27a4b2e0,TRUE,TRUE,39125,6247,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/tFNrM7FRSvk98CfrwhnLwTp/?lang=es,2026-06-04T00:51:34Z,1002,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102023000100209,278,Percepções de gestores sobre parcerias entre negócios sociais e setor público no Brasil,MANAGERS&#8217; PERCEPTIONS OF PARTNERSHIPS BETWEEN SOCIAL ENTERPRISES AND THE PUBLIC SECTOR IN BRAZIL,Ana Luiza Terra Costa Mathias; Rosa Maria Fischer,2023,2236-5710,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V28.85884,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/278_S2236-57102023000100209.md,35d0b3cddd8b7d24e7799e17075a65f1ab1cd32f26aae62a470d0c64e138bb4b,99cb40cd89b05914076089e041c341206c8ddcb0ea487271e6bf2c8780f5ad93,TRUE,TRUE,37480,5593,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/8drKCHNDkQHzmqj78xwyPPw/?lang=en,2026-06-04T00:50:46Z,1206,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212017000100204,124,"Business, Government and Foreign Policy: Brazilian Construction Firms Abroad","Business, Government and Foreign Policy: Brazilian Construction Firms Abroad",Bernardo Frossard Silva Rego; Ariane Cristine Roder Figueira,2017,1981-3821,Brazilian Political Science Review,10.1590/1981-3821201700010005,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/124_S1981-38212017000100204.md,300fd665dcb2b4b8a164160f092609306fa1dcd52c0473530dcca87407d6a968,4316b8ee770d013a2cf571a8832cde652c945aca9b18aad51d583f16c5b622f6,TRUE,TRUE,51472,7657,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/7LDXV7XNTDdHwDypFcDnjSv/?lang=en,2026-06-04T00:49:33Z,1225,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212024000100201,235,Political Support for Sale: Cabinet Appointments and Public Expenditures in Brazil,Political Support for Sale: Cabinet Appointments and Public Expenditures in Brazil,Arnaldo Mauerberg Jr.; Renato Lima de Oliveira; Julia Guerreiro,2024,1981-3821,Brazilian Political Science Review,10.1590/1981-3821202400010001,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/235_S1981-38212024000100201.md,159bbec15eb243e29a22be4874db596c17d86ac4d3bcad11f17f3f3d5e70eedf,079fd514c416eac5d546d6069068378c662a78c7af8fbcbc5cf710c7ddc07413,TRUE,TRUE,48612,7616,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/WgB7sjsVBrzrNXZvv9KDjpr/?lang=en,2026-06-04T00:50:27Z,1393,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102023000100404,293,O ENSINO DE ADMINISTRAÇÃO PÚBLICA: ELEMENTOS PRELIMINARES DE UMA HISTÓRIA INTELECTUAL INTERDISCIPLINAR,Teaching public administration: Preliminary elements of an interdisciplinary intellectual history,Bruno Dias Magalhães,2023,2236-5710,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V28.87961,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/293_S2236-57102023000100404.md,421e201fb49e23b27088987bf71641830c9474e5929f8ca655bec56e7c6e3cbb,ed7a035cbb509bfabada6f767025e3ad84561d19ce7274b00aa56db0390a70a9,TRUE,TRUE,40712,6098,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/DNRCJCMC3Xx3mZ6Z3wHVTdx/?lang=pt,2026-06-04T00:50:54Z,1619,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212020000200202,178,"Is Brazil a Geoeconomic Node? Geography, Public Policy, and the Failure of Economic Integration in South America","Is Brazil a Geoeconomic Node? Geography, Public Policy, and the Failure of Economic Integration in South America",Sören Scholvin; Andrés Malamud,2020,1981-3821,Brazilian Political Science Review,10.1590/1981-3821202000020004,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/178_S1981-38212020000200202.md,8e483556104795b9a6368a178960204f6dc21f91617d45b3a8f97dc2bc7bc1fa,e957727aa95c3aedc66f6dadbf0426218b286ed72b878d57266f1aba69c2e888,TRUE,TRUE,54698,8517,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/d9867zbDWrSwPqGd5qXzv4k/?lang=en,2026-06-04T00:49:57Z,1532,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212009000200030,24,"Strong Presidents, Robust Democracies? Separation of Powers and Rule of Law in Latin America","Strong Presidents, Robust Democracies? Separation of Powers and Rule of Law in Latin America",Marcus André Melo,2009,1981-3821,Brazilian Political Science Review,10.1590/1981-3858200900020002,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/24_S1981-38212009000200030.md,7a3bcd684a3ead55c82818a333723847ac248506213acd1e0d73c139bb758388,10b7555812aca8acafa890f46ded295ed701bb652fba69229f6972abdb8445ac,TRUE,TRUE,57067,8507,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/ykvhxrcQHQhB6PThgx4rn5Q/?lang=en,2026-06-04T00:48:06Z,1080,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102023000100206,275,Mapeando a pesquisa de desenho de políticas públicas: uma revisão sistemática da literatura,MAPPING THE POLICY DESIGN RESEARCH: A SYSTEMATIC LITERATURE REVIEW,Rafael Barbosa de Aguiar; Fabiano Jorge Soares; Luciana Leite Lima,2023,2236-5710,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V28.85619,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/275_S2236-57102023000100206.md,e75be7f6351ce13ed1771f138e4273814e6699921d4d97398e11a393c5af18f6,ad3b890877975cf18f6b4f1f5ce2e869c740670e214035e8737bb580d6327a6f,TRUE,TRUE,38100,5468,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/MDZBbWGbvGpLqzK9TrNwtTt/?lang=en,2026-06-04T00:50:45Z,1769,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212018000200203,146,Freedom through form: Bolívar Lamounier and the Liberal Interpretation of Brazilian Political Thought*,Freedom through form: Bolívar Lamounier and the Liberal Interpretation of Brazilian Political Thought*,Christian Edward Cyril Lynch; Paulo Henrique Paschoeto Cassimiro,2018,1981-3821,Brazilian Political Science Review,10.1590/1981-3821201800020002,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/146_S1981-38212018000200203.md,d01170adffb3a36f57ac6ef88e95ca7258e0af7e1f706faff9d692f4cf261f06,4a2951096b6c829c646a89862e7dbc8e6c1543d487fe32c104ae76fa33cd96e9,TRUE,TRUE,62970,9372,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/8zNS9xwTMyLF3qmR7rPdqGG/?lang=en,2026-06-04T00:49:43Z,730,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102023000100410,299,TCC EM GESTÃO PÚBLICA: PROFISSIONALIZAÇÃO E INOVAÇÃO,TCC in public administration: Professionalization and innovation,Lys Maria Vinhaes Dantas; Doraliza Auxiliadora Abranches Monteiro,2023,2236-5710,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V28.88561,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/299_S2236-57102023000100410.md,3dd892bc7ec3eb2586b3da69bfba9df6e41052f28aa97830f3f26e02bc0ea4db,db3c03889f6974213e4c7755acb6211c76a6104e2054ae3932c9f82541546632,TRUE,TRUE,42538,6509,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/qkqXtmM9kqbcw4jVq9m6PXQ/?lang=pt,2026-06-04T00:50:57Z,941,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212015000300042,96,The Capital Mistake: Local Information and National Electoral Reforms,The Capital Mistake: Local Information and National Electoral Reforms,Valentín Figueroa,2015,1981-3821,Brazilian Political Science Review,10.1590/1981-38212015000300019,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/96_S1981-38212015000300042.md,ced720c452d25f24a4632f21efe2fdb021fdabc386d7a6c58e56e045d2af6a6f,a72645a4a163788a1015e79a55ede2a1d63de95930757044194913f2f107675b,TRUE,TRUE,34185,5198,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/yLCfkhqFCQ4gyVdvdtSFbkq/?lang=en,2026-06-04T00:49:22Z,803,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212017000200401,132,What are 'Think Tanks'? Revisiting the Dilemma of the Definition,What are 'Think Tanks'? Revisiting the Dilemma of the Definition,Juliana Cristina Rosa Hauck,2017,1981-3821,Brazilian Political Science Review,10.1590/1981-3821201700020006,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/132_S1981-38212017000200401.md,5f7a660cd667a31fd3024729450288d6adaa93a756dc7f88c226af8c94295c43,45a066b568db7462108056bb1bcb053c1175f368a40110e8c62254f8f5743d1a,TRUE,TRUE,49575,7508,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/RJzNN5NFd77vWbM3mXrXRmH/?lang=en,2026-06-04T00:49:37Z,1662,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102023000100211,280,O Fantasma na Máquina: System-Level Bureaucracy e Coordenação Interorganizacional em Políticas Públicas,THE GHOST IN THE MACHINE: SYSTEM-LEVEL BUREAUCRACY AND INTERORGANIZATIONAL COORDINATION IN PUBLIC POLICY,André Luís de Castro,2023,1806-2261,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V28.86094,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/280_S2236-57102023000100211.md,3a1266f3c333b821df488bfb98c7ebcc2ee1879c85ee8ccdbbc2e2827fae61a0,e8cc09f994a9ddb2050e4261617203f0d1faa65842b1374b2bba8e55a9ca74d9,TRUE,TRUE,41943,6336,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/HY5HY8NnNH7DWNQCzZpygKp/?lang=pt,2026-06-04T00:50:47Z,1622,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212019000300202,169,Parliamentary Supervision of Brazilian Foreign Policy: An analysis of Approval of Authorities,Parliamentary Supervision of Brazilian Foreign Policy: An analysis of Approval of Authorities,Alexandre Piffero Spohr,2019,1981-3821,Brazilian Political Science Review,10.1590/1981-3821201900030004,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/169_S1981-38212019000300202.md,8fed1e6253c4f487c1e016e642c5f2cdcf93512ff3f41f23ee6fee2289b96322,8d7b2b33dd9263eda349b031e8b4a5a86fba6bb93b1cafca60ceccf83c067a9e,TRUE,TRUE,42183,6485,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/gSgbgqctDmJwLwVwYGC5xKH/?lang=en,2026-06-04T00:49:53Z,1323,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212025000200203,259,Machiavelli against Imperialism: a Critique of Roman Expansionism and a Call for a Confederative Solution,Machiavelli against Imperialism: a Critique of Roman Expansionism and a Call for a Confederative Solution,Ricardo Silva,2025,1981-3821,Brazilian Political Science Review,10.1590/1981-3821202500020004,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/259_S1981-38212025000200203.md,c23dc4777d9feaaf4ff16c8a0cb8a9c8284332a15b22977b9ae7833d55390b08,1e9f4da7dc6b804b64283af9932a1edda8aecb4562be09790a523a5b96735d2c,TRUE,TRUE,59317,9169,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/HqzX7F3VVBVgnQnJF7T3pKp/?lang=en,2026-06-04T00:50:38Z,1264,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S2236-57102023000100217,285,PARTES INTERESSADAS INTERNAS E DESEMPENHO EM CONTRATAÇÕES PÚBLICAS NA PERSPECTIVA DAS TEORIAS DOS STAKEHOLDERS E DOS CUSTOS DE TRANSAÇÃO,Internal stakeholders and public procurement performance in the perspective of stakeholders&#8217; and transaction costs theories,Bárbara Campos Rodrigues; Paulo Ricardo da Costa Reis,2023,2236-5710,Cadernos Gestão Pública e Cidadania,10.12660/CGPC.V28.88342,research-article,pt,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/285_S2236-57102023000100217.md,d6a14fe5917b17e8fa9a0566fafabef558a6d1d6a76c03ee7260f7c3b7ec063b,de02f51eac56a6577e7471d8898e6fda59d6764878f5fc23c0f978da11a8cfef,TRUE,TRUE,47338,6892,articlemeta_fulltexts_html,http://www.scielo.br/j/cgpc/a/3TpPBLzjZNC685kGvSXMFWp/?lang=pt,2026-06-04T00:50:50Z,1120,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212015000100039,87,The Institutional Presidency from a Comparative Perspective: Argentina and Brazil since the 1980s,The Institutional Presidency from a Comparative Perspective: Argentina and Brazil since the 1980s,Magna Inácio; Mariana Llanos,2015,1981-3821,Brazilian Political Science Review,10.1590/1981-38212014000200002,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/87_S1981-38212015000100039.md,0c94fcf708d2fe726de189852d586d9fd6ca7e3f937706755720451e76c8182a,c1afe68e73890503179682b21cf49cd0fdb838c20b2829963fa1fcbd51d09902,TRUE,TRUE,42110,6385,articlemeta_fulltexts_html,http://www.scielo.br/j/bpsr/a/pDByfwhDKpnf5DGB78Hfdgh/?lang=en,2026-06-04T00:49:17Z,1459,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
S1981-38212013000200004,64,"The judicialization of territorial politics in Brazil, Colombia and Spain","The judicialization of territorial politics in Brazil, Colombia and Spain",Helder Ferreira do Vale,2013,1981-3821,Brazilian Political Science Review,,research-article,en,data/processed/fulltext_corpus/article_texts_corpus.csv,TRUE,body_text,data/processed/credibility_prompt_v3_full_corpus/task_packets/64_S1981-38212013000200004.md,1c79cd20dc9951829d3485dd147645f5e2df287ac024d83c434d6e564173951e,bcb8b9bcbc67319a9eeb90028ffb31481d0b5b30b8964608206a50995b6e2ad1,TRUE,TRUE,58201,8679,pdf_text_extraction,https://www.scielo.br/j/bpsr/a/s8KYS5c5f8yWwFPPP6rVtjf/?lang=en&format=pdf,2026-06-04T00:48:42Z,956,0,,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,journal_year_pid_with_lua_nova_last
